[1242, 905]
[chapter-title, [229.0, 60.0, 320.0, 30.0], H7WeG0iJBu, 5776472]
[paragraph, [81.0, 100.0, 624.0, 18.0], shoonya_1sOXPY75XOCXMW, 5776472]
[paragraph, [81.0, 118.0, 624.0, 18.0], shoonya_1sOXPY75XOCXMW, 5776472]
[paragraph, [81.0, 136.0, 624.0, 18.0], shoonya_1sOXPY75XOCXMW, 5776472]
[paragraph, [81.0, 154.0, 624.0, 18.0], shoonya_1sOXPY75XOCXMW, 5776472]
[paragraph, [81.0, 172.0, 624.0, 18.0], shoonya_1sOXPY75XOCXMW, 5776472]
[paragraph, [81.0, 190.0, 624.0, 18.0], shoonya_1sOXPY75XOCXMW, 5776472]
[paragraph, [81.0, 208.0, 624.0, 18.0], shoonya_1sOXPY75XOCXMW, 5776472]
[paragraph, [81.0, 226.0, 624.0, 18.0], shoonya_1sOXPY75XOCXMW, 5776472]
[paragraph, [81.0, 244.0, 624.0, 18.0], shoonya_1sOXPY75XOCXMW, 5776472]
[paragraph, [83.0, 277.0, 621.0, 18.0], shoonya_2sRYGYF894AM61, 5776472]
[paragraph, [83.0, 295.0, 621.0, 18.0], shoonya_2sRYGYF894AM61, 5776472]
[paragraph, [83.0, 313.0, 621.0, 18.0], shoonya_2sRYGYF894AM61, 5776472]
[paragraph, [83.0, 331.0, 621.0, 18.0], shoonya_2sRYGYF894AM61, 5776472]
[paragraph, [83.0, 349.0, 621.0, 18.0], shoonya_2sRYGYF894AM61, 5776472]
[paragraph, [108.0, 375.0, 241.0, 18.0], shoonya_3s5JZ6DJXVNZ55, 5776472]
[paragraph, [107.0, 401.0, 544.0, 18.0], shoonya_6sPE2ZNJ7P451A, 5776472]
[paragraph, [104.0, 427.0, 436.0, 18.0], shoonya_4sNEMSM2C316G2, 5776472]
[paragraph, [86.0, 449.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 467.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 485.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 503.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 521.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 539.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 557.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 575.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 593.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 611.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 629.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 647.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 665.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 683.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 701.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 719.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 737.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 755.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 773.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 791.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 809.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 827.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 845.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 863.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 881.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 899.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 917.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 935.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 953.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 971.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 989.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 1007.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 1025.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 1043.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 1061.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
[paragraph, [86.0, 1079.0, 621.0, 18.0], shoonya_0sBYV4CBA9ONDL, 5776472]
