[2339, 1654]
[paragraph, [189.0, 253.0, 1269.0, 36.0], shoonya_4s5T9FHDT2X0PK, 5687231]
[paragraph, [189.0, 289.0, 1269.0, 36.0], shoonya_4s5T9FHDT2X0PK, 5687231]
[paragraph, [189.0, 325.0, 1269.0, 36.0], shoonya_4s5T9FHDT2X0PK, 5687231]
[paragraph, [189.0, 361.0, 1269.0, 36.0], shoonya_4s5T9FHDT2X0PK, 5687231]
[paragraph, [186.0, 472.0, 1273.0, 36.0], shoonya_0sIJZEXJRNGOMB, 5687231]
[paragraph, [186.0, 508.0, 1273.0, 36.0], shoonya_0sIJZEXJRNGOMB, 5687231]
[paragraph, [186.0, 544.0, 1273.0, 36.0], shoonya_0sIJZEXJRNGOMB, 5687231]
[paragraph, [186.0, 580.0, 1273.0, 36.0], shoonya_0sIJZEXJRNGOMB, 5687231]
[paragraph, [186.0, 616.0, 1273.0, 36.0], shoonya_0sIJZEXJRNGOMB, 5687231]
[paragraph, [186.0, 652.0, 1273.0, 36.0], shoonya_0sIJZEXJRNGOMB, 5687231]
[paragraph, [186.0, 688.0, 1273.0, 36.0], shoonya_0sIJZEXJRNGOMB, 5687231]
[paragraph, [186.0, 724.0, 1273.0, 36.0], shoonya_0sIJZEXJRNGOMB, 5687231]
[paragraph, [186.0, 760.0, 1273.0, 36.0], shoonya_0sIJZEXJRNGOMB, 5687231]
[paragraph, [186.0, 796.0, 1273.0, 36.0], shoonya_0sIJZEXJRNGOMB, 5687231]
[paragraph, [186.0, 832.0, 1273.0, 36.0], shoonya_0sIJZEXJRNGOMB, 5687231]
[paragraph, [186.0, 868.0, 1273.0, 36.0], shoonya_0sIJZEXJRNGOMB, 5687231]
[paragraph, [186.0, 904.0, 1273.0, 36.0], shoonya_0sIJZEXJRNGOMB, 5687231]
[paragraph, [186.0, 940.0, 1273.0, 36.0], shoonya_0sIJZEXJRNGOMB, 5687231]
[paragraph, [186.0, 976.0, 1273.0, 36.0], shoonya_0sIJZEXJRNGOMB, 5687231]
[paragraph, [186.0, 1012.0, 1273.0, 36.0], shoonya_0sIJZEXJRNGOMB, 5687231]
[paragraph, [186.0, 1048.0, 1273.0, 36.0], shoonya_0sIJZEXJRNGOMB, 5687231]
[paragraph, [186.0, 1084.0, 1273.0, 36.0], shoonya_0sIJZEXJRNGOMB, 5687231]
[paragraph, [186.0, 1120.0, 1273.0, 36.0], shoonya_0sIJZEXJRNGOMB, 5687231]
[paragraph, [186.0, 1156.0, 1273.0, 36.0], shoonya_0sIJZEXJRNGOMB, 5687231]
[paragraph, [179.0, 1270.0, 1281.0, 36.0], PCLnjg_Xqq, 5687231]
[paragraph, [179.0, 1306.0, 1281.0, 36.0], PCLnjg_Xqq, 5687231]
[paragraph, [179.0, 1342.0, 1281.0, 36.0], PCLnjg_Xqq, 5687231]
[paragraph, [179.0, 1378.0, 1281.0, 36.0], PCLnjg_Xqq, 5687231]
[paragraph, [179.0, 1414.0, 1281.0, 36.0], PCLnjg_Xqq, 5687231]
[paragraph, [179.0, 1450.0, 1281.0, 36.0], PCLnjg_Xqq, 5687231]
[paragraph, [179.0, 1486.0, 1281.0, 36.0], PCLnjg_Xqq, 5687231]
[paragraph, [179.0, 1591.0, 1283.0, 36.0], shoonya_3sC1LE2F6QM07M, 5687231]
[paragraph, [179.0, 1627.0, 1283.0, 36.0], shoonya_3sC1LE2F6QM07M, 5687231]
[paragraph, [179.0, 1663.0, 1283.0, 36.0], shoonya_3sC1LE2F6QM07M, 5687231]
[paragraph, [179.0, 1699.0, 1283.0, 36.0], shoonya_3sC1LE2F6QM07M, 5687231]
[paragraph, [179.0, 1735.0, 1283.0, 36.0], shoonya_3sC1LE2F6QM07M, 5687231]
[paragraph, [179.0, 1771.0, 1283.0, 36.0], shoonya_3sC1LE2F6QM07M, 5687231]
[paragraph, [179.0, 1807.0, 1283.0, 36.0], shoonya_3sC1LE2F6QM07M, 5687231]
[reference, [191.0, 1974.0, 468.0, 36.0], shoonya_2s3GC6TBP3RX5F, 5687231]
[reference, [191.0, 2010.0, 468.0, 36.0], shoonya_2s3GC6TBP3RX5F, 5687231]
[reference, [191.0, 2046.0, 468.0, 36.0], shoonya_2s3GC6TBP3RX5F, 5687231]
