[2339, 1653]
[folio, [1208.0, 309.0, 279.0, 36.0], shoonya_5sHFVM2CUHZFT0, 5738472]
[paragraph, [242.0, 361.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 397.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 433.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 469.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 505.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 541.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 577.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 613.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 649.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 685.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 721.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 757.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 793.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 829.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 865.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 901.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 937.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 973.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 1009.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 1045.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 1081.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 1117.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 1153.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 1189.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 1225.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 1261.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 1297.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [242.0, 1333.0, 570.0, 36.0], shoonya_1sMCYHIGZ3MRG8, 5738472]
[paragraph, [919.0, 367.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 403.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 439.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 475.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 511.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 547.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 583.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 619.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 655.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 691.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 727.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 763.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 799.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 835.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 871.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 907.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 943.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 979.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 1015.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 1051.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 1087.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 1123.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 1159.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 1195.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 1231.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 1267.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[paragraph, [919.0, 1303.0, 569.0, 36.0], shoonya_0sDID1KO6480RV, 5738472]
[options, [235.0, 1471.0, 572.0, 36.0], shoonya_4sQZVPF43UI43R, 5738472]
[options, [235.0, 1507.0, 572.0, 36.0], shoonya_4sQZVPF43UI43R, 5738472]
[options, [235.0, 1543.0, 572.0, 36.0], shoonya_4sQZVPF43UI43R, 5738472]
