[1298, 853]
[section-title, [308.0, 69.0, 233.0, 30.0], dAMcV3vUOs, 5710268]
[paragraph, [52.0, 117.0, 739.0, 18.0], shoonya_0sVDSB3BZ87QS7, 5710268]
[paragraph, [52.0, 135.0, 739.0, 18.0], shoonya_0sVDSB3BZ87QS7, 5710268]
[paragraph, [52.0, 153.0, 739.0, 18.0], shoonya_0sVDSB3BZ87QS7, 5710268]
[paragraph, [52.0, 171.0, 739.0, 18.0], shoonya_0sVDSB3BZ87QS7, 5710268]
[paragraph, [52.0, 189.0, 739.0, 18.0], shoonya_0sVDSB3BZ87QS7, 5710268]
[paragraph, [52.0, 207.0, 739.0, 18.0], shoonya_0sVDSB3BZ87QS7, 5710268]
[paragraph, [52.0, 225.0, 739.0, 18.0], shoonya_0sVDSB3BZ87QS7, 5710268]
[paragraph, [52.0, 243.0, 739.0, 18.0], shoonya_0sVDSB3BZ87QS7, 5710268]
[paragraph, [52.0, 261.0, 739.0, 18.0], shoonya_0sVDSB3BZ87QS7, 5710268]
[paragraph, [52.0, 279.0, 739.0, 18.0], shoonya_0sVDSB3BZ87QS7, 5710268]
[paragraph, [52.0, 297.0, 739.0, 18.0], shoonya_0sVDSB3BZ87QS7, 5710268]
[paragraph, [52.0, 315.0, 739.0, 18.0], shoonya_0sVDSB3BZ87QS7, 5710268]
[paragraph, [52.0, 333.0, 739.0, 18.0], shoonya_0sVDSB3BZ87QS7, 5710268]
[paragraph, [52.0, 351.0, 739.0, 18.0], shoonya_0sVDSB3BZ87QS7, 5710268]
[paragraph, [52.0, 369.0, 739.0, 18.0], shoonya_0sVDSB3BZ87QS7, 5710268]
[paragraph, [52.0, 387.0, 739.0, 18.0], shoonya_0sVDSB3BZ87QS7, 5710268]
[paragraph, [52.0, 405.0, 739.0, 18.0], shoonya_0sVDSB3BZ87QS7, 5710268]
[paragraph, [52.0, 423.0, 739.0, 18.0], shoonya_0sVDSB3BZ87QS7, 5710268]
[paragraph, [52.0, 441.0, 739.0, 18.0], shoonya_0sVDSB3BZ87QS7, 5710268]
[paragraph, [52.0, 459.0, 739.0, 18.0], shoonya_0sVDSB3BZ87QS7, 5710268]
[paragraph, [52.0, 486.0, 740.0, 18.0], shoonya_2sXKA0Z4EC1ODG, 5710268]
[paragraph, [52.0, 504.0, 740.0, 18.0], shoonya_2sXKA0Z4EC1ODG, 5710268]
[paragraph, [52.0, 522.0, 740.0, 18.0], shoonya_2sXKA0Z4EC1ODG, 5710268]
[paragraph, [52.0, 540.0, 740.0, 18.0], shoonya_2sXKA0Z4EC1ODG, 5710268]
[paragraph, [53.0, 572.0, 736.0, 18.0], shoonya_3sEQNNB1QEH54S, 5710268]
[paragraph, [53.0, 590.0, 736.0, 18.0], shoonya_3sEQNNB1QEH54S, 5710268]
[paragraph, [53.0, 608.0, 736.0, 18.0], shoonya_3sEQNNB1QEH54S, 5710268]
[paragraph, [53.0, 626.0, 736.0, 18.0], shoonya_3sEQNNB1QEH54S, 5710268]
[paragraph, [53.0, 644.0, 736.0, 18.0], shoonya_3sEQNNB1QEH54S, 5710268]
[paragraph, [53.0, 662.0, 736.0, 18.0], shoonya_3sEQNNB1QEH54S, 5710268]
[paragraph, [53.0, 680.0, 736.0, 18.0], shoonya_3sEQNNB1QEH54S, 5710268]
[paragraph, [53.0, 698.0, 736.0, 18.0], shoonya_3sEQNNB1QEH54S, 5710268]
[paragraph, [53.0, 716.0, 736.0, 18.0], shoonya_3sEQNNB1QEH54S, 5710268]
[paragraph, [53.0, 734.0, 736.0, 18.0], shoonya_3sEQNNB1QEH54S, 5710268]
[paragraph, [53.0, 752.0, 736.0, 18.0], shoonya_3sEQNNB1QEH54S, 5710268]
[paragraph, [53.0, 770.0, 736.0, 18.0], shoonya_3sEQNNB1QEH54S, 5710268]
[paragraph, [53.0, 788.0, 736.0, 18.0], shoonya_3sEQNNB1QEH54S, 5710268]
[paragraph, [53.0, 806.0, 736.0, 18.0], shoonya_3sEQNNB1QEH54S, 5710268]
[paragraph, [53.0, 824.0, 736.0, 18.0], shoonya_3sEQNNB1QEH54S, 5710268]
[paragraph, [56.0, 859.0, 732.0, 18.0], SVHY9x_D_J, 5710268]
[paragraph, [56.0, 877.0, 732.0, 18.0], SVHY9x_D_J, 5710268]
[paragraph, [56.0, 895.0, 732.0, 18.0], SVHY9x_D_J, 5710268]
[paragraph, [56.0, 913.0, 732.0, 18.0], SVHY9x_D_J, 5710268]
[paragraph, [56.0, 931.0, 732.0, 18.0], SVHY9x_D_J, 5710268]
[paragraph, [56.0, 949.0, 732.0, 18.0], SVHY9x_D_J, 5710268]
[paragraph, [56.0, 967.0, 732.0, 18.0], SVHY9x_D_J, 5710268]
[paragraph, [56.0, 985.0, 732.0, 18.0], SVHY9x_D_J, 5710268]
[paragraph, [56.0, 1003.0, 732.0, 18.0], SVHY9x_D_J, 5710268]
[paragraph, [56.0, 1021.0, 732.0, 18.0], SVHY9x_D_J, 5710268]
[paragraph, [56.0, 1039.0, 732.0, 18.0], SVHY9x_D_J, 5710268]
[paragraph, [56.0, 1057.0, 732.0, 18.0], SVHY9x_D_J, 5710268]
[paragraph, [56.0, 1075.0, 732.0, 18.0], SVHY9x_D_J, 5710268]
[paragraph, [56.0, 1093.0, 732.0, 18.0], SVHY9x_D_J, 5710268]
[paragraph, [56.0, 1111.0, 732.0, 18.0], SVHY9x_D_J, 5710268]
[paragraph, [56.0, 1129.0, 732.0, 18.0], SVHY9x_D_J, 5710268]
[paragraph, [56.0, 1147.0, 732.0, 18.0], SVHY9x_D_J, 5710268]
[paragraph, [56.0, 1165.0, 732.0, 18.0], SVHY9x_D_J, 5710268]
[paragraph, [56.0, 1183.0, 732.0, 18.0], SVHY9x_D_J, 5710268]
[paragraph, [56.0, 1201.0, 732.0, 18.0], SVHY9x_D_J, 5710268]
