[1050, 693]
[folio, [524.0, 77.0, 84.0, 18.0], shoonya_2sBKR0HE0PL5NU, 5701750]
[folio, [524.0, 95.0, 84.0, 18.0], shoonya_2sBKR0HE0PL5NU, 5701750]
[paragraph, [84.0, 124.0, 525.0, 18.0], shoonya_1sL1QLTXLRJFXA, 5701750]
[paragraph, [84.0, 142.0, 525.0, 18.0], shoonya_1sL1QLTXLRJFXA, 5701750]
[paragraph, [84.0, 160.0, 525.0, 18.0], shoonya_1sL1QLTXLRJFXA, 5701750]
[paragraph, [84.0, 178.0, 525.0, 18.0], shoonya_1sL1QLTXLRJFXA, 5701750]
[paragraph, [84.0, 196.0, 525.0, 18.0], shoonya_1sL1QLTXLRJFXA, 5701750]
[paragraph, [84.0, 214.0, 525.0, 18.0], shoonya_1sL1QLTXLRJFXA, 5701750]
[paragraph, [84.0, 232.0, 525.0, 18.0], shoonya_1sL1QLTXLRJFXA, 5701750]
[paragraph, [84.0, 250.0, 525.0, 18.0], shoonya_1sL1QLTXLRJFXA, 5701750]
[paragraph, [84.0, 268.0, 525.0, 18.0], shoonya_1sL1QLTXLRJFXA, 5701750]
[paragraph, [84.0, 286.0, 525.0, 18.0], shoonya_1sL1QLTXLRJFXA, 5701750]
[paragraph, [83.0, 314.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 332.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 350.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 368.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 386.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 404.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 422.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 440.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 458.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 476.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 494.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 512.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 530.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 548.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 566.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 584.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 602.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 620.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 638.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 656.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 674.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 692.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 710.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 728.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 746.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 764.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 782.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 800.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[paragraph, [83.0, 818.0, 525.0, 18.0], shoonya_0s6PNWQ3J0DEET, 5701750]
[author, [390.0, 843.0, 206.0, 18.0], 7-klFdwiAm, 5701750]
[author, [390.0, 861.0, 206.0, 18.0], 7-klFdwiAm, 5701750]
