[1275, 750]
[folio, [265.0, 88.0, 204.0, 18.0], shoonya_5s2ABAS2HICU6Y, 5767187]
[folio, [265.0, 106.0, 204.0, 18.0], shoonya_5s2ABAS2HICU6Y, 5767187]
[paragraph, [62.0, 155.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 173.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 191.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 209.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 227.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 245.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 263.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 281.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 299.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 317.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 335.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 353.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 371.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 389.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 407.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 425.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 443.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 461.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 479.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 497.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 515.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 533.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 551.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 569.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 587.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 605.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 623.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 641.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 659.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 677.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 695.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[paragraph, [62.0, 713.0, 624.0, 18.0], shoonya_2sR8E4KMN0GMA5, 5767187]
[section-title, [259.0, 765.0, 231.0, 30.0], shoonya_3sXP3RJARRIBP8, 5767187]
[ordered-list, [70.0, 827.0, 612.0, 18.0], shoonya_1sP6OXKFV2G4TC, 5767187]
[ordered-list, [70.0, 845.0, 612.0, 18.0], shoonya_1sP6OXKFV2G4TC, 5767187]
[ordered-list, [70.0, 863.0, 612.0, 18.0], shoonya_1sP6OXKFV2G4TC, 5767187]
[ordered-list, [70.0, 881.0, 612.0, 18.0], shoonya_1sP6OXKFV2G4TC, 5767187]
[ordered-list, [70.0, 899.0, 612.0, 18.0], shoonya_1sP6OXKFV2G4TC, 5767187]
[ordered-list, [70.0, 917.0, 612.0, 18.0], shoonya_1sP6OXKFV2G4TC, 5767187]
[ordered-list, [70.0, 935.0, 612.0, 18.0], shoonya_1sP6OXKFV2G4TC, 5767187]
[ordered-list, [70.0, 953.0, 612.0, 18.0], shoonya_1sP6OXKFV2G4TC, 5767187]
[ordered-list, [70.0, 971.0, 612.0, 18.0], shoonya_1sP6OXKFV2G4TC, 5767187]
[ordered-list, [70.0, 989.0, 612.0, 18.0], shoonya_1sP6OXKFV2G4TC, 5767187]
[ordered-list, [70.0, 1007.0, 612.0, 18.0], shoonya_1sP6OXKFV2G4TC, 5767187]
[ordered-list, [70.0, 1025.0, 612.0, 18.0], shoonya_1sP6OXKFV2G4TC, 5767187]
[ordered-list, [70.0, 1043.0, 612.0, 18.0], shoonya_1sP6OXKFV2G4TC, 5767187]
[ordered-list, [70.0, 1061.0, 612.0, 18.0], shoonya_1sP6OXKFV2G4TC, 5767187]
[ordered-list, [70.0, 1079.0, 612.0, 18.0], shoonya_1sP6OXKFV2G4TC, 5767187]
[ordered-list, [70.0, 1097.0, 612.0, 18.0], shoonya_1sP6OXKFV2G4TC, 5767187]
[ordered-list, [70.0, 1115.0, 612.0, 18.0], shoonya_1sP6OXKFV2G4TC, 5767187]
[ordered-list, [70.0, 1133.0, 612.0, 18.0], shoonya_1sP6OXKFV2G4TC, 5767187]
[ordered-list, [70.0, 1151.0, 612.0, 18.0], shoonya_1sP6OXKFV2G4TC, 5767187]
[ordered-list, [70.0, 1169.0, 612.0, 18.0], shoonya_1sP6OXKFV2G4TC, 5767187]
