[1787, 1218]
[chapter-title, [400.0, 266.0, 385.0, 58.5], shoonya_1sNTHT2DJ88AFS, 5651885]
[author, [843.0, 365.0, 251.0, 36.0], O6GTcbLMem, 5651885]
[paragraph, [98.0, 463.0, 1007.0, 36.0], shoonya_0s5JWDVKQLZSWL, 5651885]
[paragraph, [98.0, 499.0, 1007.0, 36.0], shoonya_0s5JWDVKQLZSWL, 5651885]
[paragraph, [98.0, 535.0, 1007.0, 36.0], shoonya_0s5JWDVKQLZSWL, 5651885]
[paragraph, [98.0, 571.0, 1007.0, 36.0], shoonya_0s5JWDVKQLZSWL, 5651885]
[paragraph, [98.0, 607.0, 1007.0, 36.0], shoonya_0s5JWDVKQLZSWL, 5651885]
[paragraph, [98.0, 643.0, 1007.0, 36.0], shoonya_0s5JWDVKQLZSWL, 5651885]
[paragraph, [98.0, 679.0, 1007.0, 36.0], shoonya_0s5JWDVKQLZSWL, 5651885]
[paragraph, [98.0, 715.0, 1007.0, 36.0], shoonya_0s5JWDVKQLZSWL, 5651885]
[paragraph, [98.0, 751.0, 1007.0, 36.0], shoonya_0s5JWDVKQLZSWL, 5651885]
[paragraph, [98.0, 787.0, 1007.0, 36.0], shoonya_0s5JWDVKQLZSWL, 5651885]
[paragraph, [98.0, 823.0, 1007.0, 36.0], shoonya_0s5JWDVKQLZSWL, 5651885]
[paragraph, [98.0, 859.0, 1007.0, 36.0], shoonya_0s5JWDVKQLZSWL, 5651885]
[paragraph, [98.0, 895.0, 1007.0, 36.0], shoonya_0s5JWDVKQLZSWL, 5651885]
[paragraph, [98.0, 931.0, 1007.0, 36.0], shoonya_0s5JWDVKQLZSWL, 5651885]
[paragraph, [98.0, 967.0, 1007.0, 36.0], shoonya_0s5JWDVKQLZSWL, 5651885]
[paragraph, [98.0, 1003.0, 1007.0, 36.0], shoonya_0s5JWDVKQLZSWL, 5651885]
[paragraph, [98.0, 1039.0, 1007.0, 36.0], shoonya_0s5JWDVKQLZSWL, 5651885]
[paragraph, [98.0, 1075.0, 1007.0, 36.0], shoonya_0s5JWDVKQLZSWL, 5651885]
[paragraph, [98.0, 1111.0, 1007.0, 36.0], shoonya_0s5JWDVKQLZSWL, 5651885]
[paragraph, [98.0, 1147.0, 1007.0, 36.0], shoonya_0s5JWDVKQLZSWL, 5651885]
[paragraph, [112.0, 1198.0, 999.0, 36.0], shoonya_2sXGRXIF2MC9PE, 5651885]
[paragraph, [112.0, 1234.0, 999.0, 36.0], shoonya_2sXGRXIF2MC9PE, 5651885]
[paragraph, [112.0, 1270.0, 999.0, 36.0], shoonya_2sXGRXIF2MC9PE, 5651885]
[paragraph, [112.0, 1306.0, 999.0, 36.0], shoonya_2sXGRXIF2MC9PE, 5651885]
[paragraph, [112.0, 1342.0, 999.0, 36.0], shoonya_2sXGRXIF2MC9PE, 5651885]
[paragraph, [295.0, 1414.0, 578.0, 36.0], nYh3e3DcvG, 5651885]
[paragraph, [295.0, 1450.0, 578.0, 36.0], nYh3e3DcvG, 5651885]
[paragraph, [114.0, 1500.0, 1003.0, 36.0], wdbO8GbKT7, 5651885]
[paragraph, [114.0, 1536.0, 1003.0, 36.0], wdbO8GbKT7, 5651885]
[footnote, [455.0, 1643.0, 228.0, 36.0], GEYKGfh-Ff, 5651885]
