[1263, 869]
[chapter-title, [380.0, 38.0, 202.0, 30.0], shoonya_10sWZIIZTNBUYG, 5776587]
[paragraph, [173.0, 76.0, 619.0, 18.0], shoonya_6sOWMR9JO6JXGO, 5776587]
[paragraph, [173.0, 94.0, 619.0, 18.0], shoonya_6sOWMR9JO6JXGO, 5776587]
[paragraph, [172.0, 127.0, 621.0, 18.0], shoonya_0sMA551MT4V9Q5, 5776587]
[paragraph, [172.0, 145.0, 621.0, 18.0], shoonya_0sMA551MT4V9Q5, 5776587]
[paragraph, [172.0, 163.0, 621.0, 18.0], shoonya_0sMA551MT4V9Q5, 5776587]
[paragraph, [172.0, 181.0, 621.0, 18.0], shoonya_0sMA551MT4V9Q5, 5776587]
[paragraph, [172.0, 199.0, 621.0, 18.0], shoonya_0sMA551MT4V9Q5, 5776587]
[paragraph, [172.0, 217.0, 621.0, 18.0], shoonya_0sMA551MT4V9Q5, 5776587]
[paragraph, [172.0, 235.0, 621.0, 18.0], shoonya_0sMA551MT4V9Q5, 5776587]
[paragraph, [172.0, 253.0, 621.0, 18.0], shoonya_0sMA551MT4V9Q5, 5776587]
[paragraph, [172.0, 271.0, 621.0, 18.0], shoonya_0sMA551MT4V9Q5, 5776587]
[paragraph, [194.0, 302.0, 313.0, 18.0], shoonya_7sIHOH710ZGKIM, 5776587]
[paragraph, [175.0, 327.0, 615.0, 18.0], shoonya_5sLOI4GTNRSHWJ, 5776587]
[paragraph, [175.0, 345.0, 615.0, 18.0], shoonya_5sLOI4GTNRSHWJ, 5776587]
[paragraph, [175.0, 363.0, 615.0, 18.0], shoonya_5sLOI4GTNRSHWJ, 5776587]
[paragraph, [165.0, 377.0, 273.0, 18.0], SO2rq-o3yL, 5776587]
[paragraph, [171.0, 403.0, 620.0, 18.0], shoonya_3sIHRHZKG3UGSG, 5776587]
[paragraph, [171.0, 421.0, 620.0, 18.0], shoonya_3sIHRHZKG3UGSG, 5776587]
[paragraph, [171.0, 439.0, 620.0, 18.0], shoonya_3sIHRHZKG3UGSG, 5776587]
[paragraph, [171.0, 457.0, 620.0, 18.0], shoonya_3sIHRHZKG3UGSG, 5776587]
[paragraph, [171.0, 475.0, 620.0, 18.0], shoonya_3sIHRHZKG3UGSG, 5776587]
[paragraph, [173.0, 503.0, 621.0, 18.0], shoonya_8sWIG5600KA3QA, 5776587]
[paragraph, [173.0, 521.0, 621.0, 18.0], shoonya_8sWIG5600KA3QA, 5776587]
[paragraph, [173.0, 539.0, 621.0, 18.0], shoonya_8sWIG5600KA3QA, 5776587]
[paragraph, [173.0, 557.0, 621.0, 18.0], shoonya_8sWIG5600KA3QA, 5776587]
[paragraph, [193.0, 575.0, 228.0, 18.0], RD5wptYnPg, 5776587]
[paragraph, [177.0, 602.0, 147.0, 18.0], o9n9Px_nho, 5776587]
[section-title, [382.0, 660.0, 207.0, 30.0], shoonya_11sQVZULH1E8KT, 5776587]
[paragraph, [170.0, 725.0, 617.0, 18.0], shoonya_4sIARWO564PMOE, 5776587]
[paragraph, [170.0, 743.0, 617.0, 18.0], shoonya_4sIARWO564PMOE, 5776587]
[paragraph, [170.0, 761.0, 617.0, 18.0], shoonya_4sIARWO564PMOE, 5776587]
[paragraph, [170.0, 779.0, 617.0, 18.0], shoonya_4sIARWO564PMOE, 5776587]
[paragraph, [170.0, 803.0, 619.0, 18.0], shoonya_1sO0AR39NAQ03G, 5776587]
[paragraph, [170.0, 821.0, 619.0, 18.0], shoonya_1sO0AR39NAQ03G, 5776587]
[paragraph, [170.0, 839.0, 619.0, 18.0], shoonya_1sO0AR39NAQ03G, 5776587]
[paragraph, [170.0, 857.0, 619.0, 18.0], shoonya_1sO0AR39NAQ03G, 5776587]
[paragraph, [170.0, 875.0, 619.0, 18.0], shoonya_1sO0AR39NAQ03G, 5776587]
[paragraph, [170.0, 893.0, 619.0, 18.0], shoonya_1sO0AR39NAQ03G, 5776587]
[paragraph, [170.0, 927.0, 619.0, 18.0], shoonya_2s4D4567PO2ZLC, 5776587]
[paragraph, [170.0, 945.0, 619.0, 18.0], shoonya_2s4D4567PO2ZLC, 5776587]
[paragraph, [170.0, 963.0, 619.0, 18.0], shoonya_2s4D4567PO2ZLC, 5776587]
[paragraph, [170.0, 981.0, 619.0, 18.0], shoonya_2s4D4567PO2ZLC, 5776587]
[paragraph, [170.0, 999.0, 619.0, 18.0], shoonya_2s4D4567PO2ZLC, 5776587]
[paragraph, [170.0, 1017.0, 619.0, 18.0], shoonya_2s4D4567PO2ZLC, 5776587]
[paragraph, [170.0, 1035.0, 619.0, 18.0], shoonya_2s4D4567PO2ZLC, 5776587]
[paragraph, [170.0, 1053.0, 619.0, 18.0], shoonya_2s4D4567PO2ZLC, 5776587]
