[710, 559]
[folio, [221.0, 20.0, 292.0, 18.0], OhtE7ldmyF, 5760184]
[paragraph, [43.0, 58.0, 472.0, 18.0], shoonya_0sED4B1ID6QKM0, 5760184]
[paragraph, [43.0, 76.0, 472.0, 18.0], shoonya_0sED4B1ID6QKM0, 5760184]
[paragraph, [43.0, 94.0, 472.0, 18.0], shoonya_0sED4B1ID6QKM0, 5760184]
[paragraph, [43.0, 112.0, 472.0, 18.0], shoonya_0sED4B1ID6QKM0, 5760184]
[paragraph, [41.0, 138.0, 470.0, 18.0], shoonya_1s3J3EE423K6K2, 5760184]
[paragraph, [41.0, 156.0, 470.0, 18.0], shoonya_1s3J3EE423K6K2, 5760184]
[paragraph, [41.0, 193.0, 470.0, 18.0], shoonya_2s2UV4NS5ZZA6Y, 5760184]
[paragraph, [41.0, 211.0, 470.0, 18.0], shoonya_2s2UV4NS5ZZA6Y, 5760184]
[paragraph, [41.0, 229.0, 470.0, 18.0], shoonya_2s2UV4NS5ZZA6Y, 5760184]
[paragraph, [41.0, 247.0, 470.0, 18.0], shoonya_2s2UV4NS5ZZA6Y, 5760184]
[paragraph, [41.0, 265.0, 470.0, 18.0], shoonya_2s2UV4NS5ZZA6Y, 5760184]
[paragraph, [41.0, 283.0, 470.0, 18.0], shoonya_2s2UV4NS5ZZA6Y, 5760184]
[paragraph, [41.0, 321.0, 470.0, 18.0], shoonya_3sSZHUWTECOP4J, 5760184]
[paragraph, [41.0, 339.0, 470.0, 18.0], shoonya_3sSZHUWTECOP4J, 5760184]
[paragraph, [41.0, 357.0, 470.0, 18.0], shoonya_3sSZHUWTECOP4J, 5760184]
[paragraph, [41.0, 375.0, 470.0, 18.0], shoonya_3sSZHUWTECOP4J, 5760184]
[paragraph, [41.0, 393.0, 470.0, 18.0], shoonya_3sSZHUWTECOP4J, 5760184]
[paragraph, [41.0, 411.0, 470.0, 18.0], shoonya_3sSZHUWTECOP4J, 5760184]
[paragraph, [40.0, 446.0, 473.0, 18.0], shoonya_4sO60GTT0ICJG7, 5760184]
[paragraph, [40.0, 464.0, 473.0, 18.0], shoonya_4sO60GTT0ICJG7, 5760184]
[paragraph, [40.0, 482.0, 473.0, 18.0], shoonya_4sO60GTT0ICJG7, 5760184]
[paragraph, [40.0, 500.0, 473.0, 18.0], shoonya_4sO60GTT0ICJG7, 5760184]
[paragraph, [40.0, 518.0, 473.0, 18.0], shoonya_4sO60GTT0ICJG7, 5760184]
[paragraph, [40.0, 536.0, 473.0, 18.0], shoonya_4sO60GTT0ICJG7, 5760184]
[paragraph, [40.0, 554.0, 473.0, 18.0], shoonya_4sO60GTT0ICJG7, 5760184]
[paragraph, [40.0, 572.0, 473.0, 18.0], shoonya_4sO60GTT0ICJG7, 5760184]
[paragraph, [40.0, 590.0, 473.0, 18.0], shoonya_4sO60GTT0ICJG7, 5760184]
[paragraph, [40.0, 608.0, 473.0, 18.0], shoonya_4sO60GTT0ICJG7, 5760184]
[paragraph, [40.0, 626.0, 473.0, 18.0], shoonya_4sO60GTT0ICJG7, 5760184]
[paragraph, [40.0, 644.0, 473.0, 18.0], shoonya_4sO60GTT0ICJG7, 5760184]
[paragraph, [40.0, 662.0, 473.0, 18.0], shoonya_4sO60GTT0ICJG7, 5760184]
