[720, 504]
[folio, [378.0, 64.0, 90.0, 18.0], Z8NBQBzZdY, 5650768]
[sidebar, [28.0, 97.0, 222.0, 18.0], AGNLzHkGE_, 5650768]
[sidebar, [28.0, 115.0, 222.0, 18.0], AGNLzHkGE_, 5650768]
[sidebar, [28.0, 133.0, 222.0, 18.0], AGNLzHkGE_, 5650768]
[sidebar, [28.0, 151.0, 222.0, 18.0], AGNLzHkGE_, 5650768]
[sidebar, [28.0, 169.0, 222.0, 18.0], AGNLzHkGE_, 5650768]
[sidebar, [28.0, 187.0, 222.0, 18.0], AGNLzHkGE_, 5650768]
[sidebar, [28.0, 205.0, 222.0, 18.0], AGNLzHkGE_, 5650768]
[sidebar, [28.0, 223.0, 222.0, 18.0], AGNLzHkGE_, 5650768]
[sidebar, [28.0, 241.0, 222.0, 18.0], AGNLzHkGE_, 5650768]
[sidebar, [28.0, 259.0, 222.0, 18.0], AGNLzHkGE_, 5650768]
[sidebar, [28.0, 277.0, 222.0, 18.0], AGNLzHkGE_, 5650768]
[paragraph, [251.0, 99.0, 211.0, 18.0], shoonya_4sG5PZS7EIW6NB, 5650768]
[paragraph, [251.0, 117.0, 211.0, 18.0], shoonya_4sG5PZS7EIW6NB, 5650768]
[paragraph, [251.0, 135.0, 211.0, 18.0], shoonya_4sG5PZS7EIW6NB, 5650768]
[paragraph, [250.0, 157.0, 216.0, 18.0], shoonya_0sSN5H89014D2N, 5650768]
[paragraph, [250.0, 175.0, 216.0, 18.0], shoonya_0sSN5H89014D2N, 5650768]
[paragraph, [250.0, 193.0, 216.0, 18.0], shoonya_0sSN5H89014D2N, 5650768]
[paragraph, [250.0, 211.0, 216.0, 18.0], shoonya_0sSN5H89014D2N, 5650768]
[paragraph, [250.0, 229.0, 216.0, 18.0], shoonya_0sSN5H89014D2N, 5650768]
[paragraph, [250.0, 247.0, 216.0, 18.0], shoonya_0sSN5H89014D2N, 5650768]
[paragraph, [250.0, 265.0, 216.0, 18.0], shoonya_0sSN5H89014D2N, 5650768]
[paragraph, [250.0, 283.0, 216.0, 18.0], shoonya_0sSN5H89014D2N, 5650768]
[paragraph, [34.0, 302.0, 215.0, 18.0], shoonya_7s3MLSKRDXVQYW, 5650768]
[paragraph, [34.0, 320.0, 215.0, 18.0], shoonya_7s3MLSKRDXVQYW, 5650768]
[paragraph, [250.0, 309.0, 218.0, 18.0], shoonya_2s993SWDBP69XS, 5650768]
[paragraph, [250.0, 327.0, 218.0, 18.0], shoonya_2s993SWDBP69XS, 5650768]
[paragraph, [250.0, 345.0, 218.0, 18.0], shoonya_2s993SWDBP69XS, 5650768]
[paragraph, [250.0, 363.0, 218.0, 18.0], shoonya_2s993SWDBP69XS, 5650768]
[paragraph, [250.0, 381.0, 218.0, 18.0], shoonya_2s993SWDBP69XS, 5650768]
[paragraph, [250.0, 399.0, 218.0, 18.0], shoonya_2s993SWDBP69XS, 5650768]
[paragraph, [250.0, 417.0, 218.0, 18.0], shoonya_2s993SWDBP69XS, 5650768]
[paragraph, [26.0, 342.0, 224.0, 18.0], shoonya_1s4SIMTBBZBWK1, 5650768]
[paragraph, [26.0, 360.0, 224.0, 18.0], shoonya_1s4SIMTBBZBWK1, 5650768]
[paragraph, [26.0, 378.0, 224.0, 18.0], shoonya_1s4SIMTBBZBWK1, 5650768]
[paragraph, [26.0, 396.0, 224.0, 18.0], shoonya_1s4SIMTBBZBWK1, 5650768]
[paragraph, [26.0, 414.0, 224.0, 18.0], shoonya_1s4SIMTBBZBWK1, 5650768]
[sidebar, [23.0, 451.0, 473.0, 18.0], 7qxl7wc-RC, 5650768]
[sidebar, [23.0, 469.0, 473.0, 18.0], 7qxl7wc-RC, 5650768]
[sidebar, [23.0, 487.0, 473.0, 18.0], 7qxl7wc-RC, 5650768]
[sidebar, [23.0, 505.0, 473.0, 18.0], 7qxl7wc-RC, 5650768]
[sidebar, [23.0, 523.0, 473.0, 18.0], 7qxl7wc-RC, 5650768]
[sidebar, [23.0, 541.0, 473.0, 18.0], 7qxl7wc-RC, 5650768]
[sidebar, [23.0, 559.0, 473.0, 18.0], 7qxl7wc-RC, 5650768]
[sidebar, [23.0, 577.0, 473.0, 18.0], 7qxl7wc-RC, 5650768]
[sidebar, [23.0, 595.0, 473.0, 18.0], 7qxl7wc-RC, 5650768]
[sidebar, [23.0, 613.0, 473.0, 18.0], 7qxl7wc-RC, 5650768]
[sidebar, [23.0, 631.0, 473.0, 18.0], 7qxl7wc-RC, 5650768]
[footnote, [196.0, 671.0, 125.0, 18.0], YL4G9uZpCI, 5650768]
[footnote, [196.0, 689.0, 125.0, 18.0], YL4G9uZpCI, 5650768]
