[2339, 1653]
[folio, [264.0, 194.0, 239.0, 36.0], mFXaUhk-IA, 5655125]
[folio, [264.0, 230.0, 239.0, 36.0], mFXaUhk-IA, 5655125]
[paragraph, [272.0, 304.0, 1108.0, 36.0], shoonya_1s1GKGUZMOV22E, 5655125]
[paragraph, [272.0, 340.0, 1108.0, 36.0], shoonya_1s1GKGUZMOV22E, 5655125]
[paragraph, [272.0, 376.0, 1108.0, 36.0], shoonya_1s1GKGUZMOV22E, 5655125]
[paragraph, [272.0, 412.0, 1108.0, 36.0], shoonya_1s1GKGUZMOV22E, 5655125]
[paragraph, [272.0, 448.0, 1108.0, 36.0], shoonya_1s1GKGUZMOV22E, 5655125]
[paragraph, [272.0, 484.0, 1108.0, 36.0], shoonya_1s1GKGUZMOV22E, 5655125]
[paragraph, [272.0, 520.0, 1108.0, 36.0], shoonya_1s1GKGUZMOV22E, 5655125]
[paragraph, [272.0, 556.0, 1108.0, 36.0], shoonya_1s1GKGUZMOV22E, 5655125]
[paragraph, [272.0, 592.0, 1108.0, 36.0], shoonya_1s1GKGUZMOV22E, 5655125]
[paragraph, [272.0, 628.0, 1108.0, 36.0], shoonya_1s1GKGUZMOV22E, 5655125]
[paragraph, [272.0, 664.0, 1108.0, 36.0], shoonya_1s1GKGUZMOV22E, 5655125]
[paragraph, [272.0, 700.0, 1108.0, 36.0], shoonya_1s1GKGUZMOV22E, 5655125]
[paragraph, [272.0, 736.0, 1108.0, 36.0], shoonya_1s1GKGUZMOV22E, 5655125]
[paragraph, [272.0, 772.0, 1108.0, 36.0], shoonya_1s1GKGUZMOV22E, 5655125]
[paragraph, [272.0, 808.0, 1108.0, 36.0], shoonya_1s1GKGUZMOV22E, 5655125]
[paragraph, [272.0, 844.0, 1108.0, 36.0], shoonya_1s1GKGUZMOV22E, 5655125]
[paragraph, [272.0, 880.0, 1108.0, 36.0], shoonya_1s1GKGUZMOV22E, 5655125]
[paragraph, [265.0, 931.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 967.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1003.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1039.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1075.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1111.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1147.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1183.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1219.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1255.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1291.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1327.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1363.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1399.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1435.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1471.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1507.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1543.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1579.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1615.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1651.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1687.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1723.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1759.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1795.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1831.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1867.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1903.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1939.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 1975.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
[paragraph, [265.0, 2011.0, 1116.0, 36.0], shoonya_0sZOCBPMYZIPDV, 5655125]
