[1063, 680]
[paragraph, [65.0, 143.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 161.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 179.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 197.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 215.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 233.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 251.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 269.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 287.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 305.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 323.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 341.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 359.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 377.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 395.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 413.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 431.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 449.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 467.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 485.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 503.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 521.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 539.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 557.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 575.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 593.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 611.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 629.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 647.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 665.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 683.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 701.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 719.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 737.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 755.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 773.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 791.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 809.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 827.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 845.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 863.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 881.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 899.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 917.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 935.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 953.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[paragraph, [65.0, 971.0, 548.0, 18.0], 27IOljzWXZ, 5740082]
[footnote, [463.0, 1016.0, 174.0, 18.0], k1enhP8lAB, 5740082]
