[1518, 1075]
[folio, [444.0, 112.0, 82.0, 36.0], 8lslnTpIu3, 5722697]
[paragraph, [76.0, 164.0, 450.0, 36.0], shoonya_13sBM86JTAIVJX, 5722697]
[paragraph, [76.0, 200.0, 450.0, 36.0], shoonya_13sBM86JTAIVJX, 5722697]
[paragraph, [525.0, 172.0, 447.0, 36.0], shoonya_0sW9559DW31BE9, 5722697]
[paragraph, [525.0, 208.0, 447.0, 36.0], shoonya_0sW9559DW31BE9, 5722697]
[paragraph, [525.0, 244.0, 447.0, 36.0], shoonya_0sW9559DW31BE9, 5722697]
[paragraph, [525.0, 280.0, 447.0, 36.0], shoonya_0sW9559DW31BE9, 5722697]
[paragraph, [525.0, 316.0, 447.0, 36.0], shoonya_0sW9559DW31BE9, 5722697]
[paragraph, [525.0, 352.0, 447.0, 36.0], shoonya_0sW9559DW31BE9, 5722697]
[paragraph, [525.0, 388.0, 447.0, 36.0], shoonya_0sW9559DW31BE9, 5722697]
[paragraph, [525.0, 424.0, 447.0, 36.0], shoonya_0sW9559DW31BE9, 5722697]
[paragraph, [525.0, 460.0, 447.0, 36.0], shoonya_0sW9559DW31BE9, 5722697]
[paragraph, [525.0, 496.0, 447.0, 36.0], shoonya_0sW9559DW31BE9, 5722697]
[paragraph, [525.0, 532.0, 447.0, 36.0], shoonya_0sW9559DW31BE9, 5722697]
[paragraph, [525.0, 568.0, 447.0, 36.0], shoonya_0sW9559DW31BE9, 5722697]
[paragraph, [525.0, 604.0, 447.0, 36.0], shoonya_0sW9559DW31BE9, 5722697]
[paragraph, [525.0, 640.0, 447.0, 36.0], shoonya_0sW9559DW31BE9, 5722697]
[paragraph, [525.0, 676.0, 447.0, 36.0], shoonya_0sW9559DW31BE9, 5722697]
[paragraph, [525.0, 712.0, 447.0, 36.0], shoonya_0sW9559DW31BE9, 5722697]
[paragraph, [78.0, 333.0, 447.0, 36.0], shoonya_2sX53O5G05RX9O, 5722697]
[paragraph, [78.0, 369.0, 447.0, 36.0], shoonya_2sX53O5G05RX9O, 5722697]
[paragraph, [78.0, 405.0, 447.0, 36.0], shoonya_2sX53O5G05RX9O, 5722697]
[paragraph, [78.0, 441.0, 447.0, 36.0], shoonya_2sX53O5G05RX9O, 5722697]
[paragraph, [78.0, 477.0, 447.0, 36.0], shoonya_2sX53O5G05RX9O, 5722697]
[paragraph, [78.0, 513.0, 447.0, 36.0], shoonya_2sX53O5G05RX9O, 5722697]
[paragraph, [78.0, 549.0, 447.0, 36.0], shoonya_2sX53O5G05RX9O, 5722697]
[paragraph, [78.0, 585.0, 447.0, 36.0], shoonya_2sX53O5G05RX9O, 5722697]
[paragraph, [78.0, 621.0, 447.0, 36.0], shoonya_2sX53O5G05RX9O, 5722697]
[paragraph, [78.0, 657.0, 447.0, 36.0], shoonya_2sX53O5G05RX9O, 5722697]
[paragraph, [78.0, 693.0, 447.0, 36.0], shoonya_2sX53O5G05RX9O, 5722697]
[paragraph, [78.0, 729.0, 447.0, 36.0], shoonya_2sX53O5G05RX9O, 5722697]
[author, [604.0, 806.0, 294.0, 36.0], shoonya_7sTNP5JJPM2GH5, 5722697]
[paragraph, [78.0, 858.0, 449.0, 36.0], shoonya_4sNKFUWE69EJWE, 5722697]
[paragraph, [78.0, 894.0, 449.0, 36.0], shoonya_4sNKFUWE69EJWE, 5722697]
[paragraph, [78.0, 930.0, 449.0, 36.0], shoonya_4sNKFUWE69EJWE, 5722697]
[paragraph, [527.0, 860.0, 444.0, 36.0], shoonya_1s45G6SK59LTHM, 5722697]
[paragraph, [527.0, 896.0, 444.0, 36.0], shoonya_1s45G6SK59LTHM, 5722697]
[paragraph, [527.0, 932.0, 444.0, 36.0], shoonya_1s45G6SK59LTHM, 5722697]
[paragraph, [527.0, 968.0, 444.0, 36.0], shoonya_1s45G6SK59LTHM, 5722697]
[paragraph, [527.0, 1004.0, 444.0, 36.0], shoonya_1s45G6SK59LTHM, 5722697]
[paragraph, [527.0, 1040.0, 444.0, 36.0], shoonya_1s45G6SK59LTHM, 5722697]
[paragraph, [527.0, 1076.0, 444.0, 36.0], shoonya_1s45G6SK59LTHM, 5722697]
[paragraph, [527.0, 1112.0, 444.0, 36.0], shoonya_1s45G6SK59LTHM, 5722697]
[paragraph, [527.0, 1148.0, 444.0, 36.0], shoonya_1s45G6SK59LTHM, 5722697]
[paragraph, [527.0, 1184.0, 444.0, 36.0], shoonya_1s45G6SK59LTHM, 5722697]
[paragraph, [527.0, 1220.0, 444.0, 36.0], shoonya_1s45G6SK59LTHM, 5722697]
[paragraph, [527.0, 1256.0, 444.0, 36.0], shoonya_1s45G6SK59LTHM, 5722697]
[paragraph, [527.0, 1292.0, 444.0, 36.0], shoonya_1s45G6SK59LTHM, 5722697]
[paragraph, [79.0, 1070.0, 447.0, 36.0], shoonya_3sS1460ZVN9UG1, 5722697]
[paragraph, [79.0, 1106.0, 447.0, 36.0], shoonya_3sS1460ZVN9UG1, 5722697]
[paragraph, [79.0, 1142.0, 447.0, 36.0], shoonya_3sS1460ZVN9UG1, 5722697]
[paragraph, [79.0, 1178.0, 447.0, 36.0], shoonya_3sS1460ZVN9UG1, 5722697]
[paragraph, [79.0, 1214.0, 447.0, 36.0], shoonya_3sS1460ZVN9UG1, 5722697]
[paragraph, [79.0, 1250.0, 447.0, 36.0], shoonya_3sS1460ZVN9UG1, 5722697]
[paragraph, [79.0, 1286.0, 447.0, 36.0], shoonya_3sS1460ZVN9UG1, 5722697]
[folio, [213.0, 1335.0, 621.0, 36.0], tDrp4BDvAl, 5722697]
[folio, [589.0, 1379.0, 291.0, 36.0], IKRj4QvHJW, 5722697]
