[2400, 1600]
[website-link, [976.0, 108.0, 444.0, 18.0], I1hkNaxaEf, 5660186]
[website-link, [976.0, 126.0, 444.0, 18.0], I1hkNaxaEf, 5660186]
[folio, [1146.0, 148.0, 272.0, 36.0], XEUQ68jxnS, 5660186]
[paragraph, [148.0, 234.0, 964.0, 36.0], 3RcR9JYY5j, 5660186]
[paragraph, [148.0, 270.0, 964.0, 36.0], 3RcR9JYY5j, 5660186]
[paragraph, [150.0, 322.0, 1298.0, 36.0], qM3u3kNFXP, 5660186]
[paragraph, [150.0, 358.0, 1298.0, 36.0], qM3u3kNFXP, 5660186]
[paragraph, [150.0, 394.0, 1298.0, 36.0], qM3u3kNFXP, 5660186]
[paragraph, [150.0, 430.0, 1298.0, 36.0], qM3u3kNFXP, 5660186]
[paragraph, [150.0, 466.0, 1298.0, 36.0], qM3u3kNFXP, 5660186]
[paragraph, [150.0, 502.0, 1298.0, 36.0], qM3u3kNFXP, 5660186]
[paragraph, [150.0, 538.0, 1298.0, 36.0], qM3u3kNFXP, 5660186]
[paragraph, [150.0, 574.0, 1298.0, 36.0], qM3u3kNFXP, 5660186]
[paragraph, [150.0, 610.0, 1298.0, 36.0], qM3u3kNFXP, 5660186]
[paragraph, [150.0, 646.0, 1298.0, 36.0], qM3u3kNFXP, 5660186]
[paragraph, [150.0, 682.0, 1298.0, 36.0], qM3u3kNFXP, 5660186]
[paragraph, [150.0, 718.0, 1298.0, 36.0], qM3u3kNFXP, 5660186]
[paragraph, [150.0, 754.0, 1298.0, 36.0], qM3u3kNFXP, 5660186]
[paragraph, [150.0, 790.0, 1298.0, 36.0], qM3u3kNFXP, 5660186]
[paragraph, [150.0, 826.0, 1298.0, 36.0], qM3u3kNFXP, 5660186]
[paragraph, [150.0, 862.0, 1298.0, 36.0], qM3u3kNFXP, 5660186]
[paragraph, [219.0, 930.0, 1185.0, 36.0], 47DED57-b1, 5660186]
[paragraph, [219.0, 966.0, 1185.0, 36.0], 47DED57-b1, 5660186]
[paragraph, [219.0, 1002.0, 1185.0, 36.0], 47DED57-b1, 5660186]
[paragraph, [219.0, 1038.0, 1185.0, 36.0], 47DED57-b1, 5660186]
[paragraph, [219.0, 1074.0, 1185.0, 36.0], 47DED57-b1, 5660186]
[paragraph, [219.0, 1110.0, 1185.0, 36.0], 47DED57-b1, 5660186]
[paragraph, [219.0, 1146.0, 1185.0, 36.0], 47DED57-b1, 5660186]
[paragraph, [219.0, 1182.0, 1185.0, 36.0], 47DED57-b1, 5660186]
[paragraph, [219.0, 1218.0, 1185.0, 36.0], 47DED57-b1, 5660186]
[paragraph, [219.0, 1254.0, 1185.0, 36.0], 47DED57-b1, 5660186]
[paragraph, [219.0, 1290.0, 1185.0, 36.0], 47DED57-b1, 5660186]
[paragraph, [219.0, 1326.0, 1185.0, 36.0], 47DED57-b1, 5660186]
[paragraph, [138.0, 1387.0, 1309.0, 36.0], dUWFRdSw3u, 5660186]
[paragraph, [138.0, 1423.0, 1309.0, 36.0], dUWFRdSw3u, 5660186]
[paragraph, [138.0, 1459.0, 1309.0, 36.0], dUWFRdSw3u, 5660186]
[paragraph, [138.0, 1495.0, 1309.0, 36.0], dUWFRdSw3u, 5660186]
[paragraph, [138.0, 1531.0, 1309.0, 36.0], dUWFRdSw3u, 5660186]
[paragraph, [138.0, 1567.0, 1309.0, 36.0], dUWFRdSw3u, 5660186]
[paragraph, [138.0, 1603.0, 1309.0, 36.0], dUWFRdSw3u, 5660186]
[paragraph, [138.0, 1639.0, 1309.0, 36.0], dUWFRdSw3u, 5660186]
[section-title, [591.0, 1683.0, 424.0, 52.5], shoonya_1s387ADORVLTE9, 5660186]
[paragraph, [137.0, 1821.0, 1269.0, 36.0], shoonya_0sKC9QPKGLXUB2, 5660186]
[paragraph, [137.0, 1857.0, 1269.0, 36.0], shoonya_0sKC9QPKGLXUB2, 5660186]
[paragraph, [137.0, 1893.0, 1269.0, 36.0], shoonya_0sKC9QPKGLXUB2, 5660186]
[paragraph, [137.0, 1929.0, 1269.0, 36.0], shoonya_0sKC9QPKGLXUB2, 5660186]
[paragraph, [137.0, 1965.0, 1269.0, 36.0], shoonya_0sKC9QPKGLXUB2, 5660186]
[paragraph, [137.0, 2001.0, 1269.0, 36.0], shoonya_0sKC9QPKGLXUB2, 5660186]
[paragraph, [137.0, 2037.0, 1269.0, 36.0], shoonya_0sKC9QPKGLXUB2, 5660186]
[paragraph, [137.0, 2073.0, 1269.0, 36.0], shoonya_0sKC9QPKGLXUB2, 5660186]
[paragraph, [137.0, 2109.0, 1269.0, 36.0], shoonya_0sKC9QPKGLXUB2, 5660186]
[paragraph, [137.0, 2145.0, 1269.0, 36.0], shoonya_0sKC9QPKGLXUB2, 5660186]
[paragraph, [137.0, 2181.0, 1269.0, 36.0], shoonya_0sKC9QPKGLXUB2, 5660186]
[paragraph, [137.0, 2217.0, 1269.0, 36.0], shoonya_0sKC9QPKGLXUB2, 5660186]
[footnote, [274.0, 2289.0, 1043.0, 36.0], shoonya_2sCOPBVQ3SPUAX, 5660186]
[footnote, [274.0, 2325.0, 1043.0, 36.0], shoonya_2sCOPBVQ3SPUAX, 5660186]
