[612, 1008]
[figure-caption, [203.0, 70.0, 146.0, 18.0], shoonya_5sTO8C0CC6DBS8, 5656764]
[figure-caption, [203.0, 88.0, 146.0, 18.0], shoonya_5sTO8C0CC6DBS8, 5656764]
[figure-caption, [203.0, 106.0, 146.0, 18.0], shoonya_5sTO8C0CC6DBS8, 5656764]
[figure-caption, [620.0, 73.0, 183.0, 18.0], AjVhT4ToEG, 5656764]
[figure-caption, [620.0, 91.0, 183.0, 18.0], AjVhT4ToEG, 5656764]
[figure-caption, [620.0, 109.0, 183.0, 18.0], AjVhT4ToEG, 5656764]
[paragraph, [19.0, 163.0, 466.0, 18.0], shoonya_1sON7E0YVDJURY, 5656764]
[paragraph, [19.0, 181.0, 466.0, 18.0], shoonya_1sON7E0YVDJURY, 5656764]
[paragraph, [19.0, 199.0, 466.0, 18.0], shoonya_1sON7E0YVDJURY, 5656764]
[paragraph, [19.0, 217.0, 466.0, 18.0], shoonya_1sON7E0YVDJURY, 5656764]
[paragraph, [19.0, 235.0, 466.0, 18.0], shoonya_1sON7E0YVDJURY, 5656764]
[paragraph, [19.0, 253.0, 466.0, 18.0], shoonya_1sON7E0YVDJURY, 5656764]
[paragraph, [19.0, 271.0, 466.0, 18.0], shoonya_1sON7E0YVDJURY, 5656764]
[paragraph, [19.0, 289.0, 466.0, 18.0], shoonya_1sON7E0YVDJURY, 5656764]
[paragraph, [19.0, 307.0, 466.0, 18.0], shoonya_1sON7E0YVDJURY, 5656764]
[paragraph, [19.0, 325.0, 466.0, 18.0], shoonya_1sON7E0YVDJURY, 5656764]
[paragraph, [19.0, 343.0, 466.0, 18.0], shoonya_1sON7E0YVDJURY, 5656764]
[paragraph, [19.0, 361.0, 466.0, 18.0], shoonya_1sON7E0YVDJURY, 5656764]
[paragraph, [19.0, 379.0, 466.0, 18.0], shoonya_1sON7E0YVDJURY, 5656764]
[paragraph, [19.0, 397.0, 466.0, 18.0], shoonya_1sON7E0YVDJURY, 5656764]
[paragraph, [19.0, 415.0, 466.0, 18.0], shoonya_1sON7E0YVDJURY, 5656764]
[paragraph, [19.0, 433.0, 466.0, 18.0], shoonya_1sON7E0YVDJURY, 5656764]
[paragraph, [19.0, 451.0, 466.0, 18.0], shoonya_1sON7E0YVDJURY, 5656764]
[paragraph, [19.0, 469.0, 466.0, 18.0], shoonya_1sON7E0YVDJURY, 5656764]
[paragraph, [19.0, 487.0, 466.0, 18.0], shoonya_1sON7E0YVDJURY, 5656764]
[paragraph, [19.0, 505.0, 466.0, 18.0], shoonya_1sON7E0YVDJURY, 5656764]
[paragraph, [19.0, 523.0, 466.0, 18.0], shoonya_1sON7E0YVDJURY, 5656764]
[paragraph, [19.0, 541.0, 466.0, 18.0], shoonya_1sON7E0YVDJURY, 5656764]
[paragraph, [19.0, 559.0, 466.0, 18.0], shoonya_1sON7E0YVDJURY, 5656764]
[paragraph, [19.0, 577.0, 466.0, 18.0], shoonya_1sON7E0YVDJURY, 5656764]
[paragraph, [529.0, 163.0, 463.0, 18.0], shoonya_0s98AGLIHTQ79E, 5656764]
[paragraph, [529.0, 181.0, 463.0, 18.0], shoonya_0s98AGLIHTQ79E, 5656764]
[paragraph, [529.0, 199.0, 463.0, 18.0], shoonya_0s98AGLIHTQ79E, 5656764]
[paragraph, [529.0, 217.0, 463.0, 18.0], shoonya_0s98AGLIHTQ79E, 5656764]
[paragraph, [529.0, 235.0, 463.0, 18.0], shoonya_0s98AGLIHTQ79E, 5656764]
[paragraph, [529.0, 253.0, 463.0, 18.0], shoonya_0s98AGLIHTQ79E, 5656764]
[paragraph, [529.0, 271.0, 463.0, 18.0], shoonya_0s98AGLIHTQ79E, 5656764]
[paragraph, [529.0, 289.0, 463.0, 18.0], shoonya_0s98AGLIHTQ79E, 5656764]
[paragraph, [529.0, 307.0, 463.0, 18.0], shoonya_0s98AGLIHTQ79E, 5656764]
[paragraph, [529.0, 325.0, 463.0, 18.0], shoonya_0s98AGLIHTQ79E, 5656764]
[paragraph, [529.0, 343.0, 463.0, 18.0], shoonya_0s98AGLIHTQ79E, 5656764]
[paragraph, [529.0, 361.0, 463.0, 18.0], shoonya_0s98AGLIHTQ79E, 5656764]
[paragraph, [529.0, 379.0, 463.0, 18.0], shoonya_0s98AGLIHTQ79E, 5656764]
[paragraph, [529.0, 397.0, 463.0, 18.0], shoonya_0s98AGLIHTQ79E, 5656764]
[paragraph, [529.0, 415.0, 463.0, 18.0], shoonya_0s98AGLIHTQ79E, 5656764]
[paragraph, [529.0, 433.0, 463.0, 18.0], shoonya_0s98AGLIHTQ79E, 5656764]
[paragraph, [529.0, 451.0, 463.0, 18.0], shoonya_0s98AGLIHTQ79E, 5656764]
[paragraph, [529.0, 469.0, 463.0, 18.0], shoonya_0s98AGLIHTQ79E, 5656764]
[paragraph, [529.0, 487.0, 463.0, 18.0], shoonya_0s98AGLIHTQ79E, 5656764]
[paragraph, [529.0, 505.0, 463.0, 18.0], shoonya_0s98AGLIHTQ79E, 5656764]
[paragraph, [529.0, 523.0, 463.0, 18.0], shoonya_0s98AGLIHTQ79E, 5656764]
[folio, [692.0, 563.0, 221.0, 18.0], qfjw_mLA2s, 5656764]
[folio, [692.0, 581.0, 221.0, 18.0], qfjw_mLA2s, 5656764]
