[2338, 1654]
[paragraph, [190.0, 193.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 229.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 265.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 301.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 337.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 373.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 409.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 445.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 481.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 517.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 553.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 589.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 625.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 661.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 697.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 733.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 769.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 805.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 841.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 877.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 913.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 949.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 985.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 1021.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 1057.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 1093.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 1129.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 1165.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 1201.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 1237.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 1273.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 1309.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 1345.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 1381.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 1417.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 1453.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 1489.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [190.0, 1525.0, 1318.0, 36.0], shoonya_1sBNPC7CR53LKV, 5754161]
[paragraph, [189.0, 1571.0, 1313.0, 36.0], shoonya_0sO6NO148SPWFT, 5754161]
[paragraph, [189.0, 1607.0, 1313.0, 36.0], shoonya_0sO6NO148SPWFT, 5754161]
[paragraph, [189.0, 1643.0, 1313.0, 36.0], shoonya_0sO6NO148SPWFT, 5754161]
[paragraph, [189.0, 1679.0, 1313.0, 36.0], shoonya_0sO6NO148SPWFT, 5754161]
[paragraph, [189.0, 1715.0, 1313.0, 36.0], shoonya_0sO6NO148SPWFT, 5754161]
[paragraph, [189.0, 1751.0, 1313.0, 36.0], shoonya_0sO6NO148SPWFT, 5754161]
[paragraph, [189.0, 1787.0, 1313.0, 36.0], shoonya_0sO6NO148SPWFT, 5754161]
[paragraph, [189.0, 1823.0, 1313.0, 36.0], shoonya_0sO6NO148SPWFT, 5754161]
[paragraph, [189.0, 1859.0, 1313.0, 36.0], shoonya_0sO6NO148SPWFT, 5754161]
[paragraph, [189.0, 1895.0, 1313.0, 36.0], shoonya_0sO6NO148SPWFT, 5754161]
[paragraph, [189.0, 1931.0, 1313.0, 36.0], shoonya_0sO6NO148SPWFT, 5754161]
[paragraph, [189.0, 1967.0, 1313.0, 36.0], shoonya_0sO6NO148SPWFT, 5754161]
[paragraph, [189.0, 2003.0, 1313.0, 36.0], shoonya_0sO6NO148SPWFT, 5754161]
[paragraph, [189.0, 2039.0, 1313.0, 36.0], shoonya_0sO6NO148SPWFT, 5754161]
