[1298, 853]
[section-title, [307.0, 68.0, 240.0, 30.0], shoonya_3sEWT30CCMD8DD, 5709854]
[paragraph, [60.0, 118.0, 735.0, 18.0], shoonya_0s9GPS270PCME3, 5709854]
[paragraph, [60.0, 136.0, 735.0, 18.0], shoonya_0s9GPS270PCME3, 5709854]
[paragraph, [60.0, 154.0, 735.0, 18.0], shoonya_0s9GPS270PCME3, 5709854]
[paragraph, [60.0, 172.0, 735.0, 18.0], shoonya_0s9GPS270PCME3, 5709854]
[paragraph, [60.0, 190.0, 735.0, 18.0], shoonya_0s9GPS270PCME3, 5709854]
[paragraph, [60.0, 208.0, 735.0, 18.0], shoonya_0s9GPS270PCME3, 5709854]
[paragraph, [60.0, 242.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 260.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 278.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 296.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 314.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 332.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 350.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 368.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 386.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 404.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 422.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 440.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 458.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 476.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 494.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 512.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 530.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 548.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 566.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 584.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 602.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 620.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 638.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 656.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 674.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 692.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 710.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 728.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 746.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 764.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 782.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 800.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
