[1725, 1313]
[paragraph, [112.0, 134.0, 542.0, 36.0], shoonya_2sOT3OLZ4SXE55, 5771837]
[paragraph, [112.0, 170.0, 542.0, 36.0], shoonya_2sOT3OLZ4SXE55, 5771837]
[paragraph, [112.0, 206.0, 542.0, 36.0], shoonya_2sOT3OLZ4SXE55, 5771837]
[paragraph, [112.0, 242.0, 542.0, 36.0], shoonya_2sOT3OLZ4SXE55, 5771837]
[paragraph, [112.0, 278.0, 542.0, 36.0], shoonya_2sOT3OLZ4SXE55, 5771837]
[paragraph, [112.0, 314.0, 542.0, 36.0], shoonya_2sOT3OLZ4SXE55, 5771837]
[paragraph, [112.0, 350.0, 542.0, 36.0], shoonya_2sOT3OLZ4SXE55, 5771837]
[paragraph, [112.0, 386.0, 542.0, 36.0], shoonya_2sOT3OLZ4SXE55, 5771837]
[paragraph, [112.0, 422.0, 542.0, 36.0], shoonya_2sOT3OLZ4SXE55, 5771837]
[paragraph, [112.0, 458.0, 542.0, 36.0], shoonya_2sOT3OLZ4SXE55, 5771837]
[sidebar, [691.0, 145.0, 494.0, 36.0], shoonya_6sH7CBB9X6XWMT, 5771837]
[sidebar, [691.0, 181.0, 494.0, 36.0], shoonya_6sH7CBB9X6XWMT, 5771837]
[sidebar, [691.0, 217.0, 494.0, 36.0], shoonya_6sH7CBB9X6XWMT, 5771837]
[sidebar, [691.0, 253.0, 494.0, 36.0], shoonya_6sH7CBB9X6XWMT, 5771837]
[paragraph, [657.0, 343.0, 538.0, 36.0], shoonya_1sENFN5938PBH9, 5771837]
[paragraph, [657.0, 379.0, 538.0, 36.0], shoonya_1sENFN5938PBH9, 5771837]
[paragraph, [657.0, 415.0, 538.0, 36.0], shoonya_1sENFN5938PBH9, 5771837]
[paragraph, [657.0, 451.0, 538.0, 36.0], shoonya_1sENFN5938PBH9, 5771837]
[paragraph, [657.0, 487.0, 538.0, 36.0], shoonya_1sENFN5938PBH9, 5771837]
[paragraph, [657.0, 523.0, 538.0, 36.0], shoonya_1sENFN5938PBH9, 5771837]
[paragraph, [657.0, 559.0, 538.0, 36.0], shoonya_1sENFN5938PBH9, 5771837]
[paragraph, [657.0, 595.0, 538.0, 36.0], shoonya_1sENFN5938PBH9, 5771837]
[paragraph, [657.0, 631.0, 538.0, 36.0], shoonya_1sENFN5938PBH9, 5771837]
[paragraph, [657.0, 667.0, 538.0, 36.0], shoonya_1sENFN5938PBH9, 5771837]
[paragraph, [657.0, 703.0, 538.0, 36.0], shoonya_1sENFN5938PBH9, 5771837]
[paragraph, [657.0, 739.0, 538.0, 36.0], shoonya_1sENFN5938PBH9, 5771837]
[paragraph, [657.0, 775.0, 538.0, 36.0], shoonya_1sENFN5938PBH9, 5771837]
[paragraph, [657.0, 811.0, 538.0, 36.0], shoonya_1sENFN5938PBH9, 5771837]
[paragraph, [657.0, 847.0, 538.0, 36.0], shoonya_1sENFN5938PBH9, 5771837]
[paragraph, [113.0, 516.0, 540.0, 36.0], shoonya_0s3LGXCX3L2RXG, 5771837]
[paragraph, [113.0, 552.0, 540.0, 36.0], shoonya_0s3LGXCX3L2RXG, 5771837]
[paragraph, [113.0, 588.0, 540.0, 36.0], shoonya_0s3LGXCX3L2RXG, 5771837]
[paragraph, [113.0, 624.0, 540.0, 36.0], shoonya_0s3LGXCX3L2RXG, 5771837]
[paragraph, [113.0, 660.0, 540.0, 36.0], shoonya_0s3LGXCX3L2RXG, 5771837]
[paragraph, [113.0, 696.0, 540.0, 36.0], shoonya_0s3LGXCX3L2RXG, 5771837]
[paragraph, [113.0, 732.0, 540.0, 36.0], shoonya_0s3LGXCX3L2RXG, 5771837]
[paragraph, [113.0, 768.0, 540.0, 36.0], shoonya_0s3LGXCX3L2RXG, 5771837]
[paragraph, [113.0, 804.0, 540.0, 36.0], shoonya_0s3LGXCX3L2RXG, 5771837]
[paragraph, [113.0, 840.0, 540.0, 36.0], shoonya_0s3LGXCX3L2RXG, 5771837]
[paragraph, [113.0, 876.0, 540.0, 36.0], shoonya_0s3LGXCX3L2RXG, 5771837]
[paragraph, [113.0, 912.0, 540.0, 36.0], shoonya_0s3LGXCX3L2RXG, 5771837]
[paragraph, [113.0, 948.0, 540.0, 36.0], shoonya_0s3LGXCX3L2RXG, 5771837]
[paragraph, [113.0, 984.0, 540.0, 36.0], shoonya_0s3LGXCX3L2RXG, 5771837]
[paragraph, [656.0, 915.0, 539.0, 36.0], shoonya_3sK62GJDRO7BOD, 5771837]
[paragraph, [656.0, 951.0, 539.0, 36.0], shoonya_3sK62GJDRO7BOD, 5771837]
[paragraph, [656.0, 987.0, 539.0, 36.0], shoonya_3sK62GJDRO7BOD, 5771837]
[paragraph, [656.0, 1023.0, 539.0, 36.0], shoonya_3sK62GJDRO7BOD, 5771837]
[paragraph, [656.0, 1059.0, 539.0, 36.0], shoonya_3sK62GJDRO7BOD, 5771837]
[paragraph, [656.0, 1095.0, 539.0, 36.0], shoonya_3sK62GJDRO7BOD, 5771837]
[paragraph, [656.0, 1131.0, 539.0, 36.0], shoonya_3sK62GJDRO7BOD, 5771837]
[paragraph, [656.0, 1167.0, 539.0, 36.0], shoonya_3sK62GJDRO7BOD, 5771837]
[paragraph, [656.0, 1203.0, 539.0, 36.0], shoonya_3sK62GJDRO7BOD, 5771837]
[paragraph, [656.0, 1239.0, 539.0, 36.0], shoonya_3sK62GJDRO7BOD, 5771837]
[paragraph, [656.0, 1275.0, 539.0, 36.0], shoonya_3sK62GJDRO7BOD, 5771837]
[paragraph, [656.0, 1311.0, 539.0, 36.0], shoonya_3sK62GJDRO7BOD, 5771837]
[paragraph, [656.0, 1347.0, 539.0, 36.0], shoonya_3sK62GJDRO7BOD, 5771837]
[paragraph, [656.0, 1383.0, 539.0, 36.0], shoonya_3sK62GJDRO7BOD, 5771837]
[paragraph, [656.0, 1419.0, 539.0, 36.0], shoonya_3sK62GJDRO7BOD, 5771837]
[paragraph, [656.0, 1455.0, 539.0, 36.0], shoonya_3sK62GJDRO7BOD, 5771837]
[paragraph, [656.0, 1491.0, 539.0, 36.0], shoonya_3sK62GJDRO7BOD, 5771837]
[paragraph, [115.0, 1079.0, 534.0, 36.0], shoonya_4s3PXAB39TLG0M, 5771837]
[paragraph, [115.0, 1115.0, 534.0, 36.0], shoonya_4s3PXAB39TLG0M, 5771837]
[paragraph, [115.0, 1151.0, 534.0, 36.0], shoonya_4s3PXAB39TLG0M, 5771837]
[paragraph, [115.0, 1187.0, 534.0, 36.0], shoonya_4s3PXAB39TLG0M, 5771837]
[paragraph, [115.0, 1223.0, 534.0, 36.0], shoonya_4s3PXAB39TLG0M, 5771837]
[paragraph, [115.0, 1259.0, 534.0, 36.0], shoonya_4s3PXAB39TLG0M, 5771837]
[paragraph, [115.0, 1295.0, 534.0, 36.0], shoonya_4s3PXAB39TLG0M, 5771837]
[paragraph, [115.0, 1331.0, 534.0, 36.0], shoonya_4s3PXAB39TLG0M, 5771837]
[paragraph, [115.0, 1367.0, 534.0, 36.0], shoonya_4s3PXAB39TLG0M, 5771837]
[paragraph, [115.0, 1403.0, 534.0, 36.0], shoonya_4s3PXAB39TLG0M, 5771837]
[paragraph, [115.0, 1439.0, 534.0, 36.0], shoonya_4s3PXAB39TLG0M, 5771837]
[paragraph, [113.0, 1483.0, 537.0, 36.0], shoonya_7s0Q55DNO4549X, 5771837]
[folio, [575.0, 1571.0, 149.0, 36.0], lM48es0rMp, 5771837]
