[2806, 1983]
[folio, [208.0, 220.0, 1012.0, 46.5], nGM4tyW83W, 5683276]
[folio, [208.0, 266.5, 1012.0, 46.5], nGM4tyW83W, 5683276]
[paragraph, [220.0, 459.0, 1551.0, 46.5], shoonya_0sA51NWHS1ZSU8, 5683276]
[paragraph, [220.0, 505.5, 1551.0, 46.5], shoonya_0sA51NWHS1ZSU8, 5683276]
[paragraph, [220.0, 552.0, 1551.0, 46.5], shoonya_0sA51NWHS1ZSU8, 5683276]
[paragraph, [220.0, 598.5, 1551.0, 46.5], shoonya_0sA51NWHS1ZSU8, 5683276]
[paragraph, [220.0, 645.0, 1551.0, 46.5], shoonya_0sA51NWHS1ZSU8, 5683276]
[paragraph, [220.0, 691.5, 1551.0, 46.5], shoonya_0sA51NWHS1ZSU8, 5683276]
[paragraph, [220.0, 738.0, 1551.0, 46.5], shoonya_0sA51NWHS1ZSU8, 5683276]
[paragraph, [220.0, 784.5, 1551.0, 46.5], shoonya_0sA51NWHS1ZSU8, 5683276]
[paragraph, [220.0, 831.0, 1551.0, 46.5], shoonya_0sA51NWHS1ZSU8, 5683276]
[paragraph, [220.0, 877.5, 1551.0, 46.5], shoonya_0sA51NWHS1ZSU8, 5683276]
[paragraph, [220.0, 924.0, 1551.0, 46.5], shoonya_0sA51NWHS1ZSU8, 5683276]
[paragraph, [220.0, 970.5, 1551.0, 46.5], shoonya_0sA51NWHS1ZSU8, 5683276]
[paragraph, [220.0, 1017.0, 1551.0, 46.5], shoonya_0sA51NWHS1ZSU8, 5683276]
[paragraph, [220.0, 1063.5, 1551.0, 46.5], shoonya_0sA51NWHS1ZSU8, 5683276]
[paragraph, [220.0, 1110.0, 1551.0, 46.5], shoonya_0sA51NWHS1ZSU8, 5683276]
[paragraph, [220.0, 1156.5, 1551.0, 46.5], shoonya_0sA51NWHS1ZSU8, 5683276]
[paragraph, [220.0, 1203.0, 1551.0, 46.5], shoonya_0sA51NWHS1ZSU8, 5683276]
[paragraph, [220.0, 1249.5, 1551.0, 46.5], shoonya_0sA51NWHS1ZSU8, 5683276]
[paragraph, [220.0, 1296.0, 1551.0, 46.5], shoonya_0sA51NWHS1ZSU8, 5683276]
[paragraph, [220.0, 1342.5, 1551.0, 46.5], shoonya_0sA51NWHS1ZSU8, 5683276]
[paragraph, [219.0, 1503.0, 1551.0, 46.5], shoonya_1s6JR8Z5D3DUCT, 5683276]
[paragraph, [219.0, 1549.5, 1551.0, 46.5], shoonya_1s6JR8Z5D3DUCT, 5683276]
[paragraph, [219.0, 1596.0, 1551.0, 46.5], shoonya_1s6JR8Z5D3DUCT, 5683276]
[paragraph, [219.0, 1642.5, 1551.0, 46.5], shoonya_1s6JR8Z5D3DUCT, 5683276]
[paragraph, [219.0, 1689.0, 1551.0, 46.5], shoonya_1s6JR8Z5D3DUCT, 5683276]
[paragraph, [219.0, 1735.5, 1551.0, 46.5], shoonya_1s6JR8Z5D3DUCT, 5683276]
[paragraph, [219.0, 1782.0, 1551.0, 46.5], shoonya_1s6JR8Z5D3DUCT, 5683276]
[paragraph, [219.0, 1828.5, 1551.0, 46.5], shoonya_1s6JR8Z5D3DUCT, 5683276]
[paragraph, [219.0, 1875.0, 1551.0, 46.5], shoonya_1s6JR8Z5D3DUCT, 5683276]
[paragraph, [219.0, 1921.5, 1551.0, 46.5], shoonya_1s6JR8Z5D3DUCT, 5683276]
[paragraph, [219.0, 1968.0, 1551.0, 46.5], shoonya_1s6JR8Z5D3DUCT, 5683276]
[paragraph, [219.0, 2014.5, 1551.0, 46.5], shoonya_1s6JR8Z5D3DUCT, 5683276]
[paragraph, [219.0, 2061.0, 1551.0, 46.5], shoonya_1s6JR8Z5D3DUCT, 5683276]
[paragraph, [219.0, 2107.5, 1551.0, 46.5], shoonya_1s6JR8Z5D3DUCT, 5683276]
[paragraph, [219.0, 2154.0, 1551.0, 46.5], shoonya_1s6JR8Z5D3DUCT, 5683276]
[paragraph, [219.0, 2200.5, 1551.0, 46.5], shoonya_1s6JR8Z5D3DUCT, 5683276]
[paragraph, [219.0, 2247.0, 1551.0, 46.5], shoonya_1s6JR8Z5D3DUCT, 5683276]
[paragraph, [219.0, 2293.5, 1551.0, 46.5], shoonya_1s6JR8Z5D3DUCT, 5683276]
[paragraph, [219.0, 2340.0, 1551.0, 46.5], shoonya_1s6JR8Z5D3DUCT, 5683276]
[paragraph, [219.0, 2386.5, 1551.0, 46.5], shoonya_1s6JR8Z5D3DUCT, 5683276]
[paragraph, [219.0, 2433.0, 1551.0, 46.5], shoonya_1s6JR8Z5D3DUCT, 5683276]
