[975, 575]
[chapter-title, [46.0, 24.0, 430.0, 30.0], shoonya_0sMFQ2RRGD7E1Z, 5775948]
[paragraph, [8.0, 68.0, 528.0, 18.0], e65ETkDEHz, 5775948]
[paragraph, [8.0, 86.0, 528.0, 18.0], e65ETkDEHz, 5775948]
[paragraph, [8.0, 104.0, 528.0, 18.0], e65ETkDEHz, 5775948]
[paragraph, [8.0, 122.0, 528.0, 18.0], e65ETkDEHz, 5775948]
[paragraph, [8.0, 140.0, 528.0, 18.0], e65ETkDEHz, 5775948]
[paragraph, [8.0, 158.0, 528.0, 18.0], e65ETkDEHz, 5775948]
[paragraph, [8.0, 176.0, 528.0, 18.0], e65ETkDEHz, 5775948]
[paragraph, [8.0, 194.0, 528.0, 18.0], e65ETkDEHz, 5775948]
[paragraph, [8.0, 212.0, 528.0, 18.0], e65ETkDEHz, 5775948]
[paragraph, [5.0, 229.0, 534.0, 18.0], eeDRbvy-0F, 5775948]
[paragraph, [5.0, 247.0, 534.0, 18.0], eeDRbvy-0F, 5775948]
[paragraph, [5.0, 265.0, 534.0, 18.0], eeDRbvy-0F, 5775948]
[paragraph, [5.0, 283.0, 534.0, 18.0], eeDRbvy-0F, 5775948]
[paragraph, [5.0, 301.0, 534.0, 18.0], eeDRbvy-0F, 5775948]
[paragraph, [5.0, 319.0, 534.0, 18.0], eeDRbvy-0F, 5775948]
[paragraph, [5.0, 337.0, 534.0, 18.0], eeDRbvy-0F, 5775948]
[paragraph, [5.0, 355.0, 534.0, 18.0], eeDRbvy-0F, 5775948]
[paragraph, [5.0, 373.0, 534.0, 18.0], eeDRbvy-0F, 5775948]
[paragraph, [5.0, 391.0, 534.0, 18.0], eeDRbvy-0F, 5775948]
[paragraph, [5.0, 409.0, 534.0, 18.0], eeDRbvy-0F, 5775948]
[paragraph, [5.0, 427.0, 534.0, 18.0], eeDRbvy-0F, 5775948]
[paragraph, [5.0, 445.0, 534.0, 18.0], eeDRbvy-0F, 5775948]
[paragraph, [5.0, 463.0, 534.0, 18.0], eeDRbvy-0F, 5775948]
[paragraph, [5.0, 481.0, 534.0, 18.0], eeDRbvy-0F, 5775948]
[paragraph, [5.0, 499.0, 534.0, 18.0], eeDRbvy-0F, 5775948]
[paragraph, [5.0, 517.0, 534.0, 18.0], eeDRbvy-0F, 5775948]
[paragraph, [3.0, 539.0, 539.0, 18.0], T8KSirkUVe, 5775948]
[paragraph, [3.0, 557.0, 539.0, 18.0], T8KSirkUVe, 5775948]
[paragraph, [3.0, 575.0, 539.0, 18.0], T8KSirkUVe, 5775948]
[paragraph, [3.0, 593.0, 539.0, 18.0], T8KSirkUVe, 5775948]
[paragraph, [3.0, 611.0, 539.0, 18.0], T8KSirkUVe, 5775948]
[paragraph, [3.0, 629.0, 539.0, 18.0], T8KSirkUVe, 5775948]
[paragraph, [1.0, 655.0, 547.0, 18.0], lruoEV9cIg, 5775948]
[paragraph, [1.0, 673.0, 547.0, 18.0], lruoEV9cIg, 5775948]
[paragraph, [1.0, 691.0, 547.0, 18.0], lruoEV9cIg, 5775948]
[paragraph, [1.0, 709.0, 547.0, 18.0], lruoEV9cIg, 5775948]
[paragraph, [1.0, 727.0, 547.0, 18.0], lruoEV9cIg, 5775948]
[paragraph, [1.0, 745.0, 547.0, 18.0], lruoEV9cIg, 5775948]
[paragraph, [1.0, 763.0, 547.0, 18.0], lruoEV9cIg, 5775948]
[paragraph, [1.0, 781.0, 547.0, 18.0], lruoEV9cIg, 5775948]
[paragraph, [1.0, 799.0, 547.0, 18.0], lruoEV9cIg, 5775948]
[paragraph, [0.0, 807.0, 552.0, 18.0], sHy6T6qLaZ, 5775948]
[paragraph, [0.0, 825.0, 552.0, 18.0], sHy6T6qLaZ, 5775948]
[paragraph, [0.0, 843.0, 552.0, 18.0], sHy6T6qLaZ, 5775948]
[paragraph, [0.0, 861.0, 552.0, 18.0], sHy6T6qLaZ, 5775948]
[paragraph, [0.0, 879.0, 552.0, 18.0], sHy6T6qLaZ, 5775948]
[paragraph, [0.0, 897.0, 552.0, 18.0], sHy6T6qLaZ, 5775948]
[paragraph, [0.0, 915.0, 552.0, 18.0], sHy6T6qLaZ, 5775948]
