[1241, 827]
[folio, [371.0, 53.0, 310.0, 18.0], _lntOb0F2B, 6477967]
[paragraph, [110.0, 142.0, 638.0, 18.0], shoonya_0sDPFZOVY30BX8, 6477967]
[paragraph, [110.0, 160.0, 638.0, 18.0], shoonya_0sDPFZOVY30BX8, 6477967]
[paragraph, [110.0, 178.0, 638.0, 18.0], shoonya_0sDPFZOVY30BX8, 6477967]
[paragraph, [110.0, 196.0, 638.0, 18.0], shoonya_0sDPFZOVY30BX8, 6477967]
[paragraph, [110.0, 214.0, 638.0, 18.0], shoonya_0sDPFZOVY30BX8, 6477967]
[paragraph, [110.0, 232.0, 638.0, 18.0], shoonya_0sDPFZOVY30BX8, 6477967]
[paragraph, [110.0, 250.0, 638.0, 18.0], shoonya_0sDPFZOVY30BX8, 6477967]
[paragraph, [110.0, 268.0, 638.0, 18.0], shoonya_0sDPFZOVY30BX8, 6477967]
[paragraph, [110.0, 286.0, 638.0, 18.0], shoonya_0sDPFZOVY30BX8, 6477967]
[paragraph, [110.0, 304.0, 638.0, 18.0], shoonya_0sDPFZOVY30BX8, 6477967]
[paragraph, [110.0, 322.0, 638.0, 18.0], shoonya_0sDPFZOVY30BX8, 6477967]
[paragraph, [110.0, 340.0, 638.0, 18.0], shoonya_0sDPFZOVY30BX8, 6477967]
[paragraph, [110.0, 358.0, 638.0, 18.0], shoonya_0sDPFZOVY30BX8, 6477967]
[paragraph, [110.0, 376.0, 638.0, 18.0], shoonya_0sDPFZOVY30BX8, 6477967]
[paragraph, [110.0, 394.0, 638.0, 18.0], shoonya_0sDPFZOVY30BX8, 6477967]
[paragraph, [113.0, 440.0, 634.0, 18.0], shoonya_3s8RBSDRZUTCUY, 6477967]
[paragraph, [113.0, 458.0, 634.0, 18.0], shoonya_3s8RBSDRZUTCUY, 6477967]
[paragraph, [113.0, 476.0, 634.0, 18.0], shoonya_3s8RBSDRZUTCUY, 6477967]
[paragraph, [113.0, 494.0, 634.0, 18.0], shoonya_3s8RBSDRZUTCUY, 6477967]
[paragraph, [113.0, 512.0, 634.0, 18.0], shoonya_3s8RBSDRZUTCUY, 6477967]
[paragraph, [113.0, 530.0, 634.0, 18.0], shoonya_3s8RBSDRZUTCUY, 6477967]
[paragraph, [113.0, 548.0, 634.0, 18.0], shoonya_3s8RBSDRZUTCUY, 6477967]
[paragraph, [111.0, 586.0, 633.0, 18.0], shoonya_2sA9QDA64IK231, 6477967]
[paragraph, [111.0, 604.0, 633.0, 18.0], shoonya_2sA9QDA64IK231, 6477967]
[paragraph, [111.0, 622.0, 633.0, 18.0], shoonya_2sA9QDA64IK231, 6477967]
[paragraph, [111.0, 640.0, 633.0, 18.0], shoonya_2sA9QDA64IK231, 6477967]
[paragraph, [111.0, 658.0, 633.0, 18.0], shoonya_2sA9QDA64IK231, 6477967]
[paragraph, [111.0, 676.0, 633.0, 18.0], shoonya_2sA9QDA64IK231, 6477967]
[paragraph, [111.0, 694.0, 633.0, 18.0], shoonya_2sA9QDA64IK231, 6477967]
[paragraph, [111.0, 712.0, 633.0, 18.0], shoonya_2sA9QDA64IK231, 6477967]
[paragraph, [111.0, 730.0, 633.0, 18.0], shoonya_2sA9QDA64IK231, 6477967]
[paragraph, [111.0, 748.0, 633.0, 18.0], shoonya_2sA9QDA64IK231, 6477967]
[paragraph, [111.0, 792.0, 633.0, 18.0], shoonya_1sBWL9HGLTHWOU, 6477967]
[paragraph, [111.0, 810.0, 633.0, 18.0], shoonya_1sBWL9HGLTHWOU, 6477967]
[paragraph, [111.0, 828.0, 633.0, 18.0], shoonya_1sBWL9HGLTHWOU, 6477967]
[paragraph, [111.0, 846.0, 633.0, 18.0], shoonya_1sBWL9HGLTHWOU, 6477967]
[paragraph, [111.0, 864.0, 633.0, 18.0], shoonya_1sBWL9HGLTHWOU, 6477967]
[paragraph, [111.0, 882.0, 633.0, 18.0], shoonya_1sBWL9HGLTHWOU, 6477967]
[paragraph, [111.0, 900.0, 633.0, 18.0], shoonya_1sBWL9HGLTHWOU, 6477967]
[paragraph, [111.0, 918.0, 633.0, 18.0], shoonya_1sBWL9HGLTHWOU, 6477967]
[paragraph, [111.0, 936.0, 633.0, 18.0], shoonya_1sBWL9HGLTHWOU, 6477967]
[paragraph, [111.0, 954.0, 633.0, 18.0], shoonya_1sBWL9HGLTHWOU, 6477967]
[paragraph, [111.0, 972.0, 633.0, 18.0], shoonya_1sBWL9HGLTHWOU, 6477967]
[paragraph, [111.0, 990.0, 633.0, 18.0], shoonya_1sBWL9HGLTHWOU, 6477967]
[paragraph, [111.0, 1008.0, 633.0, 18.0], shoonya_1sBWL9HGLTHWOU, 6477967]
[paragraph, [111.0, 1026.0, 633.0, 18.0], shoonya_1sBWL9HGLTHWOU, 6477967]
[paragraph, [111.0, 1058.0, 634.0, 18.0], shoonya_4sOO8KZG0ZAN5E, 6477967]
[paragraph, [111.0, 1076.0, 634.0, 18.0], shoonya_4sOO8KZG0ZAN5E, 6477967]
[paragraph, [111.0, 1094.0, 634.0, 18.0], shoonya_4sOO8KZG0ZAN5E, 6477967]
[paragraph, [111.0, 1112.0, 634.0, 18.0], shoonya_4sOO8KZG0ZAN5E, 6477967]
[paragraph, [111.0, 1130.0, 634.0, 18.0], shoonya_4sOO8KZG0ZAN5E, 6477967]
[paragraph, [111.0, 1148.0, 634.0, 18.0], shoonya_4sOO8KZG0ZAN5E, 6477967]
[paragraph, [111.0, 1166.0, 634.0, 18.0], shoonya_4sOO8KZG0ZAN5E, 6477967]
