[562, 353]
[folio, [140.0, 46.0, 82.0, 18.0], EQDaxIxoDp, 6458552]
[paragraph, [27.0, 71.0, 300.0, 18.0], ua7Y-e_WZK, 6458552]
[paragraph, [27.0, 89.0, 300.0, 18.0], ua7Y-e_WZK, 6458552]
[paragraph, [27.0, 107.0, 300.0, 18.0], ua7Y-e_WZK, 6458552]
[paragraph, [27.0, 125.0, 300.0, 18.0], ua7Y-e_WZK, 6458552]
[paragraph, [27.0, 143.0, 300.0, 18.0], ua7Y-e_WZK, 6458552]
[paragraph, [27.0, 161.0, 300.0, 18.0], ua7Y-e_WZK, 6458552]
[paragraph, [27.0, 179.0, 300.0, 18.0], ua7Y-e_WZK, 6458552]
[paragraph, [27.0, 197.0, 300.0, 18.0], ua7Y-e_WZK, 6458552]
[paragraph, [27.0, 215.0, 300.0, 18.0], ua7Y-e_WZK, 6458552]
[paragraph, [27.0, 233.0, 300.0, 18.0], ua7Y-e_WZK, 6458552]
[paragraph, [27.0, 251.0, 300.0, 18.0], ua7Y-e_WZK, 6458552]
[paragraph, [27.0, 269.0, 300.0, 18.0], ua7Y-e_WZK, 6458552]
[paragraph, [27.0, 287.0, 300.0, 18.0], ua7Y-e_WZK, 6458552]
[paragraph, [27.0, 305.0, 300.0, 18.0], ua7Y-e_WZK, 6458552]
[paragraph, [27.0, 323.0, 300.0, 18.0], ua7Y-e_WZK, 6458552]
[paragraph, [27.0, 341.0, 300.0, 18.0], ua7Y-e_WZK, 6458552]
[paragraph, [27.0, 359.0, 300.0, 18.0], ua7Y-e_WZK, 6458552]
[paragraph, [27.0, 377.0, 300.0, 18.0], ua7Y-e_WZK, 6458552]
[paragraph, [27.0, 395.0, 300.0, 18.0], ua7Y-e_WZK, 6458552]
[paragraph, [27.0, 413.0, 300.0, 18.0], ua7Y-e_WZK, 6458552]
[paragraph, [27.0, 431.0, 300.0, 18.0], ua7Y-e_WZK, 6458552]
[paragraph, [27.0, 449.0, 300.0, 18.0], ua7Y-e_WZK, 6458552]
[paragraph, [27.0, 467.0, 300.0, 18.0], ua7Y-e_WZK, 6458552]
[paragraph, [27.0, 485.0, 300.0, 18.0], ua7Y-e_WZK, 6458552]
