[950, 553]
[chapter-title, [155.0, 22.0, 238.0, 30.0], shoonya_2sF56XS811ZG66, 5776284]
[paragraph, [22.0, 44.0, 510.0, 18.0], shoonya_0sI7I5TS6IR9JI, 5776284]
[paragraph, [22.0, 62.0, 510.0, 18.0], shoonya_0sI7I5TS6IR9JI, 5776284]
[paragraph, [22.0, 80.0, 510.0, 18.0], shoonya_0sI7I5TS6IR9JI, 5776284]
[paragraph, [22.0, 98.0, 510.0, 18.0], shoonya_0sI7I5TS6IR9JI, 5776284]
[paragraph, [22.0, 116.0, 510.0, 18.0], shoonya_0sI7I5TS6IR9JI, 5776284]
[paragraph, [22.0, 134.0, 510.0, 18.0], shoonya_0sI7I5TS6IR9JI, 5776284]
[paragraph, [22.0, 152.0, 510.0, 18.0], shoonya_0sI7I5TS6IR9JI, 5776284]
[paragraph, [22.0, 170.0, 510.0, 18.0], shoonya_0sI7I5TS6IR9JI, 5776284]
[paragraph, [22.0, 188.0, 510.0, 18.0], shoonya_0sI7I5TS6IR9JI, 5776284]
[paragraph, [22.0, 206.0, 510.0, 18.0], shoonya_0sI7I5TS6IR9JI, 5776284]
[paragraph, [22.0, 224.0, 510.0, 18.0], shoonya_0sI7I5TS6IR9JI, 5776284]
[paragraph, [32.0, 230.0, 510.0, 18.0], shoonya_1s0VS0ZAP4KSEM, 5776284]
[paragraph, [32.0, 248.0, 510.0, 18.0], shoonya_1s0VS0ZAP4KSEM, 5776284]
[paragraph, [32.0, 266.0, 510.0, 18.0], shoonya_1s0VS0ZAP4KSEM, 5776284]
[paragraph, [32.0, 284.0, 510.0, 18.0], shoonya_1s0VS0ZAP4KSEM, 5776284]
[paragraph, [32.0, 302.0, 510.0, 18.0], shoonya_1s0VS0ZAP4KSEM, 5776284]
[paragraph, [32.0, 320.0, 510.0, 18.0], shoonya_1s0VS0ZAP4KSEM, 5776284]
[paragraph, [32.0, 338.0, 510.0, 18.0], shoonya_1s0VS0ZAP4KSEM, 5776284]
[paragraph, [32.0, 356.0, 510.0, 18.0], shoonya_1s0VS0ZAP4KSEM, 5776284]
