[2230, 1630]
[section-title, [436.0, 82.0, 787.0, 52.5], hk55iEOGfR, 5758242]
[section-title, [436.0, 134.5, 787.0, 52.5], hk55iEOGfR, 5758242]
[section-title, [436.0, 187.0, 787.0, 52.5], hk55iEOGfR, 5758242]
[paragraph, [94.0, 229.0, 1457.0, 36.0], EPsvQWfLhz, 5758242]
[paragraph, [94.0, 265.0, 1457.0, 36.0], EPsvQWfLhz, 5758242]
[paragraph, [96.0, 305.0, 969.0, 36.0], IEvw3o06vr, 5758242]
[paragraph, [96.0, 341.0, 969.0, 36.0], IEvw3o06vr, 5758242]
[paragraph, [96.0, 377.0, 969.0, 36.0], IEvw3o06vr, 5758242]
[paragraph, [96.0, 413.0, 969.0, 36.0], IEvw3o06vr, 5758242]
[paragraph, [96.0, 449.0, 969.0, 36.0], IEvw3o06vr, 5758242]
[paragraph, [96.0, 485.0, 969.0, 36.0], IEvw3o06vr, 5758242]
[paragraph, [94.0, 529.0, 982.0, 36.0], vq7xyXfck4, 5758242]
[paragraph, [94.0, 565.0, 982.0, 36.0], vq7xyXfck4, 5758242]
[paragraph, [94.0, 601.0, 982.0, 36.0], vq7xyXfck4, 5758242]
[paragraph, [94.0, 637.0, 982.0, 36.0], vq7xyXfck4, 5758242]
[paragraph, [94.0, 673.0, 982.0, 36.0], vq7xyXfck4, 5758242]
[paragraph, [94.0, 709.0, 982.0, 36.0], vq7xyXfck4, 5758242]
[paragraph, [94.0, 745.0, 982.0, 36.0], vq7xyXfck4, 5758242]
[paragraph, [94.0, 781.0, 982.0, 36.0], vq7xyXfck4, 5758242]
[paragraph, [94.0, 817.0, 982.0, 36.0], vq7xyXfck4, 5758242]
[paragraph, [94.0, 853.0, 982.0, 36.0], vq7xyXfck4, 5758242]
[paragraph, [98.0, 956.0, 1449.0, 36.0], 9idyvwf4mK, 5758242]
[paragraph, [98.0, 992.0, 1449.0, 36.0], 9idyvwf4mK, 5758242]
[paragraph, [98.0, 1028.0, 1449.0, 36.0], 9idyvwf4mK, 5758242]
[paragraph, [98.0, 1064.0, 1449.0, 36.0], 9idyvwf4mK, 5758242]
[paragraph, [567.0, 1103.0, 978.0, 36.0], PxuVc_dOG7, 5758242]
[paragraph, [567.0, 1139.0, 978.0, 36.0], PxuVc_dOG7, 5758242]
[paragraph, [567.0, 1175.0, 978.0, 36.0], PxuVc_dOG7, 5758242]
[paragraph, [567.0, 1211.0, 978.0, 36.0], PxuVc_dOG7, 5758242]
[paragraph, [567.0, 1247.0, 978.0, 36.0], PxuVc_dOG7, 5758242]
[paragraph, [567.0, 1283.0, 978.0, 36.0], PxuVc_dOG7, 5758242]
[paragraph, [567.0, 1319.0, 978.0, 36.0], PxuVc_dOG7, 5758242]
[paragraph, [567.0, 1355.0, 978.0, 36.0], PxuVc_dOG7, 5758242]
[paragraph, [567.0, 1391.0, 978.0, 36.0], PxuVc_dOG7, 5758242]
[paragraph, [567.0, 1427.0, 978.0, 36.0], PxuVc_dOG7, 5758242]
[paragraph, [567.0, 1463.0, 978.0, 36.0], PxuVc_dOG7, 5758242]
[paragraph, [567.0, 1499.0, 978.0, 36.0], PxuVc_dOG7, 5758242]
[paragraph, [102.0, 1559.0, 1455.0, 36.0], 0lfWCWeGJT, 5758242]
[paragraph, [102.0, 1595.0, 1455.0, 36.0], 0lfWCWeGJT, 5758242]
[paragraph, [102.0, 1631.0, 1455.0, 36.0], 0lfWCWeGJT, 5758242]
[paragraph, [102.0, 1667.0, 1455.0, 36.0], 0lfWCWeGJT, 5758242]
[paragraph, [102.0, 1703.0, 1455.0, 36.0], 0lfWCWeGJT, 5758242]
[paragraph, [102.0, 1739.0, 1455.0, 36.0], 0lfWCWeGJT, 5758242]
[paragraph, [102.0, 1775.0, 1455.0, 36.0], 0lfWCWeGJT, 5758242]
[paragraph, [102.0, 1811.0, 1455.0, 36.0], 0lfWCWeGJT, 5758242]
[paragraph, [102.0, 1847.0, 1455.0, 36.0], 0lfWCWeGJT, 5758242]
[paragraph, [102.0, 1883.0, 1455.0, 36.0], 0lfWCWeGJT, 5758242]
[paragraph, [102.0, 1919.0, 1455.0, 36.0], 0lfWCWeGJT, 5758242]
[paragraph, [102.0, 1955.0, 1455.0, 36.0], 0lfWCWeGJT, 5758242]
