[3960, 3060]
[paragraph, [504.0, 329.0, 1262.0, 52.5], RkXbHoBbhQ, 5698786]
[paragraph, [504.0, 381.5, 1262.0, 52.5], RkXbHoBbhQ, 5698786]
[paragraph, [512.0, 473.0, 2202.0, 52.5], shoonya_2s50784TCVH0LP, 5698786]
[paragraph, [512.0, 525.5, 2202.0, 52.5], shoonya_2s50784TCVH0LP, 5698786]
[paragraph, [512.0, 578.0, 2202.0, 52.5], shoonya_2s50784TCVH0LP, 5698786]
[paragraph, [512.0, 630.5, 2202.0, 52.5], shoonya_2s50784TCVH0LP, 5698786]
[paragraph, [512.0, 683.0, 2202.0, 52.5], shoonya_2s50784TCVH0LP, 5698786]
[paragraph, [512.0, 735.5, 2202.0, 52.5], shoonya_2s50784TCVH0LP, 5698786]
[paragraph, [512.0, 788.0, 2202.0, 52.5], shoonya_2s50784TCVH0LP, 5698786]
[paragraph, [512.0, 840.5, 2202.0, 52.5], shoonya_2s50784TCVH0LP, 5698786]
[paragraph, [512.0, 893.0, 2202.0, 52.5], shoonya_2s50784TCVH0LP, 5698786]
[paragraph, [512.0, 945.5, 2202.0, 52.5], shoonya_2s50784TCVH0LP, 5698786]
[paragraph, [519.0, 1073.0, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [519.0, 1125.5, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [519.0, 1178.0, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [519.0, 1230.5, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [519.0, 1283.0, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [519.0, 1335.5, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [519.0, 1388.0, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [519.0, 1440.5, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [519.0, 1493.0, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [519.0, 1545.5, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [519.0, 1598.0, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [519.0, 1650.5, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [519.0, 1703.0, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [519.0, 1755.5, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [519.0, 1808.0, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [519.0, 1860.5, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [519.0, 1913.0, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [519.0, 1965.5, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [519.0, 2018.0, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [519.0, 2070.5, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [519.0, 2123.0, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [519.0, 2175.5, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [519.0, 2228.0, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [519.0, 2280.5, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [519.0, 2333.0, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [519.0, 2385.5, 2191.0, 52.5], shoonya_0sTE32DFPOVJ4F, 5698786]
[paragraph, [521.0, 2506.0, 2192.0, 52.5], shoonya_1sOJFW7AY3CXAU, 5698786]
[paragraph, [521.0, 2558.5, 2192.0, 52.5], shoonya_1sOJFW7AY3CXAU, 5698786]
[paragraph, [521.0, 2611.0, 2192.0, 52.5], shoonya_1sOJFW7AY3CXAU, 5698786]
[paragraph, [521.0, 2663.5, 2192.0, 52.5], shoonya_1sOJFW7AY3CXAU, 5698786]
[paragraph, [521.0, 2716.0, 2192.0, 52.5], shoonya_1sOJFW7AY3CXAU, 5698786]
[paragraph, [521.0, 2768.5, 2192.0, 52.5], shoonya_1sOJFW7AY3CXAU, 5698786]
[paragraph, [521.0, 2821.0, 2192.0, 52.5], shoonya_1sOJFW7AY3CXAU, 5698786]
[paragraph, [521.0, 2873.5, 2192.0, 52.5], shoonya_1sOJFW7AY3CXAU, 5698786]
[paragraph, [521.0, 2926.0, 2192.0, 52.5], shoonya_1sOJFW7AY3CXAU, 5698786]
[paragraph, [521.0, 2978.5, 2192.0, 52.5], shoonya_1sOJFW7AY3CXAU, 5698786]
[paragraph, [521.0, 3031.0, 2192.0, 52.5], shoonya_1sOJFW7AY3CXAU, 5698786]
[paragraph, [521.0, 3083.5, 2192.0, 52.5], shoonya_1sOJFW7AY3CXAU, 5698786]
[paragraph, [521.0, 3136.0, 2192.0, 52.5], shoonya_1sOJFW7AY3CXAU, 5698786]
[paragraph, [521.0, 3188.5, 2192.0, 52.5], shoonya_1sOJFW7AY3CXAU, 5698786]
[paragraph, [521.0, 3241.0, 2192.0, 52.5], shoonya_1sOJFW7AY3CXAU, 5698786]
[paragraph, [521.0, 3293.5, 2192.0, 52.5], shoonya_1sOJFW7AY3CXAU, 5698786]
[paragraph, [521.0, 3346.0, 2192.0, 52.5], shoonya_1sOJFW7AY3CXAU, 5698786]
[paragraph, [521.0, 3398.5, 2192.0, 52.5], shoonya_1sOJFW7AY3CXAU, 5698786]
[paragraph, [521.0, 3451.0, 2192.0, 52.5], shoonya_1sOJFW7AY3CXAU, 5698786]
[paragraph, [521.0, 3503.5, 2192.0, 52.5], shoonya_1sOJFW7AY3CXAU, 5698786]
