[2339, 1656]
[folio, [434.0, 10.0, 485.0, 36.0], TSCbtmbDfC, 5656099]
[index, [28.0, 130.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 166.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 202.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 238.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 274.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 310.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 346.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 382.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 418.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 454.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 490.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 526.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 562.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 598.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 634.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 670.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 706.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 742.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 778.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 814.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 850.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 886.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 922.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 958.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 994.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1030.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1066.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1102.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1138.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1174.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1210.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1246.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1282.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1318.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1354.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1390.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1426.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1462.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1498.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1534.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1570.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1606.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1642.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1678.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1714.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1750.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1786.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1822.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1858.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1894.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1930.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 1966.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 2002.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 2038.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[index, [28.0, 2074.0, 1478.0, 36.0], Ul5ubD-4H-, 5656099]
[folio, [339.0, 2258.0, 963.0, 36.0], hcUn92W6EQ, 5656099]
