[2339, 1653]
[paragraph, [239.0, 242.0, 1164.0, 36.0], shoonya_2sDDX6475MWW94, 5685940]
[paragraph, [239.0, 278.0, 1164.0, 36.0], shoonya_2sDDX6475MWW94, 5685940]
[paragraph, [239.0, 314.0, 1164.0, 36.0], shoonya_2sDDX6475MWW94, 5685940]
[paragraph, [454.0, 382.0, 946.0, 36.0], dFWbEpjT06, 5685940]
[paragraph, [454.0, 418.0, 946.0, 36.0], dFWbEpjT06, 5685940]
[paragraph, [454.0, 454.0, 946.0, 36.0], dFWbEpjT06, 5685940]
[paragraph, [454.0, 490.0, 946.0, 36.0], dFWbEpjT06, 5685940]
[paragraph, [454.0, 526.0, 946.0, 36.0], dFWbEpjT06, 5685940]
[paragraph, [454.0, 562.0, 946.0, 36.0], dFWbEpjT06, 5685940]
[paragraph, [247.0, 630.0, 1150.0, 36.0], FJ5Lb4CGUx, 5685940]
[paragraph, [247.0, 666.0, 1150.0, 36.0], FJ5Lb4CGUx, 5685940]
[paragraph, [247.0, 702.0, 1150.0, 36.0], FJ5Lb4CGUx, 5685940]
[paragraph, [247.0, 738.0, 1150.0, 36.0], FJ5Lb4CGUx, 5685940]
[paragraph, [247.0, 774.0, 1150.0, 36.0], FJ5Lb4CGUx, 5685940]
[paragraph, [247.0, 810.0, 1150.0, 36.0], FJ5Lb4CGUx, 5685940]
[paragraph, [247.0, 846.0, 1150.0, 36.0], FJ5Lb4CGUx, 5685940]
[paragraph, [247.0, 882.0, 1150.0, 36.0], FJ5Lb4CGUx, 5685940]
[paragraph, [247.0, 918.0, 1150.0, 36.0], FJ5Lb4CGUx, 5685940]
[paragraph, [247.0, 954.0, 1150.0, 36.0], FJ5Lb4CGUx, 5685940]
[paragraph, [247.0, 990.0, 1150.0, 36.0], FJ5Lb4CGUx, 5685940]
[paragraph, [247.0, 1026.0, 1150.0, 36.0], FJ5Lb4CGUx, 5685940]
[paragraph, [446.0, 1108.0, 958.0, 36.0], shoonya_4sQCNMQHTF4FI5, 5685940]
[paragraph, [446.0, 1144.0, 958.0, 36.0], shoonya_4sQCNMQHTF4FI5, 5685940]
[paragraph, [446.0, 1180.0, 958.0, 36.0], shoonya_4sQCNMQHTF4FI5, 5685940]
[paragraph, [446.0, 1216.0, 958.0, 36.0], shoonya_4sQCNMQHTF4FI5, 5685940]
[paragraph, [446.0, 1252.0, 958.0, 36.0], shoonya_4sQCNMQHTF4FI5, 5685940]
[paragraph, [446.0, 1288.0, 958.0, 36.0], shoonya_4sQCNMQHTF4FI5, 5685940]
[paragraph, [248.0, 1362.0, 1154.0, 36.0], shoonya_0sNJ4OTEILUWGU, 5685940]
[paragraph, [248.0, 1398.0, 1154.0, 36.0], shoonya_0sNJ4OTEILUWGU, 5685940]
[paragraph, [248.0, 1434.0, 1154.0, 36.0], shoonya_0sNJ4OTEILUWGU, 5685940]
[paragraph, [248.0, 1470.0, 1154.0, 36.0], shoonya_0sNJ4OTEILUWGU, 5685940]
[paragraph, [248.0, 1506.0, 1154.0, 36.0], shoonya_0sNJ4OTEILUWGU, 5685940]
[paragraph, [248.0, 1542.0, 1154.0, 36.0], shoonya_0sNJ4OTEILUWGU, 5685940]
[paragraph, [248.0, 1578.0, 1154.0, 36.0], shoonya_0sNJ4OTEILUWGU, 5685940]
[paragraph, [248.0, 1614.0, 1154.0, 36.0], shoonya_0sNJ4OTEILUWGU, 5685940]
[paragraph, [248.0, 1650.0, 1154.0, 36.0], shoonya_0sNJ4OTEILUWGU, 5685940]
[paragraph, [248.0, 1686.0, 1154.0, 36.0], shoonya_0sNJ4OTEILUWGU, 5685940]
[paragraph, [248.0, 1722.0, 1154.0, 36.0], shoonya_0sNJ4OTEILUWGU, 5685940]
[paragraph, [248.0, 1758.0, 1154.0, 36.0], shoonya_0sNJ4OTEILUWGU, 5685940]
[paragraph, [248.0, 1794.0, 1154.0, 36.0], shoonya_0sNJ4OTEILUWGU, 5685940]
[paragraph, [248.0, 1830.0, 1154.0, 36.0], shoonya_0sNJ4OTEILUWGU, 5685940]
[paragraph, [248.0, 1866.0, 1154.0, 36.0], shoonya_0sNJ4OTEILUWGU, 5685940]
[paragraph, [248.0, 1902.0, 1154.0, 36.0], shoonya_0sNJ4OTEILUWGU, 5685940]
[reference, [252.0, 2007.0, 763.0, 36.0], shoonya_1sN8E2SW4HLGTG, 5685940]
[reference, [252.0, 2043.0, 763.0, 36.0], shoonya_1sN8E2SW4HLGTG, 5685940]
[reference, [252.0, 2079.0, 763.0, 36.0], shoonya_1sN8E2SW4HLGTG, 5685940]
