[2067, 1567]
[folio, [1077.0, 188.0, 295.0, 36.0], 5F7BWHO7e-, 5735310]
[folio, [189.0, 195.0, 131.0, 36.0], amfOC0UYf0, 5735310]
[paragraph, [188.0, 249.0, 581.0, 36.0], shoonya_2s7MW3DVGSEA3T, 5735310]
[paragraph, [188.0, 285.0, 581.0, 36.0], shoonya_2s7MW3DVGSEA3T, 5735310]
[paragraph, [188.0, 321.0, 581.0, 36.0], shoonya_2s7MW3DVGSEA3T, 5735310]
[paragraph, [188.0, 357.0, 581.0, 36.0], shoonya_2s7MW3DVGSEA3T, 5735310]
[paragraph, [188.0, 393.0, 581.0, 36.0], shoonya_2s7MW3DVGSEA3T, 5735310]
[paragraph, [188.0, 429.0, 581.0, 36.0], shoonya_2s7MW3DVGSEA3T, 5735310]
[paragraph, [188.0, 465.0, 581.0, 36.0], shoonya_2s7MW3DVGSEA3T, 5735310]
[paragraph, [188.0, 501.0, 581.0, 36.0], shoonya_2s7MW3DVGSEA3T, 5735310]
[paragraph, [188.0, 537.0, 581.0, 36.0], shoonya_2s7MW3DVGSEA3T, 5735310]
[paragraph, [188.0, 573.0, 581.0, 36.0], shoonya_2s7MW3DVGSEA3T, 5735310]
[paragraph, [188.0, 609.0, 581.0, 36.0], shoonya_2s7MW3DVGSEA3T, 5735310]
[paragraph, [188.0, 645.0, 581.0, 36.0], shoonya_2s7MW3DVGSEA3T, 5735310]
[paragraph, [188.0, 681.0, 581.0, 36.0], shoonya_2s7MW3DVGSEA3T, 5735310]
[paragraph, [188.0, 717.0, 581.0, 36.0], shoonya_2s7MW3DVGSEA3T, 5735310]
[paragraph, [792.0, 252.0, 582.0, 36.0], shoonya_6sXJV4E1UZKKNF, 5735310]
[paragraph, [792.0, 288.0, 582.0, 36.0], shoonya_6sXJV4E1UZKKNF, 5735310]
[paragraph, [793.0, 338.0, 580.0, 36.0], shoonya_5sZGV5WWPCMPV9, 5735310]
[paragraph, [793.0, 374.0, 580.0, 36.0], shoonya_5sZGV5WWPCMPV9, 5735310]
[paragraph, [793.0, 410.0, 580.0, 36.0], shoonya_5sZGV5WWPCMPV9, 5735310]
[paragraph, [793.0, 446.0, 580.0, 36.0], shoonya_5sZGV5WWPCMPV9, 5735310]
[paragraph, [793.0, 482.0, 580.0, 36.0], shoonya_5sZGV5WWPCMPV9, 5735310]
[paragraph, [793.0, 518.0, 580.0, 36.0], shoonya_5sZGV5WWPCMPV9, 5735310]
[paragraph, [793.0, 554.0, 580.0, 36.0], shoonya_5sZGV5WWPCMPV9, 5735310]
[paragraph, [793.0, 590.0, 580.0, 36.0], shoonya_5sZGV5WWPCMPV9, 5735310]
[paragraph, [793.0, 626.0, 580.0, 36.0], shoonya_5sZGV5WWPCMPV9, 5735310]
[sidebar, [1413.0, 638.0, 130.0, 36.0], shoonya_9sNHI7CFTQE1TR, 5735310]
[paragraph, [792.0, 697.0, 579.0, 36.0], shoonya_4sXS3SH1H79N13, 5735310]
[paragraph, [792.0, 733.0, 579.0, 36.0], shoonya_4sXS3SH1H79N13, 5735310]
[paragraph, [792.0, 769.0, 579.0, 36.0], shoonya_4sXS3SH1H79N13, 5735310]
[paragraph, [792.0, 805.0, 579.0, 36.0], shoonya_4sXS3SH1H79N13, 5735310]
[paragraph, [792.0, 841.0, 579.0, 36.0], shoonya_4sXS3SH1H79N13, 5735310]
[paragraph, [792.0, 877.0, 579.0, 36.0], shoonya_4sXS3SH1H79N13, 5735310]
[paragraph, [792.0, 913.0, 579.0, 36.0], shoonya_4sXS3SH1H79N13, 5735310]
[paragraph, [792.0, 949.0, 579.0, 36.0], shoonya_4sXS3SH1H79N13, 5735310]
[paragraph, [192.0, 779.0, 579.0, 36.0], shoonya_1sEJW8W07YWZM8, 5735310]
[paragraph, [192.0, 815.0, 579.0, 36.0], shoonya_1sEJW8W07YWZM8, 5735310]
[paragraph, [192.0, 851.0, 579.0, 36.0], shoonya_1sEJW8W07YWZM8, 5735310]
[paragraph, [192.0, 887.0, 579.0, 36.0], shoonya_1sEJW8W07YWZM8, 5735310]
[paragraph, [192.0, 923.0, 579.0, 36.0], shoonya_1sEJW8W07YWZM8, 5735310]
[paragraph, [192.0, 959.0, 579.0, 36.0], shoonya_1sEJW8W07YWZM8, 5735310]
[paragraph, [192.0, 995.0, 579.0, 36.0], shoonya_1sEJW8W07YWZM8, 5735310]
[paragraph, [192.0, 1031.0, 579.0, 36.0], shoonya_1sEJW8W07YWZM8, 5735310]
[paragraph, [192.0, 1067.0, 579.0, 36.0], shoonya_1sEJW8W07YWZM8, 5735310]
[paragraph, [192.0, 1103.0, 579.0, 36.0], shoonya_1sEJW8W07YWZM8, 5735310]
[paragraph, [192.0, 1139.0, 579.0, 36.0], shoonya_1sEJW8W07YWZM8, 5735310]
[paragraph, [192.0, 1175.0, 579.0, 36.0], shoonya_1sEJW8W07YWZM8, 5735310]
[paragraph, [192.0, 1211.0, 579.0, 36.0], shoonya_1sEJW8W07YWZM8, 5735310]
[paragraph, [791.0, 1008.0, 581.0, 36.0], shoonya_3sGXSCN2JYTRDN, 5735310]
[paragraph, [791.0, 1044.0, 581.0, 36.0], shoonya_3sGXSCN2JYTRDN, 5735310]
[paragraph, [791.0, 1080.0, 581.0, 36.0], shoonya_3sGXSCN2JYTRDN, 5735310]
[paragraph, [791.0, 1116.0, 581.0, 36.0], shoonya_3sGXSCN2JYTRDN, 5735310]
[paragraph, [791.0, 1152.0, 581.0, 36.0], shoonya_3sGXSCN2JYTRDN, 5735310]
[paragraph, [791.0, 1188.0, 581.0, 36.0], shoonya_3sGXSCN2JYTRDN, 5735310]
[paragraph, [791.0, 1224.0, 581.0, 36.0], shoonya_3sGXSCN2JYTRDN, 5735310]
[paragraph, [791.0, 1260.0, 581.0, 36.0], shoonya_3sGXSCN2JYTRDN, 5735310]
[paragraph, [791.0, 1296.0, 581.0, 36.0], shoonya_3sGXSCN2JYTRDN, 5735310]
[paragraph, [791.0, 1332.0, 581.0, 36.0], shoonya_3sGXSCN2JYTRDN, 5735310]
[paragraph, [791.0, 1368.0, 581.0, 36.0], shoonya_3sGXSCN2JYTRDN, 5735310]
[paragraph, [791.0, 1404.0, 581.0, 36.0], shoonya_3sGXSCN2JYTRDN, 5735310]
[paragraph, [791.0, 1440.0, 581.0, 36.0], shoonya_3sGXSCN2JYTRDN, 5735310]
[paragraph, [191.0, 1275.0, 581.0, 36.0], shoonya_0sT2XMBMN270IK, 5735310]
[paragraph, [191.0, 1311.0, 581.0, 36.0], shoonya_0sT2XMBMN270IK, 5735310]
[paragraph, [191.0, 1347.0, 581.0, 36.0], shoonya_0sT2XMBMN270IK, 5735310]
[paragraph, [191.0, 1383.0, 581.0, 36.0], shoonya_0sT2XMBMN270IK, 5735310]
[paragraph, [191.0, 1419.0, 581.0, 36.0], shoonya_0sT2XMBMN270IK, 5735310]
[paragraph, [191.0, 1455.0, 581.0, 36.0], shoonya_0sT2XMBMN270IK, 5735310]
[paragraph, [191.0, 1491.0, 581.0, 36.0], shoonya_0sT2XMBMN270IK, 5735310]
