[2339, 1653]
[folio, [1277.0, 332.0, 134.0, 36.0], fwfVL92Xhr, 5735390]
[folio, [241.0, 338.0, 184.0, 36.0], shoonya_10s5V9ERKKOCWY, 5735390]
[paragraph, [241.0, 381.0, 580.0, 36.0], shoonya_7sK2ZS8BD9I3LP, 5735390]
[paragraph, [241.0, 417.0, 580.0, 36.0], shoonya_7sK2ZS8BD9I3LP, 5735390]
[paragraph, [241.0, 453.0, 580.0, 36.0], shoonya_7sK2ZS8BD9I3LP, 5735390]
[paragraph, [241.0, 489.0, 580.0, 36.0], shoonya_7sK2ZS8BD9I3LP, 5735390]
[paragraph, [836.0, 389.0, 582.0, 36.0], shoonya_1s0DY89CUJ5X7L, 5735390]
[paragraph, [836.0, 425.0, 582.0, 36.0], shoonya_1s0DY89CUJ5X7L, 5735390]
[paragraph, [836.0, 461.0, 582.0, 36.0], shoonya_1s0DY89CUJ5X7L, 5735390]
[paragraph, [836.0, 497.0, 582.0, 36.0], shoonya_1s0DY89CUJ5X7L, 5735390]
[paragraph, [836.0, 533.0, 582.0, 36.0], shoonya_1s0DY89CUJ5X7L, 5735390]
[paragraph, [836.0, 569.0, 582.0, 36.0], shoonya_1s0DY89CUJ5X7L, 5735390]
[paragraph, [836.0, 605.0, 582.0, 36.0], shoonya_1s0DY89CUJ5X7L, 5735390]
[paragraph, [836.0, 641.0, 582.0, 36.0], shoonya_1s0DY89CUJ5X7L, 5735390]
[paragraph, [236.0, 567.0, 580.0, 36.0], shoonya_2sTAMHI512WH6F, 5735390]
[paragraph, [236.0, 603.0, 580.0, 36.0], shoonya_2sTAMHI512WH6F, 5735390]
[paragraph, [236.0, 639.0, 580.0, 36.0], shoonya_2sTAMHI512WH6F, 5735390]
[paragraph, [236.0, 675.0, 580.0, 36.0], shoonya_2sTAMHI512WH6F, 5735390]
[paragraph, [236.0, 711.0, 580.0, 36.0], shoonya_2sTAMHI512WH6F, 5735390]
[paragraph, [236.0, 747.0, 580.0, 36.0], shoonya_2sTAMHI512WH6F, 5735390]
[paragraph, [236.0, 783.0, 580.0, 36.0], shoonya_2sTAMHI512WH6F, 5735390]
[paragraph, [836.0, 700.0, 579.0, 36.0], shoonya_0sWCXD59CMFD46, 5735390]
[paragraph, [836.0, 736.0, 579.0, 36.0], shoonya_0sWCXD59CMFD46, 5735390]
[paragraph, [836.0, 772.0, 579.0, 36.0], shoonya_0sWCXD59CMFD46, 5735390]
[paragraph, [836.0, 808.0, 579.0, 36.0], shoonya_0sWCXD59CMFD46, 5735390]
[paragraph, [836.0, 844.0, 579.0, 36.0], shoonya_0sWCXD59CMFD46, 5735390]
[paragraph, [836.0, 880.0, 579.0, 36.0], shoonya_0sWCXD59CMFD46, 5735390]
[paragraph, [836.0, 916.0, 579.0, 36.0], shoonya_0sWCXD59CMFD46, 5735390]
[paragraph, [836.0, 952.0, 579.0, 36.0], shoonya_0sWCXD59CMFD46, 5735390]
[paragraph, [836.0, 988.0, 579.0, 36.0], shoonya_0sWCXD59CMFD46, 5735390]
[paragraph, [836.0, 1024.0, 579.0, 36.0], shoonya_0sWCXD59CMFD46, 5735390]
[paragraph, [836.0, 1060.0, 579.0, 36.0], shoonya_0sWCXD59CMFD46, 5735390]
[paragraph, [836.0, 1096.0, 579.0, 36.0], shoonya_0sWCXD59CMFD46, 5735390]
[paragraph, [269.0, 835.0, 521.0, 36.0], shoonya_8s2W6EU7D5TIAR, 5735390]
[author, [617.0, 886.0, 199.0, 36.0], shoonya_9sD29N2M8XCFUG, 5735390]
[sidebar, [63.0, 995.0, 132.0, 36.0], RzaLcuMsOO, 5735390]
[paragraph, [235.0, 1015.0, 344.0, 36.0], 4WBhEvKEQv, 5735390]
[paragraph, [490.0, 1103.0, 327.0, 36.0], shoonya_5sO25RUT3V8ED6, 5735390]
[paragraph, [490.0, 1139.0, 327.0, 36.0], shoonya_5sO25RUT3V8ED6, 5735390]
[paragraph, [490.0, 1175.0, 327.0, 36.0], shoonya_5sO25RUT3V8ED6, 5735390]
[paragraph, [490.0, 1211.0, 327.0, 36.0], shoonya_5sO25RUT3V8ED6, 5735390]
[paragraph, [490.0, 1247.0, 327.0, 36.0], shoonya_5sO25RUT3V8ED6, 5735390]
[paragraph, [490.0, 1283.0, 327.0, 36.0], shoonya_5sO25RUT3V8ED6, 5735390]
[paragraph, [490.0, 1319.0, 327.0, 36.0], shoonya_5sO25RUT3V8ED6, 5735390]
[paragraph, [490.0, 1355.0, 327.0, 36.0], shoonya_5sO25RUT3V8ED6, 5735390]
[paragraph, [490.0, 1391.0, 327.0, 36.0], shoonya_5sO25RUT3V8ED6, 5735390]
[paragraph, [835.0, 1143.0, 580.0, 36.0], shoonya_3sQBHRBN3J07JT, 5735390]
[paragraph, [835.0, 1179.0, 580.0, 36.0], shoonya_3sQBHRBN3J07JT, 5735390]
[paragraph, [835.0, 1215.0, 580.0, 36.0], shoonya_3sQBHRBN3J07JT, 5735390]
[paragraph, [835.0, 1251.0, 580.0, 36.0], shoonya_3sQBHRBN3J07JT, 5735390]
[paragraph, [835.0, 1287.0, 580.0, 36.0], shoonya_3sQBHRBN3J07JT, 5735390]
[paragraph, [835.0, 1323.0, 580.0, 36.0], shoonya_3sQBHRBN3J07JT, 5735390]
[paragraph, [835.0, 1359.0, 580.0, 36.0], shoonya_3sQBHRBN3J07JT, 5735390]
[paragraph, [835.0, 1395.0, 580.0, 36.0], shoonya_3sQBHRBN3J07JT, 5735390]
[paragraph, [835.0, 1431.0, 580.0, 36.0], shoonya_3sQBHRBN3J07JT, 5735390]
[paragraph, [235.0, 1457.0, 586.0, 36.0], 5Va_3sQlSW, 5735390]
[paragraph, [235.0, 1493.0, 586.0, 36.0], 5Va_3sQlSW, 5735390]
[paragraph, [235.0, 1529.0, 586.0, 36.0], 5Va_3sQlSW, 5735390]
[paragraph, [235.0, 1565.0, 586.0, 36.0], 5Va_3sQlSW, 5735390]
[paragraph, [235.0, 1601.0, 586.0, 36.0], 5Va_3sQlSW, 5735390]
[paragraph, [235.0, 1637.0, 586.0, 36.0], 5Va_3sQlSW, 5735390]
[paragraph, [235.0, 1673.0, 586.0, 36.0], 5Va_3sQlSW, 5735390]
[paragraph, [235.0, 1709.0, 586.0, 36.0], 5Va_3sQlSW, 5735390]
[paragraph, [832.0, 1499.0, 599.0, 36.0], a604Z4oGig, 5735390]
[paragraph, [832.0, 1535.0, 599.0, 36.0], a604Z4oGig, 5735390]
[paragraph, [832.0, 1571.0, 599.0, 36.0], a604Z4oGig, 5735390]
[paragraph, [832.0, 1607.0, 599.0, 36.0], a604Z4oGig, 5735390]
[paragraph, [832.0, 1643.0, 599.0, 36.0], a604Z4oGig, 5735390]
[paragraph, [832.0, 1679.0, 599.0, 36.0], a604Z4oGig, 5735390]
[paragraph, [832.0, 1715.0, 599.0, 36.0], a604Z4oGig, 5735390]
[paragraph, [832.0, 1751.0, 599.0, 36.0], a604Z4oGig, 5735390]
[paragraph, [832.0, 1787.0, 599.0, 36.0], a604Z4oGig, 5735390]
[paragraph, [832.0, 1823.0, 599.0, 36.0], a604Z4oGig, 5735390]
[paragraph, [832.0, 1859.0, 599.0, 36.0], a604Z4oGig, 5735390]
[paragraph, [832.0, 1895.0, 599.0, 36.0], a604Z4oGig, 5735390]
[paragraph, [240.0, 1770.0, 576.0, 36.0], shoonya_6sJTX9Y545NRDD, 5735390]
[paragraph, [240.0, 1806.0, 576.0, 36.0], shoonya_6sJTX9Y545NRDD, 5735390]
[paragraph, [240.0, 1842.0, 576.0, 36.0], shoonya_6sJTX9Y545NRDD, 5735390]
[paragraph, [240.0, 1878.0, 576.0, 36.0], shoonya_6sJTX9Y545NRDD, 5735390]
[folio, [1182.0, 1967.0, 231.0, 36.0], M_ihh0X2jg, 5735390]
