[792, 612]
[ordered-list, [67.0, 82.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 100.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 118.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 136.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 154.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 172.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 190.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 208.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 226.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 244.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 262.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 280.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 298.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 316.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 334.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 352.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 370.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 388.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 406.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 424.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 442.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 460.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 478.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 496.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 514.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 532.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 550.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 568.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 586.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 604.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 622.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 640.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 658.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[ordered-list, [67.0, 676.0, 472.0, 18.0], INGxeS2IN0, 5717576]
[sub-ordered-list, [84.0, 337.0, 447.0, 18.0], Pw2DEd7i4J, 5717576]
[sub-ordered-list, [84.0, 355.0, 447.0, 18.0], Pw2DEd7i4J, 5717576]
[sub-ordered-list, [84.0, 373.0, 447.0, 18.0], Pw2DEd7i4J, 5717576]
[sub-ordered-list, [84.0, 391.0, 447.0, 18.0], Pw2DEd7i4J, 5717576]
[sub-ordered-list, [84.0, 409.0, 447.0, 18.0], Pw2DEd7i4J, 5717576]
[sub-ordered-list, [84.0, 427.0, 447.0, 18.0], Pw2DEd7i4J, 5717576]
[sub-ordered-list, [84.0, 445.0, 447.0, 18.0], Pw2DEd7i4J, 5717576]
[sub-ordered-list, [84.0, 463.0, 447.0, 18.0], Pw2DEd7i4J, 5717576]
[sub-ordered-list, [84.0, 481.0, 447.0, 18.0], Pw2DEd7i4J, 5717576]
[sub-ordered-list, [84.0, 499.0, 447.0, 18.0], Pw2DEd7i4J, 5717576]
[sub-ordered-list, [84.0, 517.0, 447.0, 18.0], Pw2DEd7i4J, 5717576]
[sub-ordered-list, [84.0, 535.0, 447.0, 18.0], Pw2DEd7i4J, 5717576]
[sub-ordered-list, [115.0, 647.0, 418.0, 18.0], Bry6chuq-y, 5717576]
[sub-ordered-list, [115.0, 665.0, 418.0, 18.0], Bry6chuq-y, 5717576]
