[679, 512]
[paragraph, [155.0, 42.0, 274.0, 18.0], Sa43sa2LhZ, 6496736]
[contact-info, [39.0, 69.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 87.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 105.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 123.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 141.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 159.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 177.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 195.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 213.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 231.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 249.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 267.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 285.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 303.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 321.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 339.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 357.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 375.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 393.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 411.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 429.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 447.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 465.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 483.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 501.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 519.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 537.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 555.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[contact-info, [39.0, 573.0, 402.0, 18.0], Mau9poCjuI, 6496736]
[folio, [151.0, 612.0, 163.0, 18.0], SCfCcOkXko, 6496736]
