[2339, 1653]
[folio, [229.0, 330.0, 216.0, 36.0], fX5jHGeVys, 5735413]
[folio, [1271.0, 332.0, 140.0, 36.0], f-5CE6D6kF, 5735413]
[paragraph, [837.0, 385.0, 576.0, 36.0], shoonya_5s3SXG9LPT6LVT, 5735413]
[paragraph, [837.0, 421.0, 576.0, 36.0], shoonya_5s3SXG9LPT6LVT, 5735413]
[paragraph, [837.0, 457.0, 576.0, 36.0], shoonya_5s3SXG9LPT6LVT, 5735413]
[paragraph, [837.0, 493.0, 576.0, 36.0], shoonya_5s3SXG9LPT6LVT, 5735413]
[paragraph, [837.0, 529.0, 576.0, 36.0], shoonya_5s3SXG9LPT6LVT, 5735413]
[paragraph, [837.0, 565.0, 576.0, 36.0], shoonya_5s3SXG9LPT6LVT, 5735413]
[paragraph, [234.0, 388.0, 582.0, 36.0], shoonya_7sOUKTR8LCYQX7, 5735413]
[paragraph, [234.0, 424.0, 582.0, 36.0], shoonya_7sOUKTR8LCYQX7, 5735413]
[paragraph, [237.0, 478.0, 579.0, 36.0], shoonya_2sZ5YJNLXA96MG, 5735413]
[paragraph, [237.0, 514.0, 579.0, 36.0], shoonya_2sZ5YJNLXA96MG, 5735413]
[paragraph, [237.0, 550.0, 579.0, 36.0], shoonya_2sZ5YJNLXA96MG, 5735413]
[paragraph, [237.0, 586.0, 579.0, 36.0], shoonya_2sZ5YJNLXA96MG, 5735413]
[paragraph, [237.0, 622.0, 579.0, 36.0], shoonya_2sZ5YJNLXA96MG, 5735413]
[paragraph, [237.0, 658.0, 579.0, 36.0], shoonya_2sZ5YJNLXA96MG, 5735413]
[paragraph, [237.0, 694.0, 579.0, 36.0], shoonya_2sZ5YJNLXA96MG, 5735413]
[paragraph, [237.0, 730.0, 579.0, 36.0], shoonya_2sZ5YJNLXA96MG, 5735413]
[paragraph, [237.0, 766.0, 579.0, 36.0], shoonya_2sZ5YJNLXA96MG, 5735413]
[paragraph, [237.0, 802.0, 579.0, 36.0], shoonya_2sZ5YJNLXA96MG, 5735413]
[paragraph, [237.0, 838.0, 579.0, 36.0], shoonya_2sZ5YJNLXA96MG, 5735413]
[paragraph, [237.0, 874.0, 579.0, 36.0], shoonya_2sZ5YJNLXA96MG, 5735413]
[paragraph, [237.0, 910.0, 579.0, 36.0], shoonya_2sZ5YJNLXA96MG, 5735413]
[paragraph, [237.0, 946.0, 579.0, 36.0], shoonya_2sZ5YJNLXA96MG, 5735413]
[paragraph, [237.0, 982.0, 579.0, 36.0], shoonya_2sZ5YJNLXA96MG, 5735413]
[paragraph, [237.0, 1018.0, 579.0, 36.0], shoonya_2sZ5YJNLXA96MG, 5735413]
[paragraph, [237.0, 1054.0, 579.0, 36.0], shoonya_2sZ5YJNLXA96MG, 5735413]
[paragraph, [838.0, 610.0, 575.0, 36.0], shoonya_3sLINLTHHVS6KZ, 5735413]
[paragraph, [838.0, 646.0, 575.0, 36.0], shoonya_3sLINLTHHVS6KZ, 5735413]
[paragraph, [838.0, 682.0, 575.0, 36.0], shoonya_3sLINLTHHVS6KZ, 5735413]
[paragraph, [838.0, 718.0, 575.0, 36.0], shoonya_3sLINLTHHVS6KZ, 5735413]
[paragraph, [838.0, 754.0, 575.0, 36.0], shoonya_3sLINLTHHVS6KZ, 5735413]
[paragraph, [838.0, 790.0, 575.0, 36.0], shoonya_3sLINLTHHVS6KZ, 5735413]
[paragraph, [838.0, 826.0, 575.0, 36.0], shoonya_3sLINLTHHVS6KZ, 5735413]
[paragraph, [838.0, 862.0, 575.0, 36.0], shoonya_3sLINLTHHVS6KZ, 5735413]
[sidebar, [64.0, 663.0, 130.0, 36.0], shoonya_18sAULEQD2HYJ1, 5735413]
[author, [1135.0, 924.0, 280.0, 36.0], shoonya_9sRZJOGOH7T92C, 5735413]
[paragraph, [842.0, 1063.0, 311.0, 36.0], shoonya_13sTJGZ380XCFM, 5735413]
[paragraph, [236.0, 1100.0, 578.0, 36.0], shoonya_1sLBDCSXDJTOQ0, 5735413]
[paragraph, [236.0, 1136.0, 578.0, 36.0], shoonya_1sLBDCSXDJTOQ0, 5735413]
[paragraph, [236.0, 1172.0, 578.0, 36.0], shoonya_1sLBDCSXDJTOQ0, 5735413]
[paragraph, [236.0, 1208.0, 578.0, 36.0], shoonya_1sLBDCSXDJTOQ0, 5735413]
[paragraph, [236.0, 1244.0, 578.0, 36.0], shoonya_1sLBDCSXDJTOQ0, 5735413]
[paragraph, [236.0, 1280.0, 578.0, 36.0], shoonya_1sLBDCSXDJTOQ0, 5735413]
[paragraph, [236.0, 1316.0, 578.0, 36.0], shoonya_1sLBDCSXDJTOQ0, 5735413]
[paragraph, [236.0, 1352.0, 578.0, 36.0], shoonya_1sLBDCSXDJTOQ0, 5735413]
[paragraph, [236.0, 1388.0, 578.0, 36.0], shoonya_1sLBDCSXDJTOQ0, 5735413]
[paragraph, [236.0, 1424.0, 578.0, 36.0], shoonya_1sLBDCSXDJTOQ0, 5735413]
[paragraph, [236.0, 1460.0, 578.0, 36.0], shoonya_1sLBDCSXDJTOQ0, 5735413]
[paragraph, [236.0, 1496.0, 578.0, 36.0], shoonya_1sLBDCSXDJTOQ0, 5735413]
[paragraph, [236.0, 1532.0, 578.0, 36.0], shoonya_1sLBDCSXDJTOQ0, 5735413]
[paragraph, [1084.0, 1194.0, 332.0, 36.0], shoonya_10s38U4AF4IQOD, 5735413]
[paragraph, [1084.0, 1230.0, 332.0, 36.0], shoonya_10s38U4AF4IQOD, 5735413]
[paragraph, [1084.0, 1266.0, 332.0, 36.0], shoonya_10s38U4AF4IQOD, 5735413]
[paragraph, [1084.0, 1302.0, 332.0, 36.0], shoonya_10s38U4AF4IQOD, 5735413]
[paragraph, [1084.0, 1338.0, 332.0, 36.0], shoonya_10s38U4AF4IQOD, 5735413]
[paragraph, [1084.0, 1374.0, 332.0, 36.0], shoonya_10s38U4AF4IQOD, 5735413]
[paragraph, [1084.0, 1410.0, 332.0, 36.0], shoonya_10s38U4AF4IQOD, 5735413]
[paragraph, [1084.0, 1446.0, 332.0, 36.0], shoonya_10s38U4AF4IQOD, 5735413]
[paragraph, [1084.0, 1482.0, 332.0, 36.0], shoonya_10s38U4AF4IQOD, 5735413]
[paragraph, [836.0, 1552.0, 576.0, 36.0], shoonya_16s1TF1KBEXU87, 5735413]
[paragraph, [836.0, 1588.0, 576.0, 36.0], shoonya_16s1TF1KBEXU87, 5735413]
[paragraph, [237.0, 1590.0, 579.0, 36.0], shoonya_0s6SG8UHX306E4, 5735413]
[paragraph, [237.0, 1626.0, 579.0, 36.0], shoonya_0s6SG8UHX306E4, 5735413]
[paragraph, [237.0, 1662.0, 579.0, 36.0], shoonya_0s6SG8UHX306E4, 5735413]
[paragraph, [237.0, 1698.0, 579.0, 36.0], shoonya_0s6SG8UHX306E4, 5735413]
[paragraph, [237.0, 1734.0, 579.0, 36.0], shoonya_0s6SG8UHX306E4, 5735413]
[paragraph, [237.0, 1770.0, 579.0, 36.0], shoonya_0s6SG8UHX306E4, 5735413]
[paragraph, [237.0, 1806.0, 579.0, 36.0], shoonya_0s6SG8UHX306E4, 5735413]
[paragraph, [237.0, 1842.0, 579.0, 36.0], shoonya_0s6SG8UHX306E4, 5735413]
[paragraph, [237.0, 1878.0, 579.0, 36.0], shoonya_0s6SG8UHX306E4, 5735413]
[paragraph, [836.0, 1635.0, 576.0, 36.0], shoonya_4s7FRHVWBWTMBU, 5735413]
[paragraph, [836.0, 1671.0, 576.0, 36.0], shoonya_4s7FRHVWBWTMBU, 5735413]
[paragraph, [836.0, 1707.0, 576.0, 36.0], shoonya_4s7FRHVWBWTMBU, 5735413]
[paragraph, [836.0, 1743.0, 576.0, 36.0], shoonya_4s7FRHVWBWTMBU, 5735413]
[paragraph, [836.0, 1779.0, 576.0, 36.0], shoonya_4s7FRHVWBWTMBU, 5735413]
