[842, 596]
[chapter-title, [165.0, 120.0, 256.0, 30.0], iwHWmq9578, 6491129]
[paragraph, [107.0, 209.0, 385.0, 18.0], gSgy7AMMX_, 6491129]
[paragraph, [107.0, 227.0, 385.0, 18.0], gSgy7AMMX_, 6491129]
[paragraph, [107.0, 245.0, 385.0, 18.0], gSgy7AMMX_, 6491129]
[paragraph, [107.0, 263.0, 385.0, 18.0], gSgy7AMMX_, 6491129]
[paragraph, [107.0, 281.0, 385.0, 18.0], gSgy7AMMX_, 6491129]
[paragraph, [107.0, 299.0, 385.0, 18.0], gSgy7AMMX_, 6491129]
[paragraph, [107.0, 317.0, 385.0, 18.0], gSgy7AMMX_, 6491129]
[paragraph, [107.0, 335.0, 385.0, 18.0], gSgy7AMMX_, 6491129]
[paragraph, [107.0, 353.0, 385.0, 18.0], gSgy7AMMX_, 6491129]
[paragraph, [107.0, 371.0, 385.0, 18.0], gSgy7AMMX_, 6491129]
[paragraph, [107.0, 389.0, 385.0, 18.0], gSgy7AMMX_, 6491129]
[paragraph, [107.0, 407.0, 385.0, 18.0], gSgy7AMMX_, 6491129]
[paragraph, [107.0, 425.0, 385.0, 18.0], gSgy7AMMX_, 6491129]
[paragraph, [107.0, 443.0, 385.0, 18.0], gSgy7AMMX_, 6491129]
[paragraph, [107.0, 461.0, 385.0, 18.0], gSgy7AMMX_, 6491129]
[paragraph, [107.0, 479.0, 385.0, 18.0], gSgy7AMMX_, 6491129]
[paragraph, [107.0, 497.0, 385.0, 18.0], gSgy7AMMX_, 6491129]
[paragraph, [107.0, 515.0, 385.0, 18.0], gSgy7AMMX_, 6491129]
[paragraph, [107.0, 533.0, 385.0, 18.0], gSgy7AMMX_, 6491129]
[paragraph, [107.0, 551.0, 385.0, 18.0], gSgy7AMMX_, 6491129]
[paragraph, [107.0, 569.0, 385.0, 18.0], gSgy7AMMX_, 6491129]
[paragraph, [107.0, 587.0, 385.0, 18.0], gSgy7AMMX_, 6491129]
[paragraph, [107.0, 605.0, 385.0, 18.0], gSgy7AMMX_, 6491129]
