[2339, 1653]
[paragraph, [245.0, 246.0, 1156.0, 36.0], shoonya_1sGLIETRXASMC8, 5685818]
[paragraph, [245.0, 282.0, 1156.0, 36.0], shoonya_1sGLIETRXASMC8, 5685818]
[paragraph, [245.0, 318.0, 1156.0, 36.0], shoonya_1sGLIETRXASMC8, 5685818]
[paragraph, [245.0, 354.0, 1156.0, 36.0], shoonya_1sGLIETRXASMC8, 5685818]
[paragraph, [245.0, 390.0, 1156.0, 36.0], shoonya_1sGLIETRXASMC8, 5685818]
[paragraph, [245.0, 426.0, 1156.0, 36.0], shoonya_1sGLIETRXASMC8, 5685818]
[paragraph, [245.0, 462.0, 1156.0, 36.0], shoonya_1sGLIETRXASMC8, 5685818]
[paragraph, [245.0, 498.0, 1156.0, 36.0], shoonya_1sGLIETRXASMC8, 5685818]
[paragraph, [245.0, 534.0, 1156.0, 36.0], shoonya_1sGLIETRXASMC8, 5685818]
[paragraph, [245.0, 570.0, 1156.0, 36.0], shoonya_1sGLIETRXASMC8, 5685818]
[paragraph, [245.0, 606.0, 1156.0, 36.0], shoonya_1sGLIETRXASMC8, 5685818]
[paragraph, [246.0, 660.0, 1158.0, 36.0], shoonya_0sNBGGGSW415U0, 5685818]
[paragraph, [246.0, 696.0, 1158.0, 36.0], shoonya_0sNBGGGSW415U0, 5685818]
[paragraph, [246.0, 732.0, 1158.0, 36.0], shoonya_0sNBGGGSW415U0, 5685818]
[paragraph, [246.0, 768.0, 1158.0, 36.0], shoonya_0sNBGGGSW415U0, 5685818]
[paragraph, [246.0, 804.0, 1158.0, 36.0], shoonya_0sNBGGGSW415U0, 5685818]
[paragraph, [246.0, 840.0, 1158.0, 36.0], shoonya_0sNBGGGSW415U0, 5685818]
[paragraph, [246.0, 876.0, 1158.0, 36.0], shoonya_0sNBGGGSW415U0, 5685818]
[paragraph, [246.0, 912.0, 1158.0, 36.0], shoonya_0sNBGGGSW415U0, 5685818]
[paragraph, [246.0, 948.0, 1158.0, 36.0], shoonya_0sNBGGGSW415U0, 5685818]
[paragraph, [246.0, 984.0, 1158.0, 36.0], shoonya_0sNBGGGSW415U0, 5685818]
[paragraph, [246.0, 1020.0, 1158.0, 36.0], shoonya_0sNBGGGSW415U0, 5685818]
[paragraph, [246.0, 1056.0, 1158.0, 36.0], shoonya_0sNBGGGSW415U0, 5685818]
[paragraph, [246.0, 1092.0, 1158.0, 36.0], shoonya_0sNBGGGSW415U0, 5685818]
[paragraph, [246.0, 1128.0, 1158.0, 36.0], shoonya_0sNBGGGSW415U0, 5685818]
[paragraph, [246.0, 1164.0, 1158.0, 36.0], shoonya_0sNBGGGSW415U0, 5685818]
[paragraph, [246.0, 1200.0, 1158.0, 36.0], shoonya_0sNBGGGSW415U0, 5685818]
[paragraph, [246.0, 1236.0, 1158.0, 36.0], shoonya_0sNBGGGSW415U0, 5685818]
[paragraph, [246.0, 1272.0, 1158.0, 36.0], shoonya_0sNBGGGSW415U0, 5685818]
[paragraph, [246.0, 1308.0, 1158.0, 36.0], shoonya_0sNBGGGSW415U0, 5685818]
[paragraph, [246.0, 1344.0, 1158.0, 36.0], shoonya_0sNBGGGSW415U0, 5685818]
[paragraph, [246.0, 1380.0, 1158.0, 36.0], shoonya_0sNBGGGSW415U0, 5685818]
[paragraph, [246.0, 1416.0, 1158.0, 36.0], shoonya_0sNBGGGSW415U0, 5685818]
[paragraph, [247.0, 1495.0, 1155.0, 36.0], shoonya_2sJUBU04JNGIUC, 5685818]
[paragraph, [247.0, 1531.0, 1155.0, 36.0], shoonya_2sJUBU04JNGIUC, 5685818]
[paragraph, [247.0, 1567.0, 1155.0, 36.0], shoonya_2sJUBU04JNGIUC, 5685818]
[paragraph, [247.0, 1603.0, 1155.0, 36.0], shoonya_2sJUBU04JNGIUC, 5685818]
[paragraph, [247.0, 1639.0, 1155.0, 36.0], shoonya_2sJUBU04JNGIUC, 5685818]
[paragraph, [247.0, 1675.0, 1155.0, 36.0], shoonya_2sJUBU04JNGIUC, 5685818]
[paragraph, [247.0, 1711.0, 1155.0, 36.0], shoonya_2sJUBU04JNGIUC, 5685818]
[paragraph, [240.0, 1776.0, 1165.0, 36.0], shoonya_3s6W7HHUR181K4, 5685818]
[paragraph, [240.0, 1812.0, 1165.0, 36.0], shoonya_3s6W7HHUR181K4, 5685818]
[paragraph, [240.0, 1848.0, 1165.0, 36.0], shoonya_3s6W7HHUR181K4, 5685818]
[paragraph, [240.0, 1884.0, 1165.0, 36.0], shoonya_3s6W7HHUR181K4, 5685818]
[paragraph, [240.0, 1920.0, 1165.0, 36.0], shoonya_3s6W7HHUR181K4, 5685818]
[paragraph, [240.0, 1956.0, 1165.0, 36.0], shoonya_3s6W7HHUR181K4, 5685818]
[paragraph, [240.0, 1992.0, 1165.0, 36.0], shoonya_3s6W7HHUR181K4, 5685818]
[reference, [250.0, 2053.0, 661.0, 36.0], 8wkqL1UP2E, 5685818]
[reference, [250.0, 2089.0, 661.0, 36.0], 8wkqL1UP2E, 5685818]
