[2339, 1653]
[paragraph, [391.0, 199.0, 1075.0, 36.0], shoonya_3sWM426RRDG7RT, 5733776]
[paragraph, [391.0, 235.0, 1075.0, 36.0], shoonya_3sWM426RRDG7RT, 5733776]
[paragraph, [391.0, 271.0, 1075.0, 36.0], shoonya_3sWM426RRDG7RT, 5733776]
[paragraph, [391.0, 307.0, 1075.0, 36.0], shoonya_3sWM426RRDG7RT, 5733776]
[paragraph, [389.0, 380.0, 1086.0, 36.0], shoonya_0sDJWQWU41R3GL, 5733776]
[paragraph, [389.0, 416.0, 1086.0, 36.0], shoonya_0sDJWQWU41R3GL, 5733776]
[paragraph, [389.0, 452.0, 1086.0, 36.0], shoonya_0sDJWQWU41R3GL, 5733776]
[paragraph, [389.0, 488.0, 1086.0, 36.0], shoonya_0sDJWQWU41R3GL, 5733776]
[paragraph, [389.0, 524.0, 1086.0, 36.0], shoonya_0sDJWQWU41R3GL, 5733776]
[paragraph, [389.0, 560.0, 1086.0, 36.0], shoonya_0sDJWQWU41R3GL, 5733776]
[paragraph, [389.0, 596.0, 1086.0, 36.0], shoonya_0sDJWQWU41R3GL, 5733776]
[paragraph, [389.0, 632.0, 1086.0, 36.0], shoonya_0sDJWQWU41R3GL, 5733776]
[paragraph, [389.0, 668.0, 1086.0, 36.0], shoonya_0sDJWQWU41R3GL, 5733776]
[paragraph, [389.0, 704.0, 1086.0, 36.0], shoonya_0sDJWQWU41R3GL, 5733776]
[paragraph, [389.0, 740.0, 1086.0, 36.0], shoonya_0sDJWQWU41R3GL, 5733776]
[paragraph, [389.0, 776.0, 1086.0, 36.0], shoonya_0sDJWQWU41R3GL, 5733776]
[paragraph, [389.0, 812.0, 1086.0, 36.0], shoonya_0sDJWQWU41R3GL, 5733776]
[paragraph, [389.0, 848.0, 1086.0, 36.0], shoonya_0sDJWQWU41R3GL, 5733776]
[paragraph, [389.0, 884.0, 1086.0, 36.0], shoonya_0sDJWQWU41R3GL, 5733776]
[paragraph, [389.0, 920.0, 1086.0, 36.0], shoonya_0sDJWQWU41R3GL, 5733776]
[paragraph, [389.0, 956.0, 1086.0, 36.0], shoonya_0sDJWQWU41R3GL, 5733776]
[paragraph, [389.0, 992.0, 1086.0, 36.0], shoonya_0sDJWQWU41R3GL, 5733776]
[paragraph, [388.0, 1037.0, 1076.0, 36.0], shoonya_2sK8VO6TF8FA9P, 5733776]
[paragraph, [388.0, 1073.0, 1076.0, 36.0], shoonya_2sK8VO6TF8FA9P, 5733776]
[paragraph, [388.0, 1109.0, 1076.0, 36.0], shoonya_2sK8VO6TF8FA9P, 5733776]
[paragraph, [388.0, 1145.0, 1076.0, 36.0], shoonya_2sK8VO6TF8FA9P, 5733776]
[paragraph, [388.0, 1181.0, 1076.0, 36.0], shoonya_2sK8VO6TF8FA9P, 5733776]
[paragraph, [388.0, 1217.0, 1076.0, 36.0], shoonya_2sK8VO6TF8FA9P, 5733776]
[paragraph, [388.0, 1253.0, 1076.0, 36.0], shoonya_2sK8VO6TF8FA9P, 5733776]
[paragraph, [388.0, 1289.0, 1076.0, 36.0], shoonya_2sK8VO6TF8FA9P, 5733776]
[paragraph, [388.0, 1325.0, 1076.0, 36.0], shoonya_2sK8VO6TF8FA9P, 5733776]
[paragraph, [388.0, 1361.0, 1076.0, 36.0], shoonya_2sK8VO6TF8FA9P, 5733776]
[paragraph, [388.0, 1397.0, 1076.0, 36.0], shoonya_2sK8VO6TF8FA9P, 5733776]
[paragraph, [387.0, 1456.0, 1073.0, 36.0], shoonya_1sPINWI9GYN0Y5, 5733776]
[paragraph, [387.0, 1492.0, 1073.0, 36.0], shoonya_1sPINWI9GYN0Y5, 5733776]
[paragraph, [387.0, 1528.0, 1073.0, 36.0], shoonya_1sPINWI9GYN0Y5, 5733776]
[paragraph, [387.0, 1564.0, 1073.0, 36.0], shoonya_1sPINWI9GYN0Y5, 5733776]
[paragraph, [387.0, 1600.0, 1073.0, 36.0], shoonya_1sPINWI9GYN0Y5, 5733776]
[paragraph, [387.0, 1636.0, 1073.0, 36.0], shoonya_1sPINWI9GYN0Y5, 5733776]
[paragraph, [387.0, 1672.0, 1073.0, 36.0], shoonya_1sPINWI9GYN0Y5, 5733776]
[paragraph, [387.0, 1708.0, 1073.0, 36.0], shoonya_1sPINWI9GYN0Y5, 5733776]
[paragraph, [387.0, 1744.0, 1073.0, 36.0], shoonya_1sPINWI9GYN0Y5, 5733776]
[paragraph, [387.0, 1780.0, 1073.0, 36.0], shoonya_1sPINWI9GYN0Y5, 5733776]
[paragraph, [387.0, 1816.0, 1073.0, 36.0], shoonya_1sPINWI9GYN0Y5, 5733776]
[paragraph, [387.0, 1852.0, 1073.0, 36.0], shoonya_1sPINWI9GYN0Y5, 5733776]
[paragraph, [387.0, 1888.0, 1073.0, 36.0], shoonya_1sPINWI9GYN0Y5, 5733776]
[paragraph, [387.0, 1924.0, 1073.0, 36.0], shoonya_1sPINWI9GYN0Y5, 5733776]
[paragraph, [387.0, 1960.0, 1073.0, 36.0], shoonya_1sPINWI9GYN0Y5, 5733776]
[paragraph, [387.0, 1996.0, 1073.0, 36.0], shoonya_1sPINWI9GYN0Y5, 5733776]
[paragraph, [387.0, 2032.0, 1073.0, 36.0], shoonya_1sPINWI9GYN0Y5, 5733776]
[folio, [1128.0, 2184.0, 278.0, 36.0], vYy4v3zEd7, 5733776]
