[1246, 865]
[chapter-title, [323.0, 46.0, 306.0, 30.0], shoonya_0sW7TNH72CUQPO, 5775946]
[paragraph, [151.0, 87.0, 658.0, 18.0], _wgLQClH5i, 5775946]
[paragraph, [151.0, 105.0, 658.0, 18.0], _wgLQClH5i, 5775946]
[paragraph, [151.0, 123.0, 658.0, 18.0], _wgLQClH5i, 5775946]
[paragraph, [151.0, 141.0, 658.0, 18.0], _wgLQClH5i, 5775946]
[paragraph, [151.0, 159.0, 658.0, 18.0], _wgLQClH5i, 5775946]
[paragraph, [151.0, 177.0, 658.0, 18.0], _wgLQClH5i, 5775946]
[paragraph, [151.0, 195.0, 658.0, 18.0], _wgLQClH5i, 5775946]
[paragraph, [151.0, 213.0, 658.0, 18.0], _wgLQClH5i, 5775946]
[paragraph, [151.0, 231.0, 658.0, 18.0], _wgLQClH5i, 5775946]
[paragraph, [151.0, 249.0, 658.0, 18.0], _wgLQClH5i, 5775946]
[paragraph, [151.0, 267.0, 658.0, 18.0], _wgLQClH5i, 5775946]
[paragraph, [151.0, 285.0, 658.0, 18.0], _wgLQClH5i, 5775946]
[paragraph, [151.0, 303.0, 658.0, 18.0], _wgLQClH5i, 5775946]
[paragraph, [151.0, 321.0, 658.0, 18.0], _wgLQClH5i, 5775946]
[paragraph, [151.0, 343.0, 599.0, 18.0], wM_ou1gpTA, 5775946]
[paragraph, [151.0, 367.0, 664.0, 18.0], AlMoK1Xz6e, 5775946]
[paragraph, [151.0, 385.0, 664.0, 18.0], AlMoK1Xz6e, 5775946]
[paragraph, [151.0, 403.0, 664.0, 18.0], AlMoK1Xz6e, 5775946]
[paragraph, [151.0, 421.0, 664.0, 18.0], AlMoK1Xz6e, 5775946]
[paragraph, [151.0, 439.0, 664.0, 18.0], AlMoK1Xz6e, 5775946]
[paragraph, [151.0, 457.0, 664.0, 18.0], AlMoK1Xz6e, 5775946]
[paragraph, [151.0, 475.0, 664.0, 18.0], AlMoK1Xz6e, 5775946]
[paragraph, [151.0, 493.0, 664.0, 18.0], AlMoK1Xz6e, 5775946]
[paragraph, [151.0, 511.0, 664.0, 18.0], AlMoK1Xz6e, 5775946]
[paragraph, [151.0, 529.0, 664.0, 18.0], AlMoK1Xz6e, 5775946]
[paragraph, [151.0, 547.0, 664.0, 18.0], AlMoK1Xz6e, 5775946]
[paragraph, [150.0, 570.0, 663.0, 18.0], 3WatPv27Ct, 5775946]
[paragraph, [150.0, 600.0, 664.0, 18.0], JtdwhOx0Ua, 5775946]
[paragraph, [150.0, 618.0, 664.0, 18.0], JtdwhOx0Ua, 5775946]
[paragraph, [148.0, 649.0, 666.0, 18.0], O6cSuIevJj, 5775946]
[paragraph, [148.0, 667.0, 666.0, 18.0], O6cSuIevJj, 5775946]
[paragraph, [148.0, 685.0, 666.0, 18.0], O6cSuIevJj, 5775946]
[paragraph, [148.0, 703.0, 666.0, 18.0], O6cSuIevJj, 5775946]
[paragraph, [148.0, 721.0, 666.0, 18.0], O6cSuIevJj, 5775946]
[paragraph, [148.0, 739.0, 666.0, 18.0], O6cSuIevJj, 5775946]
[paragraph, [148.0, 757.0, 666.0, 18.0], O6cSuIevJj, 5775946]
[paragraph, [148.0, 775.0, 666.0, 18.0], O6cSuIevJj, 5775946]
[paragraph, [148.0, 793.0, 666.0, 18.0], O6cSuIevJj, 5775946]
[paragraph, [148.0, 835.0, 664.0, 18.0], 8fA9kUYIXj, 5775946]
[paragraph, [148.0, 853.0, 664.0, 18.0], 8fA9kUYIXj, 5775946]
[paragraph, [148.0, 871.0, 664.0, 18.0], 8fA9kUYIXj, 5775946]
[paragraph, [148.0, 889.0, 664.0, 18.0], 8fA9kUYIXj, 5775946]
[paragraph, [148.0, 907.0, 664.0, 18.0], 8fA9kUYIXj, 5775946]
[paragraph, [148.0, 925.0, 664.0, 18.0], 8fA9kUYIXj, 5775946]
[paragraph, [148.0, 943.0, 664.0, 18.0], 8fA9kUYIXj, 5775946]
[paragraph, [148.0, 961.0, 664.0, 18.0], 8fA9kUYIXj, 5775946]
[paragraph, [148.0, 979.0, 664.0, 18.0], 8fA9kUYIXj, 5775946]
[paragraph, [148.0, 997.0, 664.0, 18.0], 8fA9kUYIXj, 5775946]
[paragraph, [148.0, 1015.0, 664.0, 18.0], 8fA9kUYIXj, 5775946]
[paragraph, [148.0, 1033.0, 664.0, 18.0], 8fA9kUYIXj, 5775946]
[paragraph, [148.0, 1051.0, 664.0, 18.0], 8fA9kUYIXj, 5775946]
[paragraph, [148.0, 1069.0, 664.0, 18.0], 8fA9kUYIXj, 5775946]
