[2339, 1653]
[folio, [295.0, 214.0, 202.0, 36.0], X9YnX7yMBR, 5654988]
[paragraph, [285.0, 313.0, 1091.0, 36.0], shoonya_3sSFBHZAN3RZTD, 5654988]
[paragraph, [285.0, 349.0, 1091.0, 36.0], shoonya_3sSFBHZAN3RZTD, 5654988]
[paragraph, [285.0, 385.0, 1091.0, 36.0], shoonya_3sSFBHZAN3RZTD, 5654988]
[paragraph, [285.0, 421.0, 1091.0, 36.0], shoonya_3sSFBHZAN3RZTD, 5654988]
[paragraph, [285.0, 457.0, 1091.0, 36.0], shoonya_3sSFBHZAN3RZTD, 5654988]
[paragraph, [285.0, 493.0, 1091.0, 36.0], shoonya_3sSFBHZAN3RZTD, 5654988]
[paragraph, [285.0, 529.0, 1091.0, 36.0], shoonya_3sSFBHZAN3RZTD, 5654988]
[paragraph, [285.0, 565.0, 1091.0, 36.0], shoonya_3sSFBHZAN3RZTD, 5654988]
[paragraph, [285.0, 601.0, 1091.0, 36.0], shoonya_3sSFBHZAN3RZTD, 5654988]
[paragraph, [286.0, 670.0, 1075.0, 36.0], shoonya_1sL914QKLNDMJM, 5654988]
[paragraph, [286.0, 706.0, 1075.0, 36.0], shoonya_1sL914QKLNDMJM, 5654988]
[paragraph, [286.0, 742.0, 1075.0, 36.0], shoonya_1sL914QKLNDMJM, 5654988]
[paragraph, [286.0, 778.0, 1075.0, 36.0], shoonya_1sL914QKLNDMJM, 5654988]
[paragraph, [286.0, 814.0, 1075.0, 36.0], shoonya_1sL914QKLNDMJM, 5654988]
[paragraph, [286.0, 850.0, 1075.0, 36.0], shoonya_1sL914QKLNDMJM, 5654988]
[paragraph, [286.0, 886.0, 1075.0, 36.0], shoonya_1sL914QKLNDMJM, 5654988]
[paragraph, [286.0, 922.0, 1075.0, 36.0], shoonya_1sL914QKLNDMJM, 5654988]
[paragraph, [286.0, 958.0, 1075.0, 36.0], shoonya_1sL914QKLNDMJM, 5654988]
[paragraph, [286.0, 994.0, 1075.0, 36.0], shoonya_1sL914QKLNDMJM, 5654988]
[paragraph, [286.0, 1030.0, 1075.0, 36.0], shoonya_1sL914QKLNDMJM, 5654988]
[paragraph, [282.0, 1105.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
[paragraph, [282.0, 1141.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
[paragraph, [282.0, 1177.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
[paragraph, [282.0, 1213.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
[paragraph, [282.0, 1249.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
[paragraph, [282.0, 1285.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
[paragraph, [282.0, 1321.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
[paragraph, [282.0, 1357.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
[paragraph, [282.0, 1393.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
[paragraph, [282.0, 1429.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
[paragraph, [282.0, 1465.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
[paragraph, [282.0, 1501.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
[paragraph, [282.0, 1537.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
[paragraph, [282.0, 1573.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
[paragraph, [282.0, 1609.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
[paragraph, [282.0, 1645.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
[paragraph, [282.0, 1681.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
[paragraph, [282.0, 1717.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
[paragraph, [282.0, 1753.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
[paragraph, [282.0, 1789.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
[paragraph, [282.0, 1825.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
[paragraph, [282.0, 1861.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
[paragraph, [282.0, 1897.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
[paragraph, [282.0, 1933.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
[paragraph, [282.0, 1969.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
[paragraph, [282.0, 2005.0, 1081.0, 36.0], shoonya_0sEX1CPAVJ5P1R, 5654988]
