[1754, 1241]
[section-title, [111.0, 115.0, 933.0, 49.5], shoonya_4s9C71H9Z8IOTC, 5715914]
[unordered-list, [109.0, 187.0, 482.0, 36.0], shoonya_0sC9DSIUS1NASZ, 5715914]
[unordered-list, [109.0, 223.0, 482.0, 36.0], shoonya_0sC9DSIUS1NASZ, 5715914]
[unordered-list, [109.0, 259.0, 482.0, 36.0], shoonya_0sC9DSIUS1NASZ, 5715914]
[unordered-list, [109.0, 295.0, 482.0, 36.0], shoonya_0sC9DSIUS1NASZ, 5715914]
[unordered-list, [109.0, 331.0, 482.0, 36.0], shoonya_0sC9DSIUS1NASZ, 5715914]
[unordered-list, [109.0, 367.0, 482.0, 36.0], shoonya_0sC9DSIUS1NASZ, 5715914]
[unordered-list, [109.0, 403.0, 482.0, 36.0], shoonya_0sC9DSIUS1NASZ, 5715914]
[unordered-list, [109.0, 439.0, 482.0, 36.0], shoonya_0sC9DSIUS1NASZ, 5715914]
[unordered-list, [109.0, 475.0, 482.0, 36.0], shoonya_0sC9DSIUS1NASZ, 5715914]
[unordered-list, [109.0, 511.0, 482.0, 36.0], shoonya_0sC9DSIUS1NASZ, 5715914]
[unordered-list, [109.0, 547.0, 482.0, 36.0], shoonya_0sC9DSIUS1NASZ, 5715914]
[unordered-list, [109.0, 583.0, 482.0, 36.0], shoonya_0sC9DSIUS1NASZ, 5715914]
[unordered-list, [109.0, 619.0, 482.0, 36.0], shoonya_0sC9DSIUS1NASZ, 5715914]
[unordered-list, [109.0, 655.0, 482.0, 36.0], shoonya_0sC9DSIUS1NASZ, 5715914]
[unordered-list, [109.0, 691.0, 482.0, 36.0], shoonya_0sC9DSIUS1NASZ, 5715914]
[unordered-list, [629.0, 187.0, 497.0, 36.0], shoonya_1sHI4T9BDEWCLX, 5715914]
[unordered-list, [629.0, 223.0, 497.0, 36.0], shoonya_1sHI4T9BDEWCLX, 5715914]
[unordered-list, [629.0, 259.0, 497.0, 36.0], shoonya_1sHI4T9BDEWCLX, 5715914]
[unordered-list, [629.0, 295.0, 497.0, 36.0], shoonya_1sHI4T9BDEWCLX, 5715914]
[unordered-list, [629.0, 331.0, 497.0, 36.0], shoonya_1sHI4T9BDEWCLX, 5715914]
[unordered-list, [629.0, 367.0, 497.0, 36.0], shoonya_1sHI4T9BDEWCLX, 5715914]
[unordered-list, [629.0, 403.0, 497.0, 36.0], shoonya_1sHI4T9BDEWCLX, 5715914]
[unordered-list, [629.0, 439.0, 497.0, 36.0], shoonya_1sHI4T9BDEWCLX, 5715914]
[unordered-list, [629.0, 475.0, 497.0, 36.0], shoonya_1sHI4T9BDEWCLX, 5715914]
[unordered-list, [629.0, 511.0, 497.0, 36.0], shoonya_1sHI4T9BDEWCLX, 5715914]
[unordered-list, [629.0, 547.0, 497.0, 36.0], shoonya_1sHI4T9BDEWCLX, 5715914]
[unordered-list, [629.0, 583.0, 497.0, 36.0], shoonya_1sHI4T9BDEWCLX, 5715914]
[unordered-list, [629.0, 619.0, 497.0, 36.0], shoonya_1sHI4T9BDEWCLX, 5715914]
[unordered-list, [629.0, 655.0, 497.0, 36.0], shoonya_1sHI4T9BDEWCLX, 5715914]
[unordered-list, [629.0, 691.0, 497.0, 36.0], shoonya_1sHI4T9BDEWCLX, 5715914]
