[1755, 1240]
[folio, [649.0, 79.0, 475.0, 36.0], ZVox4CFVAO, 5743982]
[paragraph, [192.0, 208.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 244.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 280.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 316.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 352.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 388.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 424.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 460.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 496.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 532.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 568.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 604.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 640.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 676.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 712.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 748.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 784.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 820.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 856.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 892.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 928.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 964.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 1000.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 1036.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 1072.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 1108.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [192.0, 1144.0, 944.0, 36.0], shoonya_0sCQCFHJ0F8KNW, 5743982]
[paragraph, [193.0, 1196.0, 940.0, 36.0], NiZSmaIYwC, 5743982]
[paragraph, [193.0, 1232.0, 940.0, 36.0], NiZSmaIYwC, 5743982]
[paragraph, [193.0, 1268.0, 940.0, 36.0], NiZSmaIYwC, 5743982]
[paragraph, [193.0, 1304.0, 940.0, 36.0], NiZSmaIYwC, 5743982]
[paragraph, [193.0, 1340.0, 940.0, 36.0], NiZSmaIYwC, 5743982]
[paragraph, [193.0, 1376.0, 940.0, 36.0], NiZSmaIYwC, 5743982]
[paragraph, [193.0, 1412.0, 940.0, 36.0], NiZSmaIYwC, 5743982]
[paragraph, [193.0, 1448.0, 940.0, 36.0], NiZSmaIYwC, 5743982]
[paragraph, [193.0, 1484.0, 940.0, 36.0], NiZSmaIYwC, 5743982]
[paragraph, [193.0, 1520.0, 940.0, 36.0], NiZSmaIYwC, 5743982]
[paragraph, [193.0, 1556.0, 940.0, 36.0], NiZSmaIYwC, 5743982]
