[1445, 1091]
[folio, [994.0, 42.0, 69.0, 18.0], HLYiWDwWei, 6476193]
[folio, [23.0, 43.0, 92.0, 18.0], cjEQaSEd52, 6476193]
[section-title, [42.0, 95.0, 355.0, 30.0], LnG-5GbY8h, 6476193]
[ordered-list, [30.0, 144.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 162.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 180.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 198.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 216.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 234.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 252.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 270.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 288.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 306.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 324.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 342.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 360.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 378.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 396.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 414.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 432.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 450.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 468.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 486.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 504.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 522.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 540.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 558.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 576.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 594.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 612.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 630.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 648.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 666.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 684.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 702.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 720.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 738.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 756.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 774.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 792.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
