[1336, 982]
[paragraph, [115.0, 131.0, 628.0, 18.0], shoonya_3sWXQ5E9KWC86O, 5776493]
[paragraph, [115.0, 149.0, 628.0, 18.0], shoonya_3sWXQ5E9KWC86O, 5776493]
[paragraph, [115.0, 167.0, 628.0, 18.0], shoonya_3sWXQ5E9KWC86O, 5776493]
[paragraph, [115.0, 185.0, 628.0, 18.0], shoonya_3sWXQ5E9KWC86O, 5776493]
[paragraph, [115.0, 208.0, 629.0, 18.0], shoonya_1sIUDA22I7VWWN, 5776493]
[paragraph, [115.0, 226.0, 629.0, 18.0], shoonya_1sIUDA22I7VWWN, 5776493]
[paragraph, [115.0, 244.0, 629.0, 18.0], shoonya_1sIUDA22I7VWWN, 5776493]
[paragraph, [115.0, 262.0, 629.0, 18.0], shoonya_1sIUDA22I7VWWN, 5776493]
[paragraph, [115.0, 280.0, 629.0, 18.0], shoonya_1sIUDA22I7VWWN, 5776493]
[paragraph, [115.0, 298.0, 629.0, 18.0], shoonya_1sIUDA22I7VWWN, 5776493]
[paragraph, [115.0, 316.0, 629.0, 18.0], shoonya_1sIUDA22I7VWWN, 5776493]
[paragraph, [115.0, 334.0, 629.0, 18.0], shoonya_1sIUDA22I7VWWN, 5776493]
[paragraph, [115.0, 352.0, 629.0, 18.0], shoonya_1sIUDA22I7VWWN, 5776493]
[paragraph, [115.0, 370.0, 629.0, 18.0], shoonya_1sIUDA22I7VWWN, 5776493]
[paragraph, [115.0, 388.0, 629.0, 18.0], shoonya_1sIUDA22I7VWWN, 5776493]
[paragraph, [115.0, 406.0, 629.0, 18.0], shoonya_1sIUDA22I7VWWN, 5776493]
[paragraph, [115.0, 424.0, 629.0, 18.0], shoonya_1sIUDA22I7VWWN, 5776493]
[paragraph, [116.0, 458.0, 627.0, 18.0], shoonya_4sO324CCAZ582A, 5776493]
[paragraph, [116.0, 476.0, 627.0, 18.0], shoonya_4sO324CCAZ582A, 5776493]
[paragraph, [116.0, 494.0, 627.0, 18.0], shoonya_4sO324CCAZ582A, 5776493]
[paragraph, [116.0, 512.0, 627.0, 18.0], shoonya_4sO324CCAZ582A, 5776493]
[paragraph, [118.0, 536.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 554.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 572.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 590.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 608.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 626.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 644.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 662.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 680.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 698.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 716.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 734.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 752.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 770.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 788.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 806.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 824.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 842.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 860.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 878.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 896.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 914.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 932.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 950.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 968.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 986.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [118.0, 1004.0, 631.0, 18.0], shoonya_0sVAA42O7KNL56, 5776493]
[paragraph, [121.0, 1029.0, 629.0, 18.0], shoonya_2sXMH1YJJNA9P8, 5776493]
[paragraph, [121.0, 1047.0, 629.0, 18.0], shoonya_2sXMH1YJJNA9P8, 5776493]
[paragraph, [121.0, 1065.0, 629.0, 18.0], shoonya_2sXMH1YJJNA9P8, 5776493]
[paragraph, [121.0, 1083.0, 629.0, 18.0], shoonya_2sXMH1YJJNA9P8, 5776493]
[paragraph, [121.0, 1101.0, 629.0, 18.0], shoonya_2sXMH1YJJNA9P8, 5776493]
