[1565, 1152]
[paragraph, [115.0, 127.0, 294.0, 36.0], shoonya_6sEEAXRNSGFEFC, 5712681]
[paragraph, [115.0, 163.0, 294.0, 36.0], shoonya_6sEEAXRNSGFEFC, 5712681]
[paragraph, [115.0, 199.0, 294.0, 36.0], shoonya_6sEEAXRNSGFEFC, 5712681]
[paragraph, [115.0, 235.0, 294.0, 36.0], shoonya_6sEEAXRNSGFEFC, 5712681]
[paragraph, [115.0, 271.0, 294.0, 36.0], shoonya_6sEEAXRNSGFEFC, 5712681]
[paragraph, [115.0, 307.0, 294.0, 36.0], shoonya_6sEEAXRNSGFEFC, 5712681]
[paragraph, [115.0, 343.0, 294.0, 36.0], shoonya_6sEEAXRNSGFEFC, 5712681]
[paragraph, [115.0, 379.0, 294.0, 36.0], shoonya_6sEEAXRNSGFEFC, 5712681]
[paragraph, [115.0, 415.0, 294.0, 36.0], shoonya_6sEEAXRNSGFEFC, 5712681]
[paragraph, [115.0, 451.0, 294.0, 36.0], shoonya_6sEEAXRNSGFEFC, 5712681]
[paragraph, [115.0, 487.0, 294.0, 36.0], shoonya_6sEEAXRNSGFEFC, 5712681]
[paragraph, [741.0, 132.0, 287.0, 36.0], shoonya_1sOPKMAE773BLS, 5712681]
[paragraph, [741.0, 168.0, 287.0, 36.0], shoonya_1sOPKMAE773BLS, 5712681]
[paragraph, [741.0, 204.0, 287.0, 36.0], shoonya_1sOPKMAE773BLS, 5712681]
[paragraph, [741.0, 240.0, 287.0, 36.0], shoonya_1sOPKMAE773BLS, 5712681]
[paragraph, [741.0, 276.0, 287.0, 36.0], shoonya_1sOPKMAE773BLS, 5712681]
[paragraph, [741.0, 312.0, 287.0, 36.0], shoonya_1sOPKMAE773BLS, 5712681]
[paragraph, [741.0, 348.0, 287.0, 36.0], shoonya_1sOPKMAE773BLS, 5712681]
[paragraph, [741.0, 384.0, 287.0, 36.0], shoonya_1sOPKMAE773BLS, 5712681]
[paragraph, [741.0, 420.0, 287.0, 36.0], shoonya_1sOPKMAE773BLS, 5712681]
[paragraph, [741.0, 456.0, 287.0, 36.0], shoonya_1sOPKMAE773BLS, 5712681]
[paragraph, [741.0, 492.0, 287.0, 36.0], shoonya_1sOPKMAE773BLS, 5712681]
[sidebar, [440.0, 149.0, 287.0, 36.0], BHzqZMMVaF, 5712681]
[sidebar, [440.0, 185.0, 287.0, 36.0], BHzqZMMVaF, 5712681]
[sidebar, [440.0, 221.0, 287.0, 36.0], BHzqZMMVaF, 5712681]
[sidebar, [440.0, 257.0, 287.0, 36.0], BHzqZMMVaF, 5712681]
[sidebar, [440.0, 293.0, 287.0, 36.0], BHzqZMMVaF, 5712681]
[sidebar, [440.0, 329.0, 287.0, 36.0], BHzqZMMVaF, 5712681]
[sidebar, [440.0, 365.0, 287.0, 36.0], BHzqZMMVaF, 5712681]
[sidebar, [440.0, 401.0, 287.0, 36.0], BHzqZMMVaF, 5712681]
[sidebar, [440.0, 437.0, 287.0, 36.0], BHzqZMMVaF, 5712681]
[sidebar, [440.0, 473.0, 287.0, 36.0], BHzqZMMVaF, 5712681]
[sidebar, [440.0, 509.0, 287.0, 36.0], BHzqZMMVaF, 5712681]
[sidebar, [440.0, 545.0, 287.0, 36.0], BHzqZMMVaF, 5712681]
[paragraph, [115.0, 551.0, 295.0, 36.0], shoonya_5sFJYR9OOMNHA9, 5712681]
[paragraph, [115.0, 587.0, 295.0, 36.0], shoonya_5sFJYR9OOMNHA9, 5712681]
[paragraph, [115.0, 623.0, 295.0, 36.0], shoonya_5sFJYR9OOMNHA9, 5712681]
[paragraph, [115.0, 659.0, 295.0, 36.0], shoonya_5sFJYR9OOMNHA9, 5712681]
[paragraph, [115.0, 695.0, 295.0, 36.0], shoonya_5sFJYR9OOMNHA9, 5712681]
[paragraph, [115.0, 731.0, 295.0, 36.0], shoonya_5sFJYR9OOMNHA9, 5712681]
[paragraph, [739.0, 556.0, 287.0, 36.0], shoonya_0sIL4Y94QXXV9W, 5712681]
[paragraph, [739.0, 592.0, 287.0, 36.0], shoonya_0sIL4Y94QXXV9W, 5712681]
[paragraph, [739.0, 628.0, 287.0, 36.0], shoonya_0sIL4Y94QXXV9W, 5712681]
[paragraph, [739.0, 664.0, 287.0, 36.0], shoonya_0sIL4Y94QXXV9W, 5712681]
[paragraph, [739.0, 700.0, 287.0, 36.0], shoonya_0sIL4Y94QXXV9W, 5712681]
[paragraph, [739.0, 736.0, 287.0, 36.0], shoonya_0sIL4Y94QXXV9W, 5712681]
[paragraph, [739.0, 772.0, 287.0, 36.0], shoonya_0sIL4Y94QXXV9W, 5712681]
[paragraph, [739.0, 808.0, 287.0, 36.0], shoonya_0sIL4Y94QXXV9W, 5712681]
[paragraph, [739.0, 844.0, 287.0, 36.0], shoonya_0sIL4Y94QXXV9W, 5712681]
[paragraph, [739.0, 880.0, 287.0, 36.0], shoonya_0sIL4Y94QXXV9W, 5712681]
[paragraph, [739.0, 916.0, 287.0, 36.0], shoonya_0sIL4Y94QXXV9W, 5712681]
[paragraph, [739.0, 952.0, 287.0, 36.0], shoonya_0sIL4Y94QXXV9W, 5712681]
[paragraph, [739.0, 988.0, 287.0, 36.0], shoonya_0sIL4Y94QXXV9W, 5712681]
[paragraph, [739.0, 1024.0, 287.0, 36.0], shoonya_0sIL4Y94QXXV9W, 5712681]
[paragraph, [739.0, 1060.0, 287.0, 36.0], shoonya_0sIL4Y94QXXV9W, 5712681]
[paragraph, [739.0, 1096.0, 287.0, 36.0], shoonya_0sIL4Y94QXXV9W, 5712681]
[paragraph, [739.0, 1132.0, 287.0, 36.0], shoonya_0sIL4Y94QXXV9W, 5712681]
[paragraph, [739.0, 1168.0, 287.0, 36.0], shoonya_0sIL4Y94QXXV9W, 5712681]
[paragraph, [739.0, 1204.0, 287.0, 36.0], shoonya_0sIL4Y94QXXV9W, 5712681]
[paragraph, [739.0, 1240.0, 287.0, 36.0], shoonya_0sIL4Y94QXXV9W, 5712681]
[paragraph, [739.0, 1276.0, 287.0, 36.0], shoonya_0sIL4Y94QXXV9W, 5712681]
[paragraph, [739.0, 1312.0, 287.0, 36.0], shoonya_0sIL4Y94QXXV9W, 5712681]
[paragraph, [428.0, 624.0, 291.0, 36.0], shoonya_2sHSB1IBFKT4DB, 5712681]
[paragraph, [428.0, 660.0, 291.0, 36.0], shoonya_2sHSB1IBFKT4DB, 5712681]
[paragraph, [428.0, 696.0, 291.0, 36.0], shoonya_2sHSB1IBFKT4DB, 5712681]
[paragraph, [428.0, 732.0, 291.0, 36.0], shoonya_2sHSB1IBFKT4DB, 5712681]
[paragraph, [428.0, 768.0, 291.0, 36.0], shoonya_2sHSB1IBFKT4DB, 5712681]
[paragraph, [428.0, 804.0, 291.0, 36.0], shoonya_2sHSB1IBFKT4DB, 5712681]
[paragraph, [428.0, 840.0, 291.0, 36.0], shoonya_2sHSB1IBFKT4DB, 5712681]
[paragraph, [428.0, 876.0, 291.0, 36.0], shoonya_2sHSB1IBFKT4DB, 5712681]
[paragraph, [428.0, 912.0, 291.0, 36.0], shoonya_2sHSB1IBFKT4DB, 5712681]
[paragraph, [428.0, 948.0, 291.0, 36.0], shoonya_2sHSB1IBFKT4DB, 5712681]
[paragraph, [428.0, 984.0, 291.0, 36.0], shoonya_2sHSB1IBFKT4DB, 5712681]
[paragraph, [428.0, 1020.0, 291.0, 36.0], shoonya_2sHSB1IBFKT4DB, 5712681]
[paragraph, [428.0, 1056.0, 291.0, 36.0], shoonya_2sHSB1IBFKT4DB, 5712681]
[paragraph, [428.0, 1092.0, 291.0, 36.0], shoonya_2sHSB1IBFKT4DB, 5712681]
[paragraph, [428.0, 1128.0, 291.0, 36.0], shoonya_2sHSB1IBFKT4DB, 5712681]
[paragraph, [428.0, 1164.0, 291.0, 36.0], shoonya_2sHSB1IBFKT4DB, 5712681]
[paragraph, [428.0, 1200.0, 291.0, 36.0], shoonya_2sHSB1IBFKT4DB, 5712681]
[paragraph, [428.0, 1236.0, 291.0, 36.0], shoonya_2sHSB1IBFKT4DB, 5712681]
[paragraph, [428.0, 1272.0, 291.0, 36.0], shoonya_2sHSB1IBFKT4DB, 5712681]
[paragraph, [428.0, 1308.0, 291.0, 36.0], shoonya_2sHSB1IBFKT4DB, 5712681]
[paragraph, [428.0, 1344.0, 291.0, 36.0], shoonya_2sHSB1IBFKT4DB, 5712681]
[paragraph, [428.0, 1380.0, 291.0, 36.0], shoonya_2sHSB1IBFKT4DB, 5712681]
[paragraph, [116.0, 793.0, 287.0, 36.0], shoonya_3sNJXGA15PPK3B, 5712681]
[paragraph, [116.0, 829.0, 287.0, 36.0], shoonya_3sNJXGA15PPK3B, 5712681]
[paragraph, [116.0, 865.0, 287.0, 36.0], shoonya_3sNJXGA15PPK3B, 5712681]
[paragraph, [116.0, 901.0, 287.0, 36.0], shoonya_3sNJXGA15PPK3B, 5712681]
[paragraph, [116.0, 937.0, 287.0, 36.0], shoonya_3sNJXGA15PPK3B, 5712681]
[paragraph, [116.0, 973.0, 287.0, 36.0], shoonya_3sNJXGA15PPK3B, 5712681]
[paragraph, [116.0, 1009.0, 287.0, 36.0], shoonya_3sNJXGA15PPK3B, 5712681]
[paragraph, [116.0, 1045.0, 287.0, 36.0], shoonya_3sNJXGA15PPK3B, 5712681]
[paragraph, [116.0, 1081.0, 287.0, 36.0], shoonya_3sNJXGA15PPK3B, 5712681]
[paragraph, [116.0, 1117.0, 287.0, 36.0], shoonya_3sNJXGA15PPK3B, 5712681]
[paragraph, [116.0, 1153.0, 287.0, 36.0], shoonya_3sNJXGA15PPK3B, 5712681]
[paragraph, [116.0, 1189.0, 287.0, 36.0], shoonya_3sNJXGA15PPK3B, 5712681]
[paragraph, [116.0, 1225.0, 287.0, 36.0], shoonya_3sNJXGA15PPK3B, 5712681]
[paragraph, [116.0, 1261.0, 287.0, 36.0], shoonya_3sNJXGA15PPK3B, 5712681]
[paragraph, [116.0, 1297.0, 287.0, 36.0], shoonya_3sNJXGA15PPK3B, 5712681]
[paragraph, [116.0, 1333.0, 287.0, 36.0], shoonya_3sNJXGA15PPK3B, 5712681]
[paragraph, [116.0, 1369.0, 287.0, 36.0], shoonya_3sNJXGA15PPK3B, 5712681]
[paragraph, [742.0, 1348.0, 289.0, 36.0], shoonya_4sPE0U4T6EPLWD, 5712681]
[paragraph, [742.0, 1384.0, 289.0, 36.0], shoonya_4sPE0U4T6EPLWD, 5712681]
