[1246, 894]
[chapter-title, [359.0, 45.0, 280.0, 30.0], shoonya_0sYJZUNKFMTQJF, 5775756]
[paragraph, [178.0, 90.0, 645.0, 18.0], E-W6FEjVj6, 5775756]
[paragraph, [178.0, 108.0, 645.0, 18.0], E-W6FEjVj6, 5775756]
[paragraph, [178.0, 126.0, 645.0, 18.0], E-W6FEjVj6, 5775756]
[paragraph, [178.0, 144.0, 645.0, 18.0], E-W6FEjVj6, 5775756]
[paragraph, [178.0, 162.0, 645.0, 18.0], E-W6FEjVj6, 5775756]
[paragraph, [178.0, 180.0, 645.0, 18.0], E-W6FEjVj6, 5775756]
[paragraph, [178.0, 198.0, 645.0, 18.0], E-W6FEjVj6, 5775756]
[paragraph, [178.0, 216.0, 645.0, 18.0], E-W6FEjVj6, 5775756]
[paragraph, [178.0, 234.0, 645.0, 18.0], E-W6FEjVj6, 5775756]
[paragraph, [178.0, 252.0, 645.0, 18.0], E-W6FEjVj6, 5775756]
[paragraph, [178.0, 270.0, 645.0, 18.0], E-W6FEjVj6, 5775756]
[paragraph, [178.0, 288.0, 645.0, 18.0], E-W6FEjVj6, 5775756]
[paragraph, [178.0, 306.0, 645.0, 18.0], E-W6FEjVj6, 5775756]
[paragraph, [178.0, 324.0, 645.0, 18.0], E-W6FEjVj6, 5775756]
[paragraph, [178.0, 342.0, 645.0, 18.0], E-W6FEjVj6, 5775756]
[paragraph, [182.0, 370.0, 645.0, 18.0], Sd7mU0xG9m, 5775756]
[paragraph, [182.0, 388.0, 645.0, 18.0], Sd7mU0xG9m, 5775756]
[paragraph, [182.0, 406.0, 645.0, 18.0], Sd7mU0xG9m, 5775756]
[paragraph, [182.0, 424.0, 645.0, 18.0], Sd7mU0xG9m, 5775756]
[paragraph, [182.0, 442.0, 645.0, 18.0], Sd7mU0xG9m, 5775756]
[paragraph, [182.0, 460.0, 645.0, 18.0], Sd7mU0xG9m, 5775756]
[paragraph, [182.0, 478.0, 645.0, 18.0], Sd7mU0xG9m, 5775756]
[paragraph, [182.0, 496.0, 645.0, 18.0], Sd7mU0xG9m, 5775756]
[paragraph, [182.0, 514.0, 645.0, 18.0], Sd7mU0xG9m, 5775756]
[paragraph, [175.0, 547.0, 648.0, 18.0], XbjJGbtj9m, 5775756]
[paragraph, [175.0, 565.0, 648.0, 18.0], XbjJGbtj9m, 5775756]
[paragraph, [175.0, 583.0, 648.0, 18.0], XbjJGbtj9m, 5775756]
[paragraph, [175.0, 601.0, 648.0, 18.0], XbjJGbtj9m, 5775756]
[paragraph, [175.0, 619.0, 648.0, 18.0], XbjJGbtj9m, 5775756]
[paragraph, [175.0, 637.0, 648.0, 18.0], XbjJGbtj9m, 5775756]
[paragraph, [175.0, 655.0, 648.0, 18.0], XbjJGbtj9m, 5775756]
[paragraph, [175.0, 673.0, 648.0, 18.0], XbjJGbtj9m, 5775756]
[paragraph, [175.0, 691.0, 648.0, 18.0], XbjJGbtj9m, 5775756]
[paragraph, [175.0, 709.0, 648.0, 18.0], XbjJGbtj9m, 5775756]
[paragraph, [175.0, 727.0, 648.0, 18.0], XbjJGbtj9m, 5775756]
[paragraph, [175.0, 745.0, 648.0, 18.0], XbjJGbtj9m, 5775756]
[paragraph, [172.0, 767.0, 653.0, 18.0], P4gJgpvk2L, 5775756]
[paragraph, [172.0, 785.0, 653.0, 18.0], P4gJgpvk2L, 5775756]
[paragraph, [172.0, 803.0, 653.0, 18.0], P4gJgpvk2L, 5775756]
[paragraph, [172.0, 821.0, 653.0, 18.0], P4gJgpvk2L, 5775756]
[paragraph, [172.0, 839.0, 653.0, 18.0], P4gJgpvk2L, 5775756]
[paragraph, [177.0, 870.0, 653.0, 18.0], DkQdN12QTa, 5775756]
[paragraph, [177.0, 888.0, 653.0, 18.0], DkQdN12QTa, 5775756]
[paragraph, [177.0, 906.0, 653.0, 18.0], DkQdN12QTa, 5775756]
[paragraph, [177.0, 924.0, 653.0, 18.0], DkQdN12QTa, 5775756]
[paragraph, [177.0, 942.0, 653.0, 18.0], DkQdN12QTa, 5775756]
[paragraph, [177.0, 960.0, 653.0, 18.0], DkQdN12QTa, 5775756]
[paragraph, [177.0, 978.0, 653.0, 18.0], DkQdN12QTa, 5775756]
[paragraph, [177.0, 996.0, 653.0, 18.0], DkQdN12QTa, 5775756]
[paragraph, [177.0, 1014.0, 653.0, 18.0], DkQdN12QTa, 5775756]
[paragraph, [177.0, 1032.0, 653.0, 18.0], DkQdN12QTa, 5775756]
[paragraph, [177.0, 1050.0, 653.0, 18.0], DkQdN12QTa, 5775756]
[paragraph, [177.0, 1068.0, 653.0, 18.0], DkQdN12QTa, 5775756]
[paragraph, [177.0, 1086.0, 653.0, 18.0], DkQdN12QTa, 5775756]
