[864, 612]
[ordered-list, [76.0, 67.0, 478.0, 18.0], Dr4PLUFBXO, 5717449]
[ordered-list, [76.0, 85.0, 478.0, 18.0], Dr4PLUFBXO, 5717449]
[ordered-list, [76.0, 103.0, 478.0, 18.0], Dr4PLUFBXO, 5717449]
[ordered-list, [76.0, 121.0, 478.0, 18.0], Dr4PLUFBXO, 5717449]
[ordered-list, [54.0, 157.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 175.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 193.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 211.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 229.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 247.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 265.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 283.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 301.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 319.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 337.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 355.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 373.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 391.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 409.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 427.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 445.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 463.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 481.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 499.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 517.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 535.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 553.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 571.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 589.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 607.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 625.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 643.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 661.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 679.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 697.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 715.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 733.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 751.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[ordered-list, [54.0, 769.0, 509.0, 18.0], Nya73Drc2C, 5717449]
[sub-ordered-list, [73.0, 469.0, 474.0, 18.0], TLIALP86kp, 5717449]
[sub-ordered-list, [73.0, 487.0, 474.0, 18.0], TLIALP86kp, 5717449]
[sub-ordered-list, [73.0, 505.0, 474.0, 18.0], TLIALP86kp, 5717449]
[sub-ordered-list, [73.0, 523.0, 474.0, 18.0], TLIALP86kp, 5717449]
[sub-ordered-list, [73.0, 541.0, 474.0, 18.0], TLIALP86kp, 5717449]
[sub-ordered-list, [60.0, 573.0, 495.0, 18.0], aiCRvrvH0h, 5717449]
[sub-ordered-list, [60.0, 591.0, 495.0, 18.0], aiCRvrvH0h, 5717449]
[sub-ordered-list, [60.0, 609.0, 495.0, 18.0], aiCRvrvH0h, 5717449]
[sub-ordered-list, [60.0, 627.0, 495.0, 18.0], aiCRvrvH0h, 5717449]
[sub-ordered-list, [60.0, 645.0, 495.0, 18.0], aiCRvrvH0h, 5717449]
[sub-ordered-list, [60.0, 663.0, 495.0, 18.0], aiCRvrvH0h, 5717449]
[sub-ordered-list, [60.0, 681.0, 495.0, 18.0], aiCRvrvH0h, 5717449]
[sub-ordered-list, [60.0, 699.0, 495.0, 18.0], aiCRvrvH0h, 5717449]
[sub-ordered-list, [60.0, 717.0, 495.0, 18.0], aiCRvrvH0h, 5717449]
[sub-ordered-list, [60.0, 735.0, 495.0, 18.0], aiCRvrvH0h, 5717449]
[sub-ordered-list, [60.0, 753.0, 495.0, 18.0], aiCRvrvH0h, 5717449]
[sub-ordered-list, [60.0, 771.0, 495.0, 18.0], aiCRvrvH0h, 5717449]
