[1754, 1240]
[folio, [607.0, 21.0, 209.0, 36.0], gEzTJKiAph, 5722418]
[headline, [179.0, 162.0, 902.0, 37.5], djc9JJhNC5, 5722418]
[headline, [179.0, 199.5, 902.0, 37.5], djc9JJhNC5, 5722418]
[headline, [179.0, 237.0, 902.0, 37.5], djc9JJhNC5, 5722418]
[paragraph, [165.0, 688.0, 298.0, 36.0], shoonya_1sLS0C97LC1817, 5722418]
[paragraph, [165.0, 724.0, 298.0, 36.0], shoonya_1sLS0C97LC1817, 5722418]
[paragraph, [165.0, 760.0, 298.0, 36.0], shoonya_1sLS0C97LC1817, 5722418]
[paragraph, [165.0, 796.0, 298.0, 36.0], shoonya_1sLS0C97LC1817, 5722418]
[paragraph, [165.0, 832.0, 298.0, 36.0], shoonya_1sLS0C97LC1817, 5722418]
[paragraph, [165.0, 868.0, 298.0, 36.0], shoonya_1sLS0C97LC1817, 5722418]
[paragraph, [165.0, 904.0, 298.0, 36.0], shoonya_1sLS0C97LC1817, 5722418]
[paragraph, [165.0, 940.0, 298.0, 36.0], shoonya_1sLS0C97LC1817, 5722418]
[paragraph, [165.0, 976.0, 298.0, 36.0], shoonya_1sLS0C97LC1817, 5722418]
[paragraph, [165.0, 1012.0, 298.0, 36.0], shoonya_1sLS0C97LC1817, 5722418]
[paragraph, [791.0, 689.0, 298.0, 36.0], shoonya_5sH9ZK7DG7F084, 5722418]
[paragraph, [791.0, 725.0, 298.0, 36.0], shoonya_5sH9ZK7DG7F084, 5722418]
[paragraph, [791.0, 761.0, 298.0, 36.0], shoonya_5sH9ZK7DG7F084, 5722418]
[paragraph, [791.0, 797.0, 298.0, 36.0], shoonya_5sH9ZK7DG7F084, 5722418]
[paragraph, [791.0, 833.0, 298.0, 36.0], shoonya_5sH9ZK7DG7F084, 5722418]
[paragraph, [791.0, 869.0, 298.0, 36.0], shoonya_5sH9ZK7DG7F084, 5722418]
[paragraph, [791.0, 905.0, 298.0, 36.0], shoonya_5sH9ZK7DG7F084, 5722418]
[paragraph, [476.0, 755.0, 299.0, 36.0], shoonya_0s9TLQG1TDP2BD, 5722418]
[paragraph, [476.0, 791.0, 299.0, 36.0], shoonya_0s9TLQG1TDP2BD, 5722418]
[paragraph, [476.0, 827.0, 299.0, 36.0], shoonya_0s9TLQG1TDP2BD, 5722418]
[paragraph, [476.0, 863.0, 299.0, 36.0], shoonya_0s9TLQG1TDP2BD, 5722418]
[paragraph, [476.0, 899.0, 299.0, 36.0], shoonya_0s9TLQG1TDP2BD, 5722418]
[paragraph, [476.0, 935.0, 299.0, 36.0], shoonya_0s9TLQG1TDP2BD, 5722418]
[paragraph, [476.0, 971.0, 299.0, 36.0], shoonya_0s9TLQG1TDP2BD, 5722418]
[paragraph, [476.0, 1007.0, 299.0, 36.0], shoonya_0s9TLQG1TDP2BD, 5722418]
[paragraph, [476.0, 1043.0, 299.0, 36.0], shoonya_0s9TLQG1TDP2BD, 5722418]
[paragraph, [476.0, 1079.0, 299.0, 36.0], shoonya_0s9TLQG1TDP2BD, 5722418]
[paragraph, [476.0, 1115.0, 299.0, 36.0], shoonya_0s9TLQG1TDP2BD, 5722418]
[paragraph, [476.0, 1151.0, 299.0, 36.0], shoonya_0s9TLQG1TDP2BD, 5722418]
[paragraph, [476.0, 1187.0, 299.0, 36.0], shoonya_0s9TLQG1TDP2BD, 5722418]
[paragraph, [476.0, 1223.0, 299.0, 36.0], shoonya_0s9TLQG1TDP2BD, 5722418]
[paragraph, [476.0, 1259.0, 299.0, 36.0], shoonya_0s9TLQG1TDP2BD, 5722418]
[paragraph, [476.0, 1295.0, 299.0, 36.0], shoonya_0s9TLQG1TDP2BD, 5722418]
[paragraph, [797.0, 979.0, 275.0, 36.0], shoonya_10sBGFU96XPMSG, 5722418]
[paragraph, [797.0, 1015.0, 275.0, 36.0], shoonya_10sBGFU96XPMSG, 5722418]
[paragraph, [797.0, 1051.0, 275.0, 36.0], shoonya_10sBGFU96XPMSG, 5722418]
[paragraph, [797.0, 1087.0, 275.0, 36.0], shoonya_10sBGFU96XPMSG, 5722418]
[paragraph, [797.0, 1123.0, 275.0, 36.0], shoonya_10sBGFU96XPMSG, 5722418]
[paragraph, [797.0, 1159.0, 275.0, 36.0], shoonya_10sBGFU96XPMSG, 5722418]
[paragraph, [797.0, 1195.0, 275.0, 36.0], shoonya_10sBGFU96XPMSG, 5722418]
[paragraph, [797.0, 1231.0, 275.0, 36.0], shoonya_10sBGFU96XPMSG, 5722418]
[paragraph, [797.0, 1267.0, 275.0, 36.0], shoonya_10sBGFU96XPMSG, 5722418]
[paragraph, [797.0, 1303.0, 275.0, 36.0], shoonya_10sBGFU96XPMSG, 5722418]
[paragraph, [797.0, 1339.0, 275.0, 36.0], shoonya_10sBGFU96XPMSG, 5722418]
[paragraph, [797.0, 1375.0, 275.0, 36.0], shoonya_10sBGFU96XPMSG, 5722418]
[paragraph, [165.0, 1075.0, 297.0, 36.0], shoonya_3s9TNFJ58G0GGA, 5722418]
[paragraph, [165.0, 1111.0, 297.0, 36.0], shoonya_3s9TNFJ58G0GGA, 5722418]
[paragraph, [165.0, 1147.0, 297.0, 36.0], shoonya_3s9TNFJ58G0GGA, 5722418]
[paragraph, [165.0, 1183.0, 297.0, 36.0], shoonya_3s9TNFJ58G0GGA, 5722418]
[paragraph, [165.0, 1219.0, 297.0, 36.0], shoonya_3s9TNFJ58G0GGA, 5722418]
[paragraph, [165.0, 1255.0, 297.0, 36.0], shoonya_3s9TNFJ58G0GGA, 5722418]
[paragraph, [165.0, 1291.0, 297.0, 36.0], shoonya_3s9TNFJ58G0GGA, 5722418]
[paragraph, [167.0, 1333.0, 296.0, 36.0], shoonya_2sQEHU60ZB3DOY, 5722418]
[paragraph, [167.0, 1369.0, 296.0, 36.0], shoonya_2sQEHU60ZB3DOY, 5722418]
[paragraph, [478.0, 1334.0, 296.0, 36.0], shoonya_6sZPWD9P8SJ3S9, 5722418]
[paragraph, [478.0, 1370.0, 296.0, 36.0], shoonya_6sZPWD9P8SJ3S9, 5722418]
[folio, [186.0, 1448.0, 207.0, 36.0], GdpELWFUL7, 5722418]
[website-link, [38.0, 1693.0, 364.0, 18.0], mDHug4b7sm, 5722418]
[website-link, [38.0, 1711.0, 364.0, 18.0], mDHug4b7sm, 5722418]
