[590, 396]
[paragraph, [65.0, 56.0, 301.0, 18.0], PpZYnqfdb8, 6512741]
[paragraph, [65.0, 74.0, 301.0, 18.0], PpZYnqfdb8, 6512741]
[paragraph, [65.0, 94.0, 297.0, 18.0], yORFhEitWa, 6512741]
[paragraph, [65.0, 112.0, 297.0, 18.0], yORFhEitWa, 6512741]
[paragraph, [93.0, 134.0, 222.0, 18.0], 4DqQHpjZBO, 6512741]
[paragraph, [7327.0, 5417.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5435.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5453.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5471.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5489.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5507.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5525.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5543.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5561.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5579.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5597.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5615.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5633.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5651.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5669.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5687.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5705.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5723.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5741.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5759.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5777.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5795.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5813.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5831.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5849.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5867.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5885.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
[paragraph, [7327.0, 5903.0, 36259.0, 18.0], shoonya_0s5DBRSKF63H67, 6512741]
