[1425, 1088]
[chapter-title, [231.0, 122.0, 700.0, 30.0], C_s5TF1Fyy, 5759235]
[chapter-title, [231.0, 152.0, 700.0, 30.0], C_s5TF1Fyy, 5759235]
[chapter-title, [231.0, 182.0, 700.0, 30.0], C_s5TF1Fyy, 5759235]
[paragraph, [99.0, 260.0, 851.0, 18.0], shoonya_2s6EE9C96MIIE4, 5759235]
[paragraph, [99.0, 278.0, 851.0, 18.0], shoonya_2s6EE9C96MIIE4, 5759235]
[paragraph, [99.0, 296.0, 851.0, 18.0], shoonya_2s6EE9C96MIIE4, 5759235]
[paragraph, [99.0, 314.0, 851.0, 18.0], shoonya_2s6EE9C96MIIE4, 5759235]
[paragraph, [99.0, 332.0, 851.0, 18.0], shoonya_2s6EE9C96MIIE4, 5759235]
[paragraph, [99.0, 350.0, 851.0, 18.0], shoonya_2s6EE9C96MIIE4, 5759235]
[paragraph, [99.0, 368.0, 851.0, 18.0], shoonya_2s6EE9C96MIIE4, 5759235]
[paragraph, [99.0, 386.0, 851.0, 18.0], shoonya_2s6EE9C96MIIE4, 5759235]
[paragraph, [99.0, 404.0, 851.0, 18.0], shoonya_2s6EE9C96MIIE4, 5759235]
[paragraph, [99.0, 422.0, 851.0, 18.0], shoonya_2s6EE9C96MIIE4, 5759235]
[paragraph, [96.0, 458.0, 855.0, 18.0], D5bA9MpIMo, 5759235]
[paragraph, [96.0, 476.0, 855.0, 18.0], D5bA9MpIMo, 5759235]
[paragraph, [96.0, 494.0, 855.0, 18.0], D5bA9MpIMo, 5759235]
[paragraph, [96.0, 512.0, 855.0, 18.0], D5bA9MpIMo, 5759235]
[paragraph, [96.0, 530.0, 855.0, 18.0], D5bA9MpIMo, 5759235]
[paragraph, [106.0, 575.0, 830.0, 18.0], 9OpKage9oy, 5759235]
[paragraph, [106.0, 593.0, 830.0, 18.0], 9OpKage9oy, 5759235]
[paragraph, [106.0, 611.0, 830.0, 18.0], 9OpKage9oy, 5759235]
[paragraph, [106.0, 629.0, 830.0, 18.0], 9OpKage9oy, 5759235]
[paragraph, [106.0, 647.0, 830.0, 18.0], 9OpKage9oy, 5759235]
[section-title, [212.0, 732.0, 319.0, 30.0], wjNcZMBxIu, 5759235]
[paragraph, [99.0, 807.0, 847.0, 18.0], dp1Q5LvJnR, 5759235]
[paragraph, [99.0, 825.0, 847.0, 18.0], dp1Q5LvJnR, 5759235]
[paragraph, [99.0, 843.0, 847.0, 18.0], dp1Q5LvJnR, 5759235]
[paragraph, [95.0, 884.0, 858.0, 18.0], DRnF_EzIMN, 5759235]
[paragraph, [95.0, 902.0, 858.0, 18.0], DRnF_EzIMN, 5759235]
[paragraph, [95.0, 920.0, 858.0, 18.0], DRnF_EzIMN, 5759235]
[paragraph, [95.0, 938.0, 858.0, 18.0], DRnF_EzIMN, 5759235]
[paragraph, [95.0, 956.0, 858.0, 18.0], DRnF_EzIMN, 5759235]
[paragraph, [95.0, 974.0, 858.0, 18.0], DRnF_EzIMN, 5759235]
[section-title, [214.0, 1058.0, 595.0, 30.0], kd-sUTLzox, 5759235]
[paragraph, [99.0, 1129.0, 848.0, 18.0], shoonya_4s40NDX9FTRNJC, 5759235]
[paragraph, [99.0, 1147.0, 848.0, 18.0], shoonya_4s40NDX9FTRNJC, 5759235]
[paragraph, [99.0, 1165.0, 848.0, 18.0], shoonya_4s40NDX9FTRNJC, 5759235]
[paragraph, [99.0, 1183.0, 848.0, 18.0], shoonya_4s40NDX9FTRNJC, 5759235]
[paragraph, [99.0, 1201.0, 848.0, 18.0], shoonya_4s40NDX9FTRNJC, 5759235]
[paragraph, [99.0, 1219.0, 848.0, 18.0], shoonya_4s40NDX9FTRNJC, 5759235]
[paragraph, [99.0, 1237.0, 848.0, 18.0], shoonya_4s40NDX9FTRNJC, 5759235]
[paragraph, [99.0, 1255.0, 848.0, 18.0], shoonya_4s40NDX9FTRNJC, 5759235]
[paragraph, [99.0, 1273.0, 848.0, 18.0], shoonya_4s40NDX9FTRNJC, 5759235]
[paragraph, [99.0, 1291.0, 848.0, 18.0], shoonya_4s40NDX9FTRNJC, 5759235]
[folio, [96.0, 1343.0, 166.0, 18.0], shoonya_1sLK2YFGAUHHG3, 5759235]
