[1818, 1374]
[folio, [480.0, 108.0, 408.0, 36.0], shoonya_2sRE3T8FPCLQIB, 5682915]
[paragraph, [692.0, 180.0, 577.0, 36.0], shoonya_4sYY5VRDW6CKP0, 5682915]
[paragraph, [692.0, 216.0, 577.0, 36.0], shoonya_4sYY5VRDW6CKP0, 5682915]
[paragraph, [692.0, 252.0, 577.0, 36.0], shoonya_4sYY5VRDW6CKP0, 5682915]
[paragraph, [692.0, 288.0, 577.0, 36.0], shoonya_4sYY5VRDW6CKP0, 5682915]
[paragraph, [692.0, 324.0, 577.0, 36.0], shoonya_4sYY5VRDW6CKP0, 5682915]
[paragraph, [692.0, 360.0, 577.0, 36.0], shoonya_4sYY5VRDW6CKP0, 5682915]
[paragraph, [692.0, 396.0, 577.0, 36.0], shoonya_4sYY5VRDW6CKP0, 5682915]
[paragraph, [692.0, 432.0, 577.0, 36.0], shoonya_4sYY5VRDW6CKP0, 5682915]
[paragraph, [692.0, 468.0, 577.0, 36.0], shoonya_4sYY5VRDW6CKP0, 5682915]
[paragraph, [692.0, 504.0, 577.0, 36.0], shoonya_4sYY5VRDW6CKP0, 5682915]
[paragraph, [692.0, 540.0, 577.0, 36.0], shoonya_4sYY5VRDW6CKP0, 5682915]
[paragraph, [692.0, 576.0, 577.0, 36.0], shoonya_4sYY5VRDW6CKP0, 5682915]
[paragraph, [692.0, 612.0, 577.0, 36.0], shoonya_4sYY5VRDW6CKP0, 5682915]
[paragraph, [692.0, 648.0, 577.0, 36.0], shoonya_4sYY5VRDW6CKP0, 5682915]
[paragraph, [692.0, 684.0, 577.0, 36.0], shoonya_4sYY5VRDW6CKP0, 5682915]
[paragraph, [112.0, 183.0, 559.0, 36.0], shoonya_1s7J6A46ZIV3OO, 5682915]
[paragraph, [112.0, 219.0, 559.0, 36.0], shoonya_1s7J6A46ZIV3OO, 5682915]
[paragraph, [112.0, 255.0, 559.0, 36.0], shoonya_1s7J6A46ZIV3OO, 5682915]
[paragraph, [112.0, 291.0, 559.0, 36.0], shoonya_1s7J6A46ZIV3OO, 5682915]
[paragraph, [112.0, 327.0, 559.0, 36.0], shoonya_1s7J6A46ZIV3OO, 5682915]
[paragraph, [112.0, 363.0, 559.0, 36.0], shoonya_1s7J6A46ZIV3OO, 5682915]
[paragraph, [112.0, 399.0, 559.0, 36.0], shoonya_1s7J6A46ZIV3OO, 5682915]
[paragraph, [112.0, 435.0, 559.0, 36.0], shoonya_1s7J6A46ZIV3OO, 5682915]
[paragraph, [144.0, 482.0, 465.0, 36.0], mUy4BXeGB8, 5682915]
[paragraph, [108.0, 524.0, 570.0, 36.0], YA26cIxtc6, 5682915]
[paragraph, [108.0, 560.0, 570.0, 36.0], YA26cIxtc6, 5682915]
[paragraph, [108.0, 596.0, 570.0, 36.0], YA26cIxtc6, 5682915]
[paragraph, [108.0, 632.0, 570.0, 36.0], YA26cIxtc6, 5682915]
[paragraph, [108.0, 668.0, 570.0, 36.0], YA26cIxtc6, 5682915]
[paragraph, [108.0, 704.0, 570.0, 36.0], YA26cIxtc6, 5682915]
[paragraph, [108.0, 740.0, 570.0, 36.0], YA26cIxtc6, 5682915]
[paragraph, [108.0, 776.0, 570.0, 36.0], YA26cIxtc6, 5682915]
[paragraph, [108.0, 812.0, 570.0, 36.0], YA26cIxtc6, 5682915]
[paragraph, [108.0, 848.0, 570.0, 36.0], YA26cIxtc6, 5682915]
[paragraph, [108.0, 884.0, 570.0, 36.0], YA26cIxtc6, 5682915]
[paragraph, [108.0, 920.0, 570.0, 36.0], YA26cIxtc6, 5682915]
[paragraph, [108.0, 956.0, 570.0, 36.0], YA26cIxtc6, 5682915]
[paragraph, [108.0, 992.0, 570.0, 36.0], YA26cIxtc6, 5682915]
