[842, 596]
[paragraph, [48.0, 55.0, 528.0, 18.0], shoonya_0sRU9QVKWUGEMM, 5658301]
[paragraph, [48.0, 73.0, 528.0, 18.0], shoonya_0sRU9QVKWUGEMM, 5658301]
[paragraph, [48.0, 91.0, 528.0, 18.0], shoonya_0sRU9QVKWUGEMM, 5658301]
[paragraph, [48.0, 109.0, 528.0, 18.0], shoonya_0sRU9QVKWUGEMM, 5658301]
[paragraph, [48.0, 127.0, 528.0, 18.0], shoonya_0sRU9QVKWUGEMM, 5658301]
[paragraph, [48.0, 145.0, 528.0, 18.0], shoonya_0sRU9QVKWUGEMM, 5658301]
[paragraph, [48.0, 168.0, 528.0, 18.0], shoonya_1sTLA6QPBVGN7A, 5658301]
[paragraph, [48.0, 186.0, 528.0, 18.0], shoonya_1sTLA6QPBVGN7A, 5658301]
[paragraph, [48.0, 204.0, 528.0, 18.0], shoonya_1sTLA6QPBVGN7A, 5658301]
[paragraph, [48.0, 222.0, 528.0, 18.0], shoonya_1sTLA6QPBVGN7A, 5658301]
[paragraph, [48.0, 240.0, 528.0, 18.0], shoonya_1sTLA6QPBVGN7A, 5658301]
[paragraph, [48.0, 258.0, 528.0, 18.0], shoonya_1sTLA6QPBVGN7A, 5658301]
[paragraph, [48.0, 276.0, 528.0, 18.0], shoonya_1sTLA6QPBVGN7A, 5658301]
[paragraph, [48.0, 294.0, 528.0, 18.0], shoonya_1sTLA6QPBVGN7A, 5658301]
[paragraph, [54.0, 316.0, 526.0, 18.0], shoonya_8sJR0DCJ5VMCSQ, 5658301]
[paragraph, [54.0, 334.0, 526.0, 18.0], shoonya_8sJR0DCJ5VMCSQ, 5658301]
[paragraph, [54.0, 352.0, 526.0, 18.0], shoonya_8sJR0DCJ5VMCSQ, 5658301]
[paragraph, [54.0, 370.0, 526.0, 18.0], shoonya_8sJR0DCJ5VMCSQ, 5658301]
[paragraph, [54.0, 388.0, 526.0, 18.0], shoonya_8sJR0DCJ5VMCSQ, 5658301]
[paragraph, [54.0, 406.0, 526.0, 18.0], shoonya_8sJR0DCJ5VMCSQ, 5658301]
[paragraph, [54.0, 424.0, 526.0, 18.0], shoonya_8sJR0DCJ5VMCSQ, 5658301]
[paragraph, [54.0, 442.0, 526.0, 18.0], shoonya_8sJR0DCJ5VMCSQ, 5658301]
[paragraph, [54.0, 460.0, 526.0, 18.0], shoonya_8sJR0DCJ5VMCSQ, 5658301]
[paragraph, [54.0, 478.0, 526.0, 18.0], shoonya_8sJR0DCJ5VMCSQ, 5658301]
[paragraph, [51.0, 500.0, 523.0, 18.0], shoonya_7s3OFXAMXHYXEF, 5658301]
[paragraph, [51.0, 518.0, 523.0, 18.0], shoonya_7s3OFXAMXHYXEF, 5658301]
[ordered-list, [45.0, 555.0, 548.0, 18.0], shoonya_6sYUC30KEP24ME, 5658301]
[ordered-list, [45.0, 573.0, 548.0, 18.0], shoonya_6sYUC30KEP24ME, 5658301]
[ordered-list, [45.0, 591.0, 548.0, 18.0], shoonya_6sYUC30KEP24ME, 5658301]
[ordered-list, [45.0, 609.0, 548.0, 18.0], shoonya_6sYUC30KEP24ME, 5658301]
[ordered-list, [45.0, 627.0, 548.0, 18.0], shoonya_6sYUC30KEP24ME, 5658301]
[ordered-list, [45.0, 645.0, 548.0, 18.0], shoonya_6sYUC30KEP24ME, 5658301]
[ordered-list, [45.0, 663.0, 548.0, 18.0], shoonya_6sYUC30KEP24ME, 5658301]
[ordered-list, [45.0, 681.0, 548.0, 18.0], shoonya_6sYUC30KEP24ME, 5658301]
[ordered-list, [45.0, 699.0, 548.0, 18.0], shoonya_6sYUC30KEP24ME, 5658301]
[ordered-list, [45.0, 717.0, 548.0, 18.0], shoonya_6sYUC30KEP24ME, 5658301]
[sub-ordered-list, [54.0, 574.0, 528.0, 18.0], 76d1pjwYdT, 5658301]
[sub-ordered-list, [54.0, 592.0, 528.0, 18.0], 76d1pjwYdT, 5658301]
[sub-ordered-list, [54.0, 610.0, 528.0, 18.0], 76d1pjwYdT, 5658301]
[sub-ordered-list, [54.0, 628.0, 528.0, 18.0], 76d1pjwYdT, 5658301]
[sub-ordered-list, [54.0, 646.0, 528.0, 18.0], 76d1pjwYdT, 5658301]
[sub-ordered-list, [54.0, 664.0, 528.0, 18.0], 76d1pjwYdT, 5658301]
[sub-ordered-list, [54.0, 682.0, 528.0, 18.0], 76d1pjwYdT, 5658301]
[sub-ordered-list, [54.0, 700.0, 528.0, 18.0], 76d1pjwYdT, 5658301]
[sub-ordered-list, [54.0, 718.0, 528.0, 18.0], 76d1pjwYdT, 5658301]
[subsub-ordered-list, [65.0, 590.0, 498.0, 18.0], 6DEbxo-dUw, 5658301]
[subsub-ordered-list, [65.0, 608.0, 498.0, 18.0], 6DEbxo-dUw, 5658301]
[subsub-ordered-list, [65.0, 626.0, 498.0, 18.0], 6DEbxo-dUw, 5658301]
[subsub-ordered-list, [65.0, 644.0, 498.0, 18.0], 6DEbxo-dUw, 5658301]
[footnote, [75.0, 767.0, 481.0, 18.0], CEHvwvNyZM, 5658301]
[footnote, [75.0, 785.0, 481.0, 18.0], CEHvwvNyZM, 5658301]
