[5045, 3613]
[figure-caption, [2380.0, 453.0, 867.0, 52.5], E_C9eDTIK8, 6473718]
[figure-caption, [2380.0, 505.5, 867.0, 52.5], E_C9eDTIK8, 6473718]
[figure-caption, [2380.0, 558.0, 867.0, 52.5], E_C9eDTIK8, 6473718]
[figure-caption, [2380.0, 610.5, 867.0, 52.5], E_C9eDTIK8, 6473718]
[figure-caption, [2380.0, 663.0, 867.0, 52.5], E_C9eDTIK8, 6473718]
[figure-caption, [2380.0, 715.5, 867.0, 52.5], E_C9eDTIK8, 6473718]
[figure-caption, [2380.0, 768.0, 867.0, 52.5], E_C9eDTIK8, 6473718]
[figure-caption, [2380.0, 820.5, 867.0, 52.5], E_C9eDTIK8, 6473718]
[figure-caption, [2380.0, 873.0, 867.0, 52.5], E_C9eDTIK8, 6473718]
[figure-caption, [2380.0, 925.5, 867.0, 52.5], E_C9eDTIK8, 6473718]
[figure-caption, [2380.0, 978.0, 867.0, 52.5], E_C9eDTIK8, 6473718]
[figure-caption, [564.0, 1296.0, 736.0, 52.5], trmR9zKIT0, 6473718]
[figure-caption, [564.0, 1348.5, 736.0, 52.5], trmR9zKIT0, 6473718]
[figure-caption, [564.0, 1401.0, 736.0, 52.5], trmR9zKIT0, 6473718]
[figure-caption, [564.0, 1453.5, 736.0, 52.5], trmR9zKIT0, 6473718]
[figure-caption, [564.0, 1506.0, 736.0, 52.5], trmR9zKIT0, 6473718]
[figure-caption, [564.0, 1558.5, 736.0, 52.5], trmR9zKIT0, 6473718]
[figure-caption, [564.0, 1611.0, 736.0, 52.5], trmR9zKIT0, 6473718]
[figure-caption, [564.0, 1663.5, 736.0, 52.5], trmR9zKIT0, 6473718]
[sidebar, [207.0, 1924.0, 1499.0, 52.5], wLgHiSuKF3, 6473718]
[sidebar, [207.0, 1976.5, 1499.0, 52.5], wLgHiSuKF3, 6473718]
[sidebar, [207.0, 2029.0, 1499.0, 52.5], wLgHiSuKF3, 6473718]
[sidebar, [207.0, 2081.5, 1499.0, 52.5], wLgHiSuKF3, 6473718]
[sidebar, [207.0, 2134.0, 1499.0, 52.5], wLgHiSuKF3, 6473718]
[sidebar, [207.0, 2186.5, 1499.0, 52.5], wLgHiSuKF3, 6473718]
[sidebar, [207.0, 2239.0, 1499.0, 52.5], wLgHiSuKF3, 6473718]
[sidebar, [207.0, 2291.5, 1499.0, 52.5], wLgHiSuKF3, 6473718]
[sidebar, [207.0, 2344.0, 1499.0, 52.5], wLgHiSuKF3, 6473718]
[sidebar, [207.0, 2396.5, 1499.0, 52.5], wLgHiSuKF3, 6473718]
[sidebar, [207.0, 2449.0, 1499.0, 52.5], wLgHiSuKF3, 6473718]
[sidebar, [1585.0, 3238.0, 1241.0, 52.5], peOri40xCI, 6473718]
[sidebar, [1585.0, 3290.5, 1241.0, 52.5], peOri40xCI, 6473718]
[sidebar, [1585.0, 3343.0, 1241.0, 52.5], peOri40xCI, 6473718]
[sidebar, [1585.0, 3395.5, 1241.0, 52.5], peOri40xCI, 6473718]
[folio, [203.0, 3938.0, 3220.0, 52.5], GdGmaJ3cIo, 6473718]
[folio, [203.0, 3990.5, 3220.0, 52.5], GdGmaJ3cIo, 6473718]
[folio, [203.0, 4043.0, 3220.0, 52.5], GdGmaJ3cIo, 6473718]
[folio, [203.0, 4095.5, 3220.0, 52.5], GdGmaJ3cIo, 6473718]
[folio, [203.0, 4148.0, 3220.0, 52.5], GdGmaJ3cIo, 6473718]
[folio, [203.0, 4200.5, 3220.0, 52.5], GdGmaJ3cIo, 6473718]
[folio, [203.0, 4253.0, 3220.0, 52.5], GdGmaJ3cIo, 6473718]
[folio, [203.0, 4305.5, 3220.0, 52.5], GdGmaJ3cIo, 6473718]
[folio, [203.0, 4358.0, 3220.0, 52.5], GdGmaJ3cIo, 6473718]
[folio, [203.0, 4410.5, 3220.0, 52.5], GdGmaJ3cIo, 6473718]
[contact-info, [2023.0, 4656.0, 1386.0, 52.5], heSgkDymLX, 6473718]
[contact-info, [2023.0, 4708.5, 1386.0, 52.5], heSgkDymLX, 6473718]
[contact-info, [2023.0, 4761.0, 1386.0, 52.5], heSgkDymLX, 6473718]
[contact-info, [2023.0, 4813.5, 1386.0, 52.5], heSgkDymLX, 6473718]
[folio, [3134.0, 4919.0, 288.0, 52.5], shoonya_4sZQWGRG3B5D1O, 6473718]
