[1518, 1075]
[paragraph, [110.0, 170.0, 436.0, 36.0], rVgB1NveBG, 5722161]
[paragraph, [555.0, 170.0, 437.0, 36.0], piioMFUai5, 5722161]
[paragraph, [554.0, 232.0, 437.0, 36.0], K5FcXyFGTB, 5722161]
[paragraph, [554.0, 268.0, 437.0, 36.0], K5FcXyFGTB, 5722161]
[paragraph, [554.0, 304.0, 437.0, 36.0], K5FcXyFGTB, 5722161]
[paragraph, [554.0, 340.0, 437.0, 36.0], K5FcXyFGTB, 5722161]
[paragraph, [554.0, 376.0, 437.0, 36.0], K5FcXyFGTB, 5722161]
[paragraph, [554.0, 412.0, 437.0, 36.0], K5FcXyFGTB, 5722161]
[paragraph, [554.0, 448.0, 437.0, 36.0], K5FcXyFGTB, 5722161]
[paragraph, [554.0, 484.0, 437.0, 36.0], K5FcXyFGTB, 5722161]
[paragraph, [554.0, 520.0, 437.0, 36.0], K5FcXyFGTB, 5722161]
[paragraph, [554.0, 556.0, 437.0, 36.0], K5FcXyFGTB, 5722161]
[paragraph, [554.0, 592.0, 437.0, 36.0], K5FcXyFGTB, 5722161]
[paragraph, [554.0, 628.0, 437.0, 36.0], K5FcXyFGTB, 5722161]
[paragraph, [554.0, 664.0, 437.0, 36.0], K5FcXyFGTB, 5722161]
[paragraph, [107.0, 233.0, 438.0, 36.0], SYWh0lFIWH, 5722161]
[paragraph, [107.0, 269.0, 438.0, 36.0], SYWh0lFIWH, 5722161]
[paragraph, [107.0, 305.0, 438.0, 36.0], SYWh0lFIWH, 5722161]
[paragraph, [107.0, 341.0, 438.0, 36.0], SYWh0lFIWH, 5722161]
[paragraph, [107.0, 377.0, 438.0, 36.0], SYWh0lFIWH, 5722161]
[paragraph, [107.0, 413.0, 438.0, 36.0], SYWh0lFIWH, 5722161]
[paragraph, [107.0, 449.0, 438.0, 36.0], SYWh0lFIWH, 5722161]
[paragraph, [107.0, 485.0, 438.0, 36.0], SYWh0lFIWH, 5722161]
[paragraph, [107.0, 538.0, 437.0, 36.0], mju2s8y3Ya, 5722161]
[paragraph, [107.0, 574.0, 437.0, 36.0], mju2s8y3Ya, 5722161]
[paragraph, [107.0, 610.0, 437.0, 36.0], mju2s8y3Ya, 5722161]
[paragraph, [107.0, 646.0, 437.0, 36.0], mju2s8y3Ya, 5722161]
[paragraph, [107.0, 682.0, 437.0, 36.0], mju2s8y3Ya, 5722161]
[paragraph, [107.0, 718.0, 437.0, 36.0], mju2s8y3Ya, 5722161]
[paragraph, [107.0, 754.0, 437.0, 36.0], mju2s8y3Ya, 5722161]
[paragraph, [107.0, 790.0, 437.0, 36.0], mju2s8y3Ya, 5722161]
[paragraph, [107.0, 826.0, 437.0, 36.0], mju2s8y3Ya, 5722161]
[paragraph, [107.0, 862.0, 437.0, 36.0], mju2s8y3Ya, 5722161]
[paragraph, [107.0, 898.0, 437.0, 36.0], mju2s8y3Ya, 5722161]
[paragraph, [107.0, 934.0, 437.0, 36.0], mju2s8y3Ya, 5722161]
[paragraph, [107.0, 970.0, 437.0, 36.0], mju2s8y3Ya, 5722161]
[paragraph, [107.0, 1006.0, 437.0, 36.0], mju2s8y3Ya, 5722161]
[paragraph, [107.0, 1042.0, 437.0, 36.0], mju2s8y3Ya, 5722161]
[paragraph, [107.0, 1078.0, 437.0, 36.0], mju2s8y3Ya, 5722161]
[paragraph, [107.0, 1114.0, 437.0, 36.0], mju2s8y3Ya, 5722161]
[paragraph, [107.0, 1150.0, 437.0, 36.0], mju2s8y3Ya, 5722161]
[paragraph, [107.0, 1186.0, 437.0, 36.0], mju2s8y3Ya, 5722161]
[paragraph, [107.0, 1222.0, 437.0, 36.0], mju2s8y3Ya, 5722161]
[paragraph, [107.0, 1258.0, 437.0, 36.0], mju2s8y3Ya, 5722161]
[paragraph, [107.0, 1294.0, 437.0, 36.0], mju2s8y3Ya, 5722161]
[paragraph, [555.0, 732.0, 438.0, 36.0], wq4e3PW49b, 5722161]
[paragraph, [555.0, 768.0, 438.0, 36.0], wq4e3PW49b, 5722161]
[paragraph, [555.0, 804.0, 438.0, 36.0], wq4e3PW49b, 5722161]
[paragraph, [555.0, 840.0, 438.0, 36.0], wq4e3PW49b, 5722161]
[paragraph, [555.0, 876.0, 438.0, 36.0], wq4e3PW49b, 5722161]
[paragraph, [555.0, 912.0, 438.0, 36.0], wq4e3PW49b, 5722161]
[paragraph, [555.0, 948.0, 438.0, 36.0], wq4e3PW49b, 5722161]
[paragraph, [555.0, 984.0, 438.0, 36.0], wq4e3PW49b, 5722161]
[paragraph, [555.0, 1020.0, 438.0, 36.0], wq4e3PW49b, 5722161]
[paragraph, [555.0, 1056.0, 438.0, 36.0], wq4e3PW49b, 5722161]
[paragraph, [555.0, 1092.0, 438.0, 36.0], wq4e3PW49b, 5722161]
[paragraph, [555.0, 1128.0, 438.0, 36.0], wq4e3PW49b, 5722161]
[paragraph, [555.0, 1164.0, 438.0, 36.0], wq4e3PW49b, 5722161]
[paragraph, [555.0, 1200.0, 438.0, 36.0], wq4e3PW49b, 5722161]
[paragraph, [555.0, 1236.0, 438.0, 36.0], wq4e3PW49b, 5722161]
[paragraph, [555.0, 1272.0, 438.0, 36.0], wq4e3PW49b, 5722161]
