[6000, 4167]
[folio, [1250.0, 625.0, 1724.0, 52.5], DGaoCx_vEQ, 5721721]
[folio, [1250.0, 677.5, 1724.0, 52.5], DGaoCx_vEQ, 5721721]
[folio, [1250.0, 730.0, 1724.0, 52.5], DGaoCx_vEQ, 5721721]
[paragraph, [608.0, 881.0, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 933.5, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 986.0, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 1038.5, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 1091.0, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 1143.5, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 1196.0, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 1248.5, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 1301.0, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 1353.5, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 1406.0, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 1458.5, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 1511.0, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 1563.5, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 1616.0, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 1668.5, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 1721.0, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 1773.5, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 1826.0, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 1878.5, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 1931.0, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 1983.5, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 2036.0, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 2088.5, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 2141.0, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 2193.5, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 2246.0, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 2298.5, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 2351.0, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 2403.5, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 2456.0, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 2508.5, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 2561.0, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 2613.5, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 2666.0, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
[paragraph, [608.0, 2718.5, 2994.0, 52.5], shoonya_1s949APDQOUB89, 5721721]
