[842, 595]
[contact-info, [181.0, 55.0, 256.0, 18.0], qkoBpQgZzT, 5772725]
[contact-info, [181.0, 73.0, 256.0, 18.0], qkoBpQgZzT, 5772725]
[folio, [138.0, 120.0, 262.0, 18.0], shoonya_1sCG84JUE1SB7Z, 5772725]
[ordered-list, [59.0, 155.0, 472.0, 18.0], shoonya_0sNS00OZUDC9LM, 5772725]
[ordered-list, [59.0, 173.0, 472.0, 18.0], shoonya_0sNS00OZUDC9LM, 5772725]
[ordered-list, [59.0, 191.0, 472.0, 18.0], shoonya_0sNS00OZUDC9LM, 5772725]
[ordered-list, [59.0, 209.0, 472.0, 18.0], shoonya_0sNS00OZUDC9LM, 5772725]
[ordered-list, [59.0, 227.0, 472.0, 18.0], shoonya_0sNS00OZUDC9LM, 5772725]
[unordered-list, [51.0, 255.0, 519.0, 18.0], Sgiwz37x8K, 5772725]
[unordered-list, [51.0, 273.0, 519.0, 18.0], Sgiwz37x8K, 5772725]
[unordered-list, [51.0, 291.0, 519.0, 18.0], Sgiwz37x8K, 5772725]
[unordered-list, [51.0, 309.0, 519.0, 18.0], Sgiwz37x8K, 5772725]
[unordered-list, [51.0, 327.0, 519.0, 18.0], Sgiwz37x8K, 5772725]
[unordered-list, [51.0, 345.0, 519.0, 18.0], Sgiwz37x8K, 5772725]
[unordered-list, [51.0, 363.0, 519.0, 18.0], Sgiwz37x8K, 5772725]
[unordered-list, [51.0, 381.0, 519.0, 18.0], Sgiwz37x8K, 5772725]
[unordered-list, [51.0, 399.0, 519.0, 18.0], Sgiwz37x8K, 5772725]
[unordered-list, [51.0, 417.0, 519.0, 18.0], Sgiwz37x8K, 5772725]
[unordered-list, [51.0, 435.0, 519.0, 18.0], Sgiwz37x8K, 5772725]
[unordered-list, [51.0, 453.0, 519.0, 18.0], Sgiwz37x8K, 5772725]
[unordered-list, [51.0, 471.0, 519.0, 18.0], Sgiwz37x8K, 5772725]
[unordered-list, [51.0, 489.0, 519.0, 18.0], Sgiwz37x8K, 5772725]
[ordered-list, [200.0, 260.0, 349.0, 18.0], GLPp3-fVce, 5772725]
[ordered-list, [200.0, 278.0, 349.0, 18.0], GLPp3-fVce, 5772725]
[ordered-list, [222.0, 292.0, 234.0, 18.0], XWP6BQHfpx, 5772725]
[ordered-list, [132.0, 337.0, 369.0, 18.0], SiKCOtQqvV, 5772725]
[ordered-list, [225.0, 371.0, 75.0, 18.0], uJfDCIqM4Y, 5772725]
[ordered-list, [225.0, 389.0, 75.0, 18.0], uJfDCIqM4Y, 5772725]
[ordered-list, [224.0, 409.0, 338.0, 18.0], JRibmXWsL1, 5772725]
[ordered-list, [224.0, 427.0, 338.0, 18.0], JRibmXWsL1, 5772725]
[ordered-list, [224.0, 445.0, 338.0, 18.0], JRibmXWsL1, 5772725]
[ordered-list, [224.0, 463.0, 338.0, 18.0], JRibmXWsL1, 5772725]
[ordered-list, [224.0, 481.0, 338.0, 18.0], JRibmXWsL1, 5772725]
[sub-ordered-list, [245.0, 414.0, 297.0, 18.0], 61yhHq9z7P, 5772725]
[sub-ordered-list, [245.0, 432.0, 297.0, 18.0], 61yhHq9z7P, 5772725]
[sub-ordered-list, [248.0, 455.0, 295.0, 18.0], 0WrC_6QWDb, 5772725]
[sub-ordered-list, [248.0, 473.0, 295.0, 18.0], 0WrC_6QWDb, 5772725]
[ordered-list, [91.0, 526.0, 362.0, 18.0], RaT9yZclNa, 5772725]
[ordered-list, [91.0, 544.0, 362.0, 18.0], RaT9yZclNa, 5772725]
[ordered-list, [91.0, 562.0, 362.0, 18.0], RaT9yZclNa, 5772725]
[ordered-list, [91.0, 580.0, 362.0, 18.0], RaT9yZclNa, 5772725]
[ordered-list, [91.0, 598.0, 362.0, 18.0], RaT9yZclNa, 5772725]
[ordered-list, [91.0, 616.0, 362.0, 18.0], RaT9yZclNa, 5772725]
[ordered-list, [91.0, 634.0, 362.0, 18.0], RaT9yZclNa, 5772725]
[ordered-list, [91.0, 652.0, 362.0, 18.0], RaT9yZclNa, 5772725]
