[2534, 1951]
[folio, [499.0, 0.0, 723.0, 46.5], shoonya_1sIKD9KFXQO22T, 5684299]
[folio, [499.0, 46.5, 723.0, 46.5], shoonya_1sIKD9KFXQO22T, 5684299]
[paragraph, [37.0, 207.0, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 253.5, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 300.0, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 346.5, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 393.0, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 439.5, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 486.0, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 532.5, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 579.0, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 625.5, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 672.0, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 718.5, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 765.0, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 811.5, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 858.0, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 904.5, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 951.0, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 997.5, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 1044.0, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 1090.5, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 1137.0, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 1183.5, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 1230.0, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 1276.5, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 1323.0, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 1369.5, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 1416.0, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 1462.5, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 1509.0, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 1555.5, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 1602.0, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 1648.5, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 1695.0, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 1741.5, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 1788.0, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 1834.5, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 1881.0, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 1927.5, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 1974.0, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 2020.5, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 2067.0, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 2113.5, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 2160.0, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 2206.5, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 2253.0, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 2299.5, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 2346.0, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
[paragraph, [37.0, 2392.5, 1794.0, 46.5], shoonya_0sHHRYPZU44A3C, 5684299]
