[1350, 900]
[folio, [527.0, 168.0, 185.0, 18.0], R6KySQUUeb, 5759853]
[paragraph, [174.0, 220.0, 562.0, 18.0], shoonya_1sU1QYZA50IWC5, 5759853]
[paragraph, [174.0, 238.0, 562.0, 18.0], shoonya_1sU1QYZA50IWC5, 5759853]
[paragraph, [174.0, 256.0, 562.0, 18.0], shoonya_1sU1QYZA50IWC5, 5759853]
[paragraph, [174.0, 274.0, 562.0, 18.0], shoonya_1sU1QYZA50IWC5, 5759853]
[paragraph, [174.0, 292.0, 562.0, 18.0], shoonya_1sU1QYZA50IWC5, 5759853]
[paragraph, [174.0, 310.0, 562.0, 18.0], shoonya_1sU1QYZA50IWC5, 5759853]
[paragraph, [174.0, 328.0, 562.0, 18.0], shoonya_1sU1QYZA50IWC5, 5759853]
[paragraph, [174.0, 346.0, 562.0, 18.0], shoonya_1sU1QYZA50IWC5, 5759853]
[paragraph, [174.0, 364.0, 562.0, 18.0], shoonya_1sU1QYZA50IWC5, 5759853]
[paragraph, [174.0, 382.0, 562.0, 18.0], shoonya_1sU1QYZA50IWC5, 5759853]
[paragraph, [174.0, 400.0, 562.0, 18.0], shoonya_1sU1QYZA50IWC5, 5759853]
[paragraph, [174.0, 418.0, 562.0, 18.0], shoonya_1sU1QYZA50IWC5, 5759853]
[paragraph, [174.0, 436.0, 562.0, 18.0], shoonya_1sU1QYZA50IWC5, 5759853]
[paragraph, [174.0, 454.0, 562.0, 18.0], shoonya_1sU1QYZA50IWC5, 5759853]
[paragraph, [174.0, 472.0, 562.0, 18.0], shoonya_1sU1QYZA50IWC5, 5759853]
[paragraph, [174.0, 490.0, 562.0, 18.0], shoonya_1sU1QYZA50IWC5, 5759853]
[paragraph, [174.0, 508.0, 562.0, 18.0], shoonya_1sU1QYZA50IWC5, 5759853]
[paragraph, [174.0, 526.0, 562.0, 18.0], shoonya_1sU1QYZA50IWC5, 5759853]
[paragraph, [177.0, 565.0, 561.0, 18.0], shoonya_0sX2ZTTOUHMWCF, 5759853]
[paragraph, [177.0, 583.0, 561.0, 18.0], shoonya_0sX2ZTTOUHMWCF, 5759853]
[paragraph, [177.0, 601.0, 561.0, 18.0], shoonya_0sX2ZTTOUHMWCF, 5759853]
[paragraph, [177.0, 619.0, 561.0, 18.0], shoonya_0sX2ZTTOUHMWCF, 5759853]
[paragraph, [177.0, 637.0, 561.0, 18.0], shoonya_0sX2ZTTOUHMWCF, 5759853]
[paragraph, [177.0, 655.0, 561.0, 18.0], shoonya_0sX2ZTTOUHMWCF, 5759853]
[paragraph, [177.0, 673.0, 561.0, 18.0], shoonya_0sX2ZTTOUHMWCF, 5759853]
[paragraph, [177.0, 691.0, 561.0, 18.0], shoonya_0sX2ZTTOUHMWCF, 5759853]
[paragraph, [177.0, 709.0, 561.0, 18.0], shoonya_0sX2ZTTOUHMWCF, 5759853]
[paragraph, [177.0, 727.0, 561.0, 18.0], shoonya_0sX2ZTTOUHMWCF, 5759853]
[paragraph, [177.0, 745.0, 561.0, 18.0], shoonya_0sX2ZTTOUHMWCF, 5759853]
[paragraph, [177.0, 763.0, 561.0, 18.0], shoonya_0sX2ZTTOUHMWCF, 5759853]
[paragraph, [177.0, 781.0, 561.0, 18.0], shoonya_0sX2ZTTOUHMWCF, 5759853]
[paragraph, [177.0, 799.0, 561.0, 18.0], shoonya_0sX2ZTTOUHMWCF, 5759853]
[paragraph, [177.0, 817.0, 561.0, 18.0], shoonya_0sX2ZTTOUHMWCF, 5759853]
[paragraph, [177.0, 835.0, 561.0, 18.0], shoonya_0sX2ZTTOUHMWCF, 5759853]
[paragraph, [177.0, 853.0, 561.0, 18.0], shoonya_0sX2ZTTOUHMWCF, 5759853]
[paragraph, [177.0, 871.0, 561.0, 18.0], shoonya_0sX2ZTTOUHMWCF, 5759853]
[paragraph, [177.0, 889.0, 561.0, 18.0], shoonya_0sX2ZTTOUHMWCF, 5759853]
[paragraph, [177.0, 907.0, 561.0, 18.0], shoonya_0sX2ZTTOUHMWCF, 5759853]
[section-title, [182.0, 956.0, 449.0, 30.0], shoonya_4sJ32LN3OEZ6P6, 5759853]
[paragraph, [180.0, 1006.0, 560.0, 18.0], shoonya_3s7J63P2Z1FH8M, 5759853]
[paragraph, [180.0, 1024.0, 560.0, 18.0], shoonya_3s7J63P2Z1FH8M, 5759853]
[paragraph, [180.0, 1042.0, 560.0, 18.0], shoonya_3s7J63P2Z1FH8M, 5759853]
[paragraph, [180.0, 1060.0, 560.0, 18.0], shoonya_3s7J63P2Z1FH8M, 5759853]
[paragraph, [180.0, 1078.0, 560.0, 18.0], shoonya_3s7J63P2Z1FH8M, 5759853]
[paragraph, [180.0, 1096.0, 560.0, 18.0], shoonya_3s7J63P2Z1FH8M, 5759853]
[paragraph, [180.0, 1114.0, 560.0, 18.0], shoonya_3s7J63P2Z1FH8M, 5759853]
[paragraph, [180.0, 1132.0, 560.0, 18.0], shoonya_3s7J63P2Z1FH8M, 5759853]
