[847, 612]
[section-title, [246.0, 38.0, 77.0, 30.0], lcPT0Y0O7S, 6460834]
[paragraph, [87.0, 91.0, 374.0, 18.0], shoonya_0s4M5LGQYI9TQH, 6460834]
[paragraph, [87.0, 109.0, 374.0, 18.0], shoonya_0s4M5LGQYI9TQH, 6460834]
[paragraph, [87.0, 127.0, 374.0, 18.0], shoonya_0s4M5LGQYI9TQH, 6460834]
[paragraph, [87.0, 145.0, 374.0, 18.0], shoonya_0s4M5LGQYI9TQH, 6460834]
[paragraph, [87.0, 163.0, 374.0, 18.0], shoonya_0s4M5LGQYI9TQH, 6460834]
[paragraph, [87.0, 181.0, 374.0, 18.0], shoonya_0s4M5LGQYI9TQH, 6460834]
[paragraph, [87.0, 199.0, 374.0, 18.0], shoonya_0s4M5LGQYI9TQH, 6460834]
[paragraph, [88.0, 222.0, 368.0, 18.0], tMi5_D-Pw1, 6460834]
[paragraph, [88.0, 240.0, 368.0, 18.0], tMi5_D-Pw1, 6460834]
[paragraph, [88.0, 258.0, 368.0, 18.0], tMi5_D-Pw1, 6460834]
[paragraph, [88.0, 276.0, 368.0, 18.0], tMi5_D-Pw1, 6460834]
[paragraph, [88.0, 294.0, 368.0, 18.0], tMi5_D-Pw1, 6460834]
[paragraph, [88.0, 312.0, 368.0, 18.0], tMi5_D-Pw1, 6460834]
[paragraph, [88.0, 330.0, 368.0, 18.0], tMi5_D-Pw1, 6460834]
[paragraph, [93.0, 353.0, 335.0, 18.0], p2Zh0WQByE, 6460834]
[paragraph, [93.0, 371.0, 335.0, 18.0], p2Zh0WQByE, 6460834]
[paragraph, [93.0, 389.0, 335.0, 18.0], p2Zh0WQByE, 6460834]
[paragraph, [93.0, 407.0, 335.0, 18.0], p2Zh0WQByE, 6460834]
[paragraph, [93.0, 425.0, 335.0, 18.0], p2Zh0WQByE, 6460834]
[paragraph, [93.0, 443.0, 335.0, 18.0], p2Zh0WQByE, 6460834]
[paragraph, [93.0, 461.0, 335.0, 18.0], p2Zh0WQByE, 6460834]
[paragraph, [88.0, 483.0, 406.0, 18.0], EFTmIEjHTp, 6460834]
[paragraph, [88.0, 501.0, 406.0, 18.0], EFTmIEjHTp, 6460834]
[paragraph, [88.0, 519.0, 406.0, 18.0], EFTmIEjHTp, 6460834]
[paragraph, [88.0, 537.0, 406.0, 18.0], EFTmIEjHTp, 6460834]
[paragraph, [88.0, 555.0, 406.0, 18.0], EFTmIEjHTp, 6460834]
[paragraph, [88.0, 573.0, 406.0, 18.0], EFTmIEjHTp, 6460834]
[paragraph, [86.0, 607.0, 440.0, 18.0], UrpLtFq3Vq, 6460834]
[paragraph, [86.0, 625.0, 440.0, 18.0], UrpLtFq3Vq, 6460834]
[paragraph, [86.0, 643.0, 440.0, 18.0], UrpLtFq3Vq, 6460834]
[paragraph, [86.0, 661.0, 440.0, 18.0], UrpLtFq3Vq, 6460834]
[paragraph, [86.0, 679.0, 440.0, 18.0], UrpLtFq3Vq, 6460834]
[paragraph, [85.0, 705.0, 442.0, 18.0], C7SojPMDTQ, 6460834]
[paragraph, [85.0, 723.0, 442.0, 18.0], C7SojPMDTQ, 6460834]
[paragraph, [85.0, 741.0, 442.0, 18.0], C7SojPMDTQ, 6460834]
[paragraph, [85.0, 759.0, 442.0, 18.0], C7SojPMDTQ, 6460834]
[paragraph, [85.0, 777.0, 442.0, 18.0], C7SojPMDTQ, 6460834]
