[2339, 1656]
[paragraph, [855.0, 95.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 131.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 167.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 203.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 239.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 275.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 311.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 347.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 383.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 419.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 455.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 491.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 527.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 563.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 599.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 635.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 671.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 707.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 743.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 779.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 815.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 851.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 887.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 923.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 959.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 995.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 1031.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 1067.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 1103.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 1139.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 1175.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 1211.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 1247.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 1283.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [855.0, 1319.0, 709.0, 36.0], shoonya_2sB0E371BUBF0Y, 5749828]
[paragraph, [107.0, 112.0, 724.0, 36.0], bA94gCkdTN, 5749828]
[paragraph, [107.0, 148.0, 724.0, 36.0], bA94gCkdTN, 5749828]
[paragraph, [107.0, 184.0, 724.0, 36.0], bA94gCkdTN, 5749828]
[paragraph, [104.0, 221.0, 713.0, 36.0], shoonya_4sIHLA2VM1VQ07, 5749828]
[paragraph, [104.0, 257.0, 713.0, 36.0], shoonya_4sIHLA2VM1VQ07, 5749828]
[paragraph, [104.0, 293.0, 713.0, 36.0], shoonya_4sIHLA2VM1VQ07, 5749828]
[paragraph, [104.0, 329.0, 713.0, 36.0], shoonya_4sIHLA2VM1VQ07, 5749828]
[paragraph, [104.0, 365.0, 713.0, 36.0], shoonya_4sIHLA2VM1VQ07, 5749828]
[paragraph, [104.0, 401.0, 713.0, 36.0], shoonya_4sIHLA2VM1VQ07, 5749828]
[paragraph, [104.0, 437.0, 713.0, 36.0], shoonya_4sIHLA2VM1VQ07, 5749828]
[paragraph, [104.0, 473.0, 713.0, 36.0], shoonya_4sIHLA2VM1VQ07, 5749828]
[paragraph, [163.0, 545.0, 643.0, 36.0], UDF3fkotsU, 5749828]
[paragraph, [178.0, 595.0, 421.0, 36.0], Tztxa0Hi22, 5749828]
[paragraph, [170.0, 655.0, 329.0, 36.0], fH69GPeBl1, 5749828]
[paragraph, [163.0, 699.0, 591.0, 36.0], UEyZeLUHq7, 5749828]
[paragraph, [157.0, 757.0, 512.0, 36.0], DR616a5Wxc, 5749828]
[paragraph, [118.0, 806.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 842.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 878.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 914.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 950.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 986.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1022.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1058.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1094.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1130.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1166.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1202.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1238.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1274.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1310.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1346.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1382.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1418.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1454.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1490.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1526.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1562.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1598.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1634.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1670.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1706.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1742.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1778.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1814.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1850.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1886.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1922.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1958.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 1994.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 2030.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [118.0, 2066.0, 723.0, 36.0], shoonya_1s6Y267XVIXAZR, 5749828]
[paragraph, [867.0, 1389.0, 702.0, 36.0], shoonya_0s0Z1LY9KSL2KT, 5749828]
[paragraph, [867.0, 1425.0, 702.0, 36.0], shoonya_0s0Z1LY9KSL2KT, 5749828]
[paragraph, [867.0, 1461.0, 702.0, 36.0], shoonya_0s0Z1LY9KSL2KT, 5749828]
[paragraph, [867.0, 1497.0, 702.0, 36.0], shoonya_0s0Z1LY9KSL2KT, 5749828]
[paragraph, [867.0, 1533.0, 702.0, 36.0], shoonya_0s0Z1LY9KSL2KT, 5749828]
[paragraph, [867.0, 1569.0, 702.0, 36.0], shoonya_0s0Z1LY9KSL2KT, 5749828]
[paragraph, [867.0, 1605.0, 702.0, 36.0], shoonya_0s0Z1LY9KSL2KT, 5749828]
[paragraph, [867.0, 1641.0, 702.0, 36.0], shoonya_0s0Z1LY9KSL2KT, 5749828]
[paragraph, [867.0, 1677.0, 702.0, 36.0], shoonya_0s0Z1LY9KSL2KT, 5749828]
[paragraph, [867.0, 1713.0, 702.0, 36.0], shoonya_0s0Z1LY9KSL2KT, 5749828]
[paragraph, [867.0, 1749.0, 702.0, 36.0], shoonya_0s0Z1LY9KSL2KT, 5749828]
[paragraph, [867.0, 1785.0, 702.0, 36.0], shoonya_0s0Z1LY9KSL2KT, 5749828]
[paragraph, [867.0, 1821.0, 702.0, 36.0], shoonya_0s0Z1LY9KSL2KT, 5749828]
[paragraph, [867.0, 1857.0, 702.0, 36.0], shoonya_0s0Z1LY9KSL2KT, 5749828]
[paragraph, [867.0, 1893.0, 702.0, 36.0], shoonya_0s0Z1LY9KSL2KT, 5749828]
[paragraph, [867.0, 1929.0, 702.0, 36.0], shoonya_0s0Z1LY9KSL2KT, 5749828]
[paragraph, [867.0, 1965.0, 702.0, 36.0], shoonya_0s0Z1LY9KSL2KT, 5749828]
[paragraph, [867.0, 2001.0, 702.0, 36.0], shoonya_0s0Z1LY9KSL2KT, 5749828]
[paragraph, [867.0, 2037.0, 702.0, 36.0], shoonya_0s0Z1LY9KSL2KT, 5749828]
