[1387, 987]
[paragraph, [89.0, 95.0, 797.0, 18.0], shoonya_1sDLVYPDOFI4BH, 5651423]
[paragraph, [89.0, 113.0, 797.0, 18.0], shoonya_1sDLVYPDOFI4BH, 5651423]
[paragraph, [89.0, 131.0, 797.0, 18.0], shoonya_1sDLVYPDOFI4BH, 5651423]
[paragraph, [89.0, 149.0, 797.0, 18.0], shoonya_1sDLVYPDOFI4BH, 5651423]
[paragraph, [89.0, 167.0, 797.0, 18.0], shoonya_1sDLVYPDOFI4BH, 5651423]
[paragraph, [89.0, 185.0, 797.0, 18.0], shoonya_1sDLVYPDOFI4BH, 5651423]
[paragraph, [89.0, 203.0, 797.0, 18.0], shoonya_1sDLVYPDOFI4BH, 5651423]
[paragraph, [89.0, 221.0, 797.0, 18.0], shoonya_1sDLVYPDOFI4BH, 5651423]
[paragraph, [89.0, 239.0, 797.0, 18.0], shoonya_1sDLVYPDOFI4BH, 5651423]
[paragraph, [89.0, 257.0, 797.0, 18.0], shoonya_1sDLVYPDOFI4BH, 5651423]
[paragraph, [89.0, 275.0, 797.0, 18.0], shoonya_1sDLVYPDOFI4BH, 5651423]
[paragraph, [89.0, 293.0, 797.0, 18.0], shoonya_1sDLVYPDOFI4BH, 5651423]
[paragraph, [89.0, 311.0, 797.0, 18.0], shoonya_1sDLVYPDOFI4BH, 5651423]
[paragraph, [89.0, 329.0, 797.0, 18.0], shoonya_1sDLVYPDOFI4BH, 5651423]
[paragraph, [89.0, 347.0, 797.0, 18.0], shoonya_1sDLVYPDOFI4BH, 5651423]
[paragraph, [89.0, 365.0, 797.0, 18.0], shoonya_1sDLVYPDOFI4BH, 5651423]
[paragraph, [86.0, 403.0, 774.0, 18.0], 9awx1PFb-g, 5651423]
[paragraph, [86.0, 421.0, 774.0, 18.0], 9awx1PFb-g, 5651423]
[paragraph, [86.0, 439.0, 774.0, 18.0], 9awx1PFb-g, 5651423]
[paragraph, [86.0, 457.0, 774.0, 18.0], 9awx1PFb-g, 5651423]
[paragraph, [86.0, 475.0, 774.0, 18.0], 9awx1PFb-g, 5651423]
[paragraph, [86.0, 493.0, 774.0, 18.0], 9awx1PFb-g, 5651423]
[paragraph, [86.0, 511.0, 774.0, 18.0], 9awx1PFb-g, 5651423]
[paragraph, [86.0, 529.0, 774.0, 18.0], 9awx1PFb-g, 5651423]
[paragraph, [86.0, 547.0, 774.0, 18.0], 9awx1PFb-g, 5651423]
[paragraph, [90.0, 589.0, 659.0, 18.0], shoonya_0s920VEKZFOMDJ, 5651423]
[paragraph, [90.0, 607.0, 659.0, 18.0], shoonya_0s920VEKZFOMDJ, 5651423]
[paragraph, [90.0, 654.0, 782.0, 18.0], FQ95Ka1IyS, 5651423]
[paragraph, [90.0, 672.0, 782.0, 18.0], FQ95Ka1IyS, 5651423]
[paragraph, [92.0, 719.0, 787.0, 18.0], F1RYPCiwGR, 5651423]
[paragraph, [92.0, 737.0, 787.0, 18.0], F1RYPCiwGR, 5651423]
[paragraph, [92.0, 755.0, 787.0, 18.0], F1RYPCiwGR, 5651423]
[paragraph, [92.0, 773.0, 787.0, 18.0], F1RYPCiwGR, 5651423]
[paragraph, [92.0, 791.0, 787.0, 18.0], F1RYPCiwGR, 5651423]
[paragraph, [92.0, 809.0, 787.0, 18.0], F1RYPCiwGR, 5651423]
[paragraph, [92.0, 827.0, 787.0, 18.0], F1RYPCiwGR, 5651423]
[paragraph, [92.0, 845.0, 787.0, 18.0], F1RYPCiwGR, 5651423]
[paragraph, [92.0, 863.0, 787.0, 18.0], F1RYPCiwGR, 5651423]
[paragraph, [92.0, 881.0, 787.0, 18.0], F1RYPCiwGR, 5651423]
[paragraph, [92.0, 899.0, 787.0, 18.0], F1RYPCiwGR, 5651423]
[paragraph, [92.0, 917.0, 787.0, 18.0], F1RYPCiwGR, 5651423]
[paragraph, [92.0, 935.0, 787.0, 18.0], F1RYPCiwGR, 5651423]
[paragraph, [92.0, 953.0, 787.0, 18.0], F1RYPCiwGR, 5651423]
[paragraph, [92.0, 971.0, 787.0, 18.0], F1RYPCiwGR, 5651423]
[paragraph, [92.0, 989.0, 787.0, 18.0], F1RYPCiwGR, 5651423]
[paragraph, [92.0, 1007.0, 787.0, 18.0], F1RYPCiwGR, 5651423]
[paragraph, [92.0, 1025.0, 787.0, 18.0], F1RYPCiwGR, 5651423]
[paragraph, [92.0, 1043.0, 787.0, 18.0], F1RYPCiwGR, 5651423]
[paragraph, [92.0, 1061.0, 787.0, 18.0], F1RYPCiwGR, 5651423]
[paragraph, [92.0, 1079.0, 787.0, 18.0], F1RYPCiwGR, 5651423]
[paragraph, [92.0, 1097.0, 787.0, 18.0], F1RYPCiwGR, 5651423]
[paragraph, [90.0, 1133.0, 238.0, 18.0], shoonya_2sHA3CVLTAOHFV, 5651423]
[paragraph, [90.0, 1151.0, 238.0, 18.0], shoonya_2sHA3CVLTAOHFV, 5651423]
