[2339, 1654]
[paragraph, [181.0, 249.0, 1283.0, 36.0], shoonya_5s0L0HHN24I1QQ, 5686672]
[paragraph, [181.0, 285.0, 1283.0, 36.0], shoonya_5s0L0HHN24I1QQ, 5686672]
[paragraph, [181.0, 321.0, 1283.0, 36.0], shoonya_5s0L0HHN24I1QQ, 5686672]
[paragraph, [181.0, 357.0, 1283.0, 36.0], shoonya_5s0L0HHN24I1QQ, 5686672]
[paragraph, [187.0, 472.0, 1273.0, 36.0], shoonya_1sC4YI5R4K6MHV, 5686672]
[paragraph, [187.0, 508.0, 1273.0, 36.0], shoonya_1sC4YI5R4K6MHV, 5686672]
[paragraph, [187.0, 544.0, 1273.0, 36.0], shoonya_1sC4YI5R4K6MHV, 5686672]
[paragraph, [187.0, 580.0, 1273.0, 36.0], shoonya_1sC4YI5R4K6MHV, 5686672]
[paragraph, [187.0, 616.0, 1273.0, 36.0], shoonya_1sC4YI5R4K6MHV, 5686672]
[paragraph, [187.0, 652.0, 1273.0, 36.0], shoonya_1sC4YI5R4K6MHV, 5686672]
[paragraph, [187.0, 688.0, 1273.0, 36.0], shoonya_1sC4YI5R4K6MHV, 5686672]
[paragraph, [184.0, 791.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[paragraph, [184.0, 827.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[paragraph, [184.0, 863.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[paragraph, [184.0, 899.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[paragraph, [184.0, 935.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[paragraph, [184.0, 971.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[paragraph, [184.0, 1007.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[paragraph, [184.0, 1043.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[paragraph, [184.0, 1079.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[paragraph, [184.0, 1115.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[paragraph, [184.0, 1151.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[paragraph, [184.0, 1187.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[paragraph, [184.0, 1223.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[paragraph, [184.0, 1259.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[paragraph, [184.0, 1295.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[paragraph, [184.0, 1331.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[paragraph, [184.0, 1367.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[paragraph, [184.0, 1403.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[paragraph, [184.0, 1439.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[paragraph, [184.0, 1475.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[paragraph, [184.0, 1511.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[paragraph, [184.0, 1547.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[paragraph, [184.0, 1583.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[paragraph, [184.0, 1619.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[paragraph, [184.0, 1655.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[paragraph, [184.0, 1691.0, 1282.0, 36.0], shoonya_0sRH1WKHS0ZQX1, 5686672]
[reference, [192.0, 1973.0, 695.0, 36.0], shoonya_4sTG2DYS58DOGF, 5686672]
[reference, [192.0, 2009.0, 695.0, 36.0], shoonya_4sTG2DYS58DOGF, 5686672]
[reference, [192.0, 2045.0, 695.0, 36.0], shoonya_4sTG2DYS58DOGF, 5686672]
