[1763, 1275]
[section-title, [377.0, 57.0, 207.0, 49.5], 9ItNyKXuBg, 5712342]
[sub-section-title, [376.0, 141.0, 562.0, 36.0], k8PtgrxB2Z, 5712342]
[sub-section-title, [376.0, 177.0, 562.0, 36.0], k8PtgrxB2Z, 5712342]
[sub-section-title, [376.0, 213.0, 562.0, 36.0], k8PtgrxB2Z, 5712342]
[sub-section-title, [376.0, 249.0, 562.0, 36.0], k8PtgrxB2Z, 5712342]
[author, [384.0, 295.0, 299.0, 36.0], N07X8pBB4l, 5712342]
[author, [384.0, 331.0, 299.0, 36.0], N07X8pBB4l, 5712342]
[paragraph, [453.0, 395.0, 281.0, 36.0], ET-PiXt1NY, 5712342]
[paragraph, [453.0, 431.0, 281.0, 36.0], ET-PiXt1NY, 5712342]
[paragraph, [453.0, 467.0, 281.0, 36.0], ET-PiXt1NY, 5712342]
[paragraph, [453.0, 503.0, 281.0, 36.0], ET-PiXt1NY, 5712342]
[paragraph, [453.0, 539.0, 281.0, 36.0], ET-PiXt1NY, 5712342]
[paragraph, [453.0, 575.0, 281.0, 36.0], ET-PiXt1NY, 5712342]
[paragraph, [453.0, 611.0, 281.0, 36.0], ET-PiXt1NY, 5712342]
[paragraph, [839.0, 508.0, 305.0, 36.0], VVhZ6DzgFB, 5712342]
[paragraph, [839.0, 544.0, 305.0, 36.0], VVhZ6DzgFB, 5712342]
[paragraph, [839.0, 580.0, 305.0, 36.0], VVhZ6DzgFB, 5712342]
[paragraph, [839.0, 616.0, 305.0, 36.0], VVhZ6DzgFB, 5712342]
[paragraph, [839.0, 652.0, 305.0, 36.0], VVhZ6DzgFB, 5712342]
[paragraph, [839.0, 688.0, 305.0, 36.0], VVhZ6DzgFB, 5712342]
[paragraph, [22.0, 583.0, 424.0, 36.0], KQYh4ZATpL, 5712342]
[paragraph, [22.0, 619.0, 424.0, 36.0], KQYh4ZATpL, 5712342]
[paragraph, [22.0, 655.0, 424.0, 36.0], KQYh4ZATpL, 5712342]
[paragraph, [22.0, 691.0, 424.0, 36.0], KQYh4ZATpL, 5712342]
[paragraph, [22.0, 727.0, 424.0, 36.0], KQYh4ZATpL, 5712342]
[paragraph, [22.0, 763.0, 424.0, 36.0], KQYh4ZATpL, 5712342]
[paragraph, [22.0, 799.0, 424.0, 36.0], KQYh4ZATpL, 5712342]
[paragraph, [22.0, 835.0, 424.0, 36.0], KQYh4ZATpL, 5712342]
[paragraph, [22.0, 871.0, 424.0, 36.0], KQYh4ZATpL, 5712342]
[paragraph, [22.0, 907.0, 424.0, 36.0], KQYh4ZATpL, 5712342]
[paragraph, [448.0, 714.0, 331.0, 36.0], HsNIHXGwTg, 5712342]
[paragraph, [448.0, 750.0, 331.0, 36.0], HsNIHXGwTg, 5712342]
[paragraph, [448.0, 786.0, 331.0, 36.0], HsNIHXGwTg, 5712342]
[paragraph, [448.0, 822.0, 331.0, 36.0], HsNIHXGwTg, 5712342]
[paragraph, [448.0, 858.0, 331.0, 36.0], HsNIHXGwTg, 5712342]
[paragraph, [448.0, 894.0, 331.0, 36.0], HsNIHXGwTg, 5712342]
[paragraph, [448.0, 930.0, 331.0, 36.0], HsNIHXGwTg, 5712342]
[paragraph, [448.0, 966.0, 331.0, 36.0], HsNIHXGwTg, 5712342]
[paragraph, [837.0, 751.0, 406.0, 36.0], y6-uaqjBZC, 5712342]
[paragraph, [837.0, 787.0, 406.0, 36.0], y6-uaqjBZC, 5712342]
[paragraph, [837.0, 823.0, 406.0, 36.0], y6-uaqjBZC, 5712342]
[paragraph, [837.0, 859.0, 406.0, 36.0], y6-uaqjBZC, 5712342]
[paragraph, [837.0, 895.0, 406.0, 36.0], y6-uaqjBZC, 5712342]
[paragraph, [837.0, 931.0, 406.0, 36.0], y6-uaqjBZC, 5712342]
[paragraph, [837.0, 967.0, 406.0, 36.0], y6-uaqjBZC, 5712342]
[paragraph, [837.0, 1003.0, 406.0, 36.0], y6-uaqjBZC, 5712342]
[paragraph, [27.0, 958.0, 400.0, 36.0], e30Mh7tuTm, 5712342]
[paragraph, [27.0, 994.0, 400.0, 36.0], e30Mh7tuTm, 5712342]
[paragraph, [27.0, 1030.0, 400.0, 36.0], e30Mh7tuTm, 5712342]
[paragraph, [27.0, 1066.0, 400.0, 36.0], e30Mh7tuTm, 5712342]
[paragraph, [27.0, 1102.0, 400.0, 36.0], e30Mh7tuTm, 5712342]
[paragraph, [27.0, 1138.0, 400.0, 36.0], e30Mh7tuTm, 5712342]
[paragraph, [27.0, 1174.0, 400.0, 36.0], e30Mh7tuTm, 5712342]
[paragraph, [27.0, 1210.0, 400.0, 36.0], e30Mh7tuTm, 5712342]
[paragraph, [27.0, 1246.0, 400.0, 36.0], e30Mh7tuTm, 5712342]
[paragraph, [27.0, 1282.0, 400.0, 36.0], e30Mh7tuTm, 5712342]
[paragraph, [27.0, 1318.0, 400.0, 36.0], e30Mh7tuTm, 5712342]
[paragraph, [455.0, 1050.0, 308.0, 36.0], dScopoaQGb, 5712342]
[paragraph, [455.0, 1086.0, 308.0, 36.0], dScopoaQGb, 5712342]
[paragraph, [455.0, 1122.0, 308.0, 36.0], dScopoaQGb, 5712342]
[paragraph, [455.0, 1158.0, 308.0, 36.0], dScopoaQGb, 5712342]
[paragraph, [455.0, 1194.0, 308.0, 36.0], dScopoaQGb, 5712342]
[paragraph, [455.0, 1230.0, 308.0, 36.0], dScopoaQGb, 5712342]
[paragraph, [455.0, 1266.0, 308.0, 36.0], dScopoaQGb, 5712342]
[paragraph, [455.0, 1302.0, 308.0, 36.0], dScopoaQGb, 5712342]
[paragraph, [455.0, 1338.0, 308.0, 36.0], dScopoaQGb, 5712342]
[paragraph, [455.0, 1374.0, 308.0, 36.0], dScopoaQGb, 5712342]
[paragraph, [828.0, 1103.0, 300.0, 36.0], SseheDhEFP, 5712342]
[paragraph, [828.0, 1139.0, 300.0, 36.0], SseheDhEFP, 5712342]
[paragraph, [828.0, 1175.0, 300.0, 36.0], SseheDhEFP, 5712342]
[paragraph, [828.0, 1211.0, 300.0, 36.0], SseheDhEFP, 5712342]
[paragraph, [828.0, 1247.0, 300.0, 36.0], SseheDhEFP, 5712342]
[paragraph, [43.0, 1407.0, 336.0, 36.0], 2ZNyiEXNPg, 5712342]
[paragraph, [43.0, 1443.0, 336.0, 36.0], 2ZNyiEXNPg, 5712342]
[paragraph, [43.0, 1479.0, 336.0, 36.0], 2ZNyiEXNPg, 5712342]
[paragraph, [43.0, 1515.0, 336.0, 36.0], 2ZNyiEXNPg, 5712342]
[paragraph, [43.0, 1551.0, 336.0, 36.0], 2ZNyiEXNPg, 5712342]
