[827, 532]
[folio, [209.0, 52.0, 96.0, 18.0], shoonya_3sIIPD2PY46EYP, 5740426]
[paragraph, [44.0, 94.0, 431.0, 18.0], 8dlkssYq0Z, 5740426]
[paragraph, [44.0, 112.0, 431.0, 18.0], 8dlkssYq0Z, 5740426]
[paragraph, [44.0, 130.0, 431.0, 18.0], 8dlkssYq0Z, 5740426]
[paragraph, [44.0, 148.0, 431.0, 18.0], 8dlkssYq0Z, 5740426]
[paragraph, [44.0, 166.0, 431.0, 18.0], 8dlkssYq0Z, 5740426]
[paragraph, [51.0, 189.0, 427.0, 18.0], shoonya_0s08JTCL88Z77W, 5740426]
[paragraph, [51.0, 207.0, 427.0, 18.0], shoonya_0s08JTCL88Z77W, 5740426]
[paragraph, [51.0, 225.0, 427.0, 18.0], shoonya_0s08JTCL88Z77W, 5740426]
[paragraph, [51.0, 243.0, 427.0, 18.0], shoonya_0s08JTCL88Z77W, 5740426]
[paragraph, [48.0, 271.0, 429.0, 18.0], shoonya_2sTT3CXOBJETJV, 5740426]
[paragraph, [48.0, 289.0, 429.0, 18.0], shoonya_2sTT3CXOBJETJV, 5740426]
[paragraph, [48.0, 307.0, 429.0, 18.0], shoonya_2sTT3CXOBJETJV, 5740426]
[paragraph, [48.0, 325.0, 429.0, 18.0], shoonya_2sTT3CXOBJETJV, 5740426]
[paragraph, [48.0, 343.0, 429.0, 18.0], shoonya_2sTT3CXOBJETJV, 5740426]
[paragraph, [48.0, 361.0, 429.0, 18.0], shoonya_2sTT3CXOBJETJV, 5740426]
[paragraph, [48.0, 379.0, 429.0, 18.0], shoonya_2sTT3CXOBJETJV, 5740426]
[paragraph, [48.0, 397.0, 429.0, 18.0], shoonya_2sTT3CXOBJETJV, 5740426]
[paragraph, [48.0, 415.0, 429.0, 18.0], shoonya_2sTT3CXOBJETJV, 5740426]
[paragraph, [48.0, 433.0, 429.0, 18.0], shoonya_2sTT3CXOBJETJV, 5740426]
[paragraph, [48.0, 451.0, 429.0, 18.0], shoonya_2sTT3CXOBJETJV, 5740426]
[paragraph, [48.0, 469.0, 429.0, 18.0], shoonya_2sTT3CXOBJETJV, 5740426]
[paragraph, [48.0, 487.0, 429.0, 18.0], shoonya_2sTT3CXOBJETJV, 5740426]
[paragraph, [52.0, 522.0, 425.0, 18.0], shoonya_1sPUPITBGHIHUC, 5740426]
[paragraph, [52.0, 540.0, 425.0, 18.0], shoonya_1sPUPITBGHIHUC, 5740426]
[paragraph, [52.0, 558.0, 425.0, 18.0], shoonya_1sPUPITBGHIHUC, 5740426]
[paragraph, [52.0, 576.0, 425.0, 18.0], shoonya_1sPUPITBGHIHUC, 5740426]
[paragraph, [52.0, 594.0, 425.0, 18.0], shoonya_1sPUPITBGHIHUC, 5740426]
[paragraph, [52.0, 612.0, 425.0, 18.0], shoonya_1sPUPITBGHIHUC, 5740426]
[paragraph, [52.0, 630.0, 425.0, 18.0], shoonya_1sPUPITBGHIHUC, 5740426]
[paragraph, [52.0, 648.0, 425.0, 18.0], shoonya_1sPUPITBGHIHUC, 5740426]
[paragraph, [52.0, 666.0, 425.0, 18.0], shoonya_1sPUPITBGHIHUC, 5740426]
[paragraph, [52.0, 684.0, 425.0, 18.0], shoonya_1sPUPITBGHIHUC, 5740426]
[paragraph, [52.0, 702.0, 425.0, 18.0], shoonya_1sPUPITBGHIHUC, 5740426]
[paragraph, [52.0, 720.0, 425.0, 18.0], shoonya_1sPUPITBGHIHUC, 5740426]
[paragraph, [52.0, 738.0, 425.0, 18.0], shoonya_1sPUPITBGHIHUC, 5740426]
[paragraph, [52.0, 756.0, 425.0, 18.0], shoonya_1sPUPITBGHIHUC, 5740426]
[footnote, [219.0, 787.0, 255.0, 18.0], UW8oss92bO, 5740426]
