[1050, 693]
[folio, [81.0, 78.0, 87.0, 18.0], shoonya_1sS6MQMF9JM5DI, 5702371]
[folio, [81.0, 96.0, 87.0, 18.0], shoonya_1sS6MQMF9JM5DI, 5702371]
[paragraph, [80.0, 132.0, 528.0, 18.0], VOtyiymB2d, 5702371]
[paragraph, [80.0, 150.0, 528.0, 18.0], VOtyiymB2d, 5702371]
[paragraph, [80.0, 168.0, 528.0, 18.0], VOtyiymB2d, 5702371]
[paragraph, [80.0, 186.0, 528.0, 18.0], VOtyiymB2d, 5702371]
[paragraph, [80.0, 204.0, 528.0, 18.0], VOtyiymB2d, 5702371]
[paragraph, [80.0, 222.0, 528.0, 18.0], VOtyiymB2d, 5702371]
[paragraph, [74.0, 254.0, 533.0, 18.0], 9QnK1cbPpe, 5702371]
[paragraph, [74.0, 272.0, 533.0, 18.0], 9QnK1cbPpe, 5702371]
[paragraph, [74.0, 290.0, 533.0, 18.0], 9QnK1cbPpe, 5702371]
[paragraph, [74.0, 308.0, 533.0, 18.0], 9QnK1cbPpe, 5702371]
[paragraph, [74.0, 326.0, 533.0, 18.0], 9QnK1cbPpe, 5702371]
[paragraph, [73.0, 360.0, 540.0, 18.0], 3firG9bP0z, 5702371]
[paragraph, [73.0, 378.0, 540.0, 18.0], 3firG9bP0z, 5702371]
[paragraph, [73.0, 396.0, 540.0, 18.0], 3firG9bP0z, 5702371]
[paragraph, [73.0, 414.0, 540.0, 18.0], 3firG9bP0z, 5702371]
[paragraph, [73.0, 432.0, 540.0, 18.0], 3firG9bP0z, 5702371]
[paragraph, [73.0, 450.0, 540.0, 18.0], 3firG9bP0z, 5702371]
[paragraph, [73.0, 468.0, 540.0, 18.0], 3firG9bP0z, 5702371]
[paragraph, [80.0, 494.0, 530.0, 18.0], shoonya_4sR6L0FUD1AV10, 5702371]
[paragraph, [80.0, 512.0, 530.0, 18.0], shoonya_4sR6L0FUD1AV10, 5702371]
[paragraph, [80.0, 530.0, 530.0, 18.0], shoonya_4sR6L0FUD1AV10, 5702371]
[paragraph, [80.0, 548.0, 530.0, 18.0], shoonya_4sR6L0FUD1AV10, 5702371]
[paragraph, [80.0, 566.0, 530.0, 18.0], shoonya_4sR6L0FUD1AV10, 5702371]
[paragraph, [80.0, 584.0, 530.0, 18.0], shoonya_4sR6L0FUD1AV10, 5702371]
[paragraph, [80.0, 602.0, 530.0, 18.0], shoonya_4sR6L0FUD1AV10, 5702371]
[paragraph, [80.0, 620.0, 530.0, 18.0], shoonya_4sR6L0FUD1AV10, 5702371]
[paragraph, [80.0, 638.0, 530.0, 18.0], shoonya_4sR6L0FUD1AV10, 5702371]
[paragraph, [80.0, 659.0, 537.0, 18.0], shoonya_0sHTHQSNSFE2HF, 5702371]
[paragraph, [80.0, 677.0, 537.0, 18.0], shoonya_0sHTHQSNSFE2HF, 5702371]
[paragraph, [80.0, 695.0, 537.0, 18.0], shoonya_0sHTHQSNSFE2HF, 5702371]
[paragraph, [80.0, 713.0, 537.0, 18.0], shoonya_0sHTHQSNSFE2HF, 5702371]
[paragraph, [80.0, 731.0, 537.0, 18.0], shoonya_0sHTHQSNSFE2HF, 5702371]
[paragraph, [80.0, 749.0, 537.0, 18.0], shoonya_0sHTHQSNSFE2HF, 5702371]
[paragraph, [80.0, 767.0, 537.0, 18.0], shoonya_0sHTHQSNSFE2HF, 5702371]
[paragraph, [80.0, 785.0, 537.0, 18.0], shoonya_0sHTHQSNSFE2HF, 5702371]
[paragraph, [80.0, 803.0, 537.0, 18.0], shoonya_0sHTHQSNSFE2HF, 5702371]
[paragraph, [80.0, 821.0, 537.0, 18.0], shoonya_0sHTHQSNSFE2HF, 5702371]
[paragraph, [80.0, 839.0, 537.0, 18.0], shoonya_0sHTHQSNSFE2HF, 5702371]
[paragraph, [80.0, 857.0, 537.0, 18.0], shoonya_0sHTHQSNSFE2HF, 5702371]
[paragraph, [80.0, 875.0, 537.0, 18.0], shoonya_0sHTHQSNSFE2HF, 5702371]
[paragraph, [80.0, 893.0, 537.0, 18.0], shoonya_0sHTHQSNSFE2HF, 5702371]
[paragraph, [80.0, 911.0, 537.0, 18.0], shoonya_0sHTHQSNSFE2HF, 5702371]
[paragraph, [80.0, 929.0, 537.0, 18.0], shoonya_0sHTHQSNSFE2HF, 5702371]
[paragraph, [80.0, 947.0, 537.0, 18.0], shoonya_0sHTHQSNSFE2HF, 5702371]
