[3509, 2480]
[paragraph, [352.0, 396.0, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 448.5, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 501.0, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 553.5, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 606.0, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 658.5, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 711.0, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 763.5, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 816.0, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 868.5, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 921.0, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 973.5, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 1026.0, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 1078.5, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 1131.0, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 1183.5, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 1236.0, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 1288.5, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 1341.0, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 1393.5, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 1446.0, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 1498.5, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 1551.0, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 1603.5, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 1656.0, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 1708.5, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 1761.0, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 1813.5, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [352.0, 1866.0, 1780.0, 52.5], shoonya_2sDBIUN1C9A61L, 5724584]
[paragraph, [343.0, 1978.0, 1800.0, 52.5], shoonya_0sPWNAD3EX8HCX, 5724584]
[paragraph, [343.0, 2030.5, 1800.0, 52.5], shoonya_0sPWNAD3EX8HCX, 5724584]
[paragraph, [343.0, 2083.0, 1800.0, 52.5], shoonya_0sPWNAD3EX8HCX, 5724584]
[paragraph, [343.0, 2135.5, 1800.0, 52.5], shoonya_0sPWNAD3EX8HCX, 5724584]
[paragraph, [343.0, 2188.0, 1800.0, 52.5], shoonya_0sPWNAD3EX8HCX, 5724584]
[paragraph, [343.0, 2240.5, 1800.0, 52.5], shoonya_0sPWNAD3EX8HCX, 5724584]
[paragraph, [343.0, 2293.0, 1800.0, 52.5], shoonya_0sPWNAD3EX8HCX, 5724584]
[paragraph, [343.0, 2345.5, 1800.0, 52.5], shoonya_0sPWNAD3EX8HCX, 5724584]
[paragraph, [343.0, 2398.0, 1800.0, 52.5], shoonya_0sPWNAD3EX8HCX, 5724584]
[paragraph, [343.0, 2450.5, 1800.0, 52.5], shoonya_0sPWNAD3EX8HCX, 5724584]
[paragraph, [343.0, 2503.0, 1800.0, 52.5], shoonya_0sPWNAD3EX8HCX, 5724584]
[paragraph, [343.0, 2555.5, 1800.0, 52.5], shoonya_0sPWNAD3EX8HCX, 5724584]
[paragraph, [343.0, 2608.0, 1800.0, 52.5], shoonya_0sPWNAD3EX8HCX, 5724584]
[paragraph, [343.0, 2660.5, 1800.0, 52.5], shoonya_0sPWNAD3EX8HCX, 5724584]
[paragraph, [343.0, 2713.0, 1800.0, 52.5], shoonya_0sPWNAD3EX8HCX, 5724584]
[paragraph, [343.0, 2765.5, 1800.0, 52.5], shoonya_0sPWNAD3EX8HCX, 5724584]
[paragraph, [343.0, 2818.0, 1800.0, 52.5], shoonya_0sPWNAD3EX8HCX, 5724584]
[paragraph, [343.0, 2870.5, 1800.0, 52.5], shoonya_0sPWNAD3EX8HCX, 5724584]
[paragraph, [343.0, 2923.0, 1800.0, 52.5], shoonya_0sPWNAD3EX8HCX, 5724584]
[paragraph, [343.0, 2975.5, 1800.0, 52.5], shoonya_0sPWNAD3EX8HCX, 5724584]
[paragraph, [343.0, 3028.0, 1800.0, 52.5], shoonya_0sPWNAD3EX8HCX, 5724584]
