[1372, 849]
[section-title, [289.0, 67.0, 256.0, 30.0], shoonya_1sH460NEJYEHK5, 5710155]
[paragraph, [32.0, 125.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 143.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 161.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 179.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 197.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 215.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 233.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 251.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 269.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 287.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 305.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 323.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 341.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 359.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 377.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 395.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 413.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 431.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 449.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 467.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 485.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 503.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 521.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 539.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 557.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 575.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 593.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 611.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 629.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 647.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 665.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 683.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 701.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 719.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 737.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 755.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 773.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 791.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 809.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 827.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [32.0, 845.0, 792.0, 18.0], shoonya_0sEZM7P8YYPRZ0, 5710155]
[paragraph, [33.0, 863.0, 793.0, 18.0], -MDGk7j6TW, 5710155]
[paragraph, [33.0, 881.0, 793.0, 18.0], -MDGk7j6TW, 5710155]
[paragraph, [33.0, 899.0, 793.0, 18.0], -MDGk7j6TW, 5710155]
[paragraph, [33.0, 917.0, 793.0, 18.0], -MDGk7j6TW, 5710155]
[paragraph, [33.0, 935.0, 793.0, 18.0], -MDGk7j6TW, 5710155]
[paragraph, [33.0, 953.0, 793.0, 18.0], -MDGk7j6TW, 5710155]
[paragraph, [33.0, 971.0, 793.0, 18.0], -MDGk7j6TW, 5710155]
[paragraph, [33.0, 989.0, 793.0, 18.0], -MDGk7j6TW, 5710155]
[paragraph, [33.0, 1007.0, 793.0, 18.0], -MDGk7j6TW, 5710155]
[paragraph, [33.0, 1025.0, 793.0, 18.0], -MDGk7j6TW, 5710155]
[paragraph, [33.0, 1043.0, 793.0, 18.0], -MDGk7j6TW, 5710155]
[paragraph, [33.0, 1061.0, 793.0, 18.0], -MDGk7j6TW, 5710155]
[paragraph, [33.0, 1079.0, 793.0, 18.0], -MDGk7j6TW, 5710155]
[paragraph, [33.0, 1097.0, 793.0, 18.0], -MDGk7j6TW, 5710155]
[paragraph, [33.0, 1115.0, 793.0, 18.0], -MDGk7j6TW, 5710155]
[paragraph, [33.0, 1133.0, 793.0, 18.0], -MDGk7j6TW, 5710155]
